,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,n_days,pop_type,use_waning,interventions
0,114.0,157.0,201.0,226.0,235.0,237.0,0.0,76.0,106.0,124.0,136.0,140.0,0.0,1.0,5.0,9.0,9.0,10.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,45953.0,45953.0,45953.0,45953.0,45953.0,45953.0,14,45953.34548811002,114.93337207584038,UK,35,hybrid,True,pfizer
0,101.0,205.0,569.0,1432.0,3257.0,6731.0,0.0,61.0,189.0,510.0,1252.0,2668.0,0.0,2.0,9.0,21.0,51.0,128.0,0.0,0.0,2.0,2.0,12.0,26.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50957.406651384146,101.1026967424375,New Zealand,35,hybrid,True,none
0,103.0,207.0,388.0,623.0,840.0,991.0,0.0,67.0,161.0,300.0,447.0,571.0,0.0,3.0,13.0,23.0,37.0,50.0,0.0,0.0,4.0,6.0,9.0,13.0,0.0,0.0,0.0,2.0,3.0,3.0,49794.0,49794.0,49794.0,49794.0,49794.0,49794.0,14,49794.23188309027,103.5195611383898,Japan,35,hybrid,True,az
0,103.0,180.0,342.0,552.0,752.0,913.0,0.0,51.0,130.0,227.0,348.0,463.0,0.0,0.0,11.0,21.0,27.0,37.0,0.0,0.0,5.0,9.0,10.0,12.0,0.0,0.0,0.0,2.0,3.0,4.0,44661.0,44661.0,44661.0,44661.0,44661.0,44661.0,14,44661.758500604345,103.10104937817039,UK,35,hybrid,True,az
0,105.0,182.0,237.0,257.0,265.0,265.0,0.0,55.0,115.0,142.0,155.0,156.0,0.0,0.0,3.0,10.0,14.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45608.0,45608.0,45608.0,45608.0,45608.0,45608.0,14,45608.393647479155,105.30415000170404,UK,35,hybrid,True,pfizer
0,106.0,179.0,319.0,477.0,619.0,691.0,0.0,70.0,137.0,225.0,320.0,406.0,0.0,1.0,5.0,14.0,20.0,25.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,48787.0,48787.0,48787.0,48787.0,48787.0,48787.0,14,48787.31624138243,106.06235261055247,Japan,35,hybrid,True,az
0,93.0,134.0,155.0,160.0,163.0,163.0,0.0,51.0,77.0,84.0,88.0,89.0,0.0,1.0,1.0,6.0,6.0,6.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57233.0,57233.0,57233.0,57233.0,57233.0,57233.0,14,57233.198455911675,93.50231029551635,France,35,hybrid,True,moderna
0,86.0,123.0,160.0,173.0,179.0,181.0,0.0,54.0,96.0,109.0,118.0,122.0,0.0,1.0,8.0,9.0,9.0,10.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,45857.0,45857.0,45857.0,45857.0,45857.0,45857.0,14,45857.27030502388,86.15363638012813,France,35,hybrid,True,moderna
0,88.0,106.0,129.0,133.0,135.0,135.0,0.0,52.0,73.0,80.0,84.0,84.0,0.0,1.0,6.0,10.0,10.0,10.0,0.0,1.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,60934.0,60934.0,60934.0,60934.0,60934.0,60934.0,14,60934.394337807906,88.08677505924,France,35,hybrid,True,moderna
0,90.0,125.0,155.0,164.0,168.0,171.0,0.0,62.0,91.0,107.0,111.0,114.0,0.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49507.0,49507.0,49507.0,49507.0,49507.0,49507.0,14,49507.105928438854,90.636839709221,France,35,hybrid,True,moderna
