,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,n_days,pop_type,use_waning,interventions
0,103.0,288.0,858.0,2168.0,4631.0,9041.0,0.0,65.0,236.0,731.0,1789.0,3687.0,0.0,2.0,7.0,32.0,70.0,158.0,0.0,0.0,1.0,5.0,16.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,46407.90447612926,103.99738415807148,New Zealand,35,hybrid,True,none
0,111.0,148.0,180.0,198.0,201.0,203.0,0.0,70.0,93.0,114.0,122.0,122.0,0.0,1.0,6.0,8.0,8.0,9.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,49645.0,49645.0,49645.0,49645.0,49645.0,49645.0,14,49645.17743051596,111.39967612089399,France,35,hybrid,True,moderna
0,122.0,176.0,230.0,256.0,267.0,269.0,0.0,70.0,121.0,151.0,155.0,159.0,0.0,2.0,6.0,11.0,15.0,16.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49569.0,49569.0,49569.0,49569.0,49569.0,49569.0,14,49569.2604704733,122.62064964110053,UK,35,hybrid,True,pfizer
0,103.0,204.0,381.0,559.0,697.0,789.0,0.0,68.0,178.0,296.0,381.0,456.0,0.0,1.0,9.0,16.0,29.0,34.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,53789.0,53789.0,53789.0,53789.0,53789.0,53789.0,14,53789.26519405379,103.18594982858579,Japan,35,hybrid,True,az
0,84.0,120.0,139.0,149.0,150.0,151.0,0.0,54.0,76.0,84.0,93.0,94.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,54472.0,54472.0,54472.0,54472.0,54472.0,54472.0,14,54472.51579264579,84.73049616026016,France,35,hybrid,True,moderna
0,118.0,164.0,194.0,205.0,209.0,211.0,0.0,81.0,118.0,133.0,139.0,141.0,0.0,0.0,6.0,8.0,10.0,10.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,57365.0,57365.0,57365.0,57365.0,57365.0,57365.0,14,57365.19147025484,118.05211827049675,UK,35,hybrid,True,pfizer
0,124.0,168.0,216.0,243.0,252.0,255.0,0.0,63.0,116.0,138.0,155.0,160.0,0.0,0.0,1.0,6.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,44283.0,44283.0,44283.0,44283.0,44283.0,44283.0,14,44283.79925002862,124.08608360262733,UK,35,hybrid,True,pfizer
0,109.0,221.0,530.0,1209.0,2591.0,5390.0,0.0,65.0,181.0,420.0,953.0,2043.0,0.0,0.0,6.0,13.0,38.0,91.0,0.0,0.0,1.0,3.0,8.0,21.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,43277.61259029246,109.54871865972311,New Zealand,35,hybrid,True,none
0,93.0,123.0,160.0,170.0,175.0,177.0,0.0,67.0,90.0,106.0,112.0,116.0,0.0,2.0,6.0,7.0,8.0,9.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,45738.0,45738.0,45738.0,45738.0,45738.0,45738.0,14,45738.45306080619,93.08421124521031,France,35,hybrid,True,moderna
0,105.0,140.0,153.0,159.0,166.0,166.0,0.0,67.0,100.0,106.0,107.0,109.0,0.0,2.0,8.0,10.0,10.0,11.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,48427.0,48427.0,48427.0,48427.0,48427.0,48427.0,14,48427.32663144236,105.23248089465366,France,35,hybrid,True,moderna
