,intervention,cum_infections,cum_reinfections,cum_infectious,cum_symptomatic,cum_severe,cum_critical,cum_recoveries,cum_deaths,cum_tests,cum_diagnoses,cum_known_deaths,cum_quarantined,cum_vaccinations,cum_vaccinated,prevalence,incidence,r_eff,doubling_time,test_yield,rel_test_yield,frac_vaccinated,pop_nabs,pop_protection,pop_symp_protection,pop_type,pop_size,pop_infected,start_day,end_day,location
88,Standard testing,32645.0,0.0,32549.0,22528.0,2045.0,655.0,31778.0,266.0,23612.0,18720.0,254.0,0.0,0.0,0.0,0.012084288414364418,0.0012676462114664363,0.4259274011619167,30.0,0.45454545454545453,27.915391539153916,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
89,Standard testing,32673.0,0.0,32578.0,22496.0,2067.0,725.0,31807.0,301.0,23620.0,18749.0,288.0,0.0,0.0,0.0,0.011368437996740376,0.0010388411150227968,0.37491312150118217,30.0,0.40816326530612246,26.877985236647852,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
90,Standard testing,33005.0,0.0,32936.0,22738.0,2111.0,705.0,32312.0,302.0,23861.0,18981.0,297.0,0.0,0.0,0.0,0.007867519819711054,0.0011179758752574286,0.5768450014195359,30.0,0.4444444444444444,42.397515527950304,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
91,Standard testing,33079.0,0.0,33003.0,22900.0,2122.0,723.0,32307.0,299.0,24078.0,19160.0,291.0,0.0,0.0,0.0,0.009516911128548721,0.000531883458424443,0.22303647001955745,30.0,0.4642857142857143,35.717254408060455,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
92,Standard testing,32907.0,0.0,32841.0,22686.0,2056.0,675.0,32129.0,283.0,23704.0,18878.0,273.0,0.0,0.0,0.0,0.009956352957740814,0.0005265313286140525,0.20539583811865955,30.0,0.42857142857142855,30.808191808191808,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
93,Standard testing,32118.0,0.0,32045.0,22067.0,2026.0,665.0,31400.0,296.0,23374.0,18445.0,285.0,0.0,0.0,0.0,0.008490262353130532,0.000950676658091936,0.4765897480335056,30.0,0.32653061224489793,29.246476814221392,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
94,Standard testing,32951.0,0.0,32909.0,22773.0,2116.0,697.0,32373.0,290.0,23966.0,19080.0,283.0,0.0,0.0,0.0,0.005793602896801448,0.0004105812657633879,0.27903978497964804,30.0,0.23684210526315788,29.48973042362002,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
95,Standard testing,32138.0,0.0,32064.0,22046.0,2009.0,665.0,31439.0,273.0,23156.0,18343.0,260.0,0.0,0.0,0.0,0.008566774589257345,0.0007837868099876833,0.38935136684432764,30.0,0.2558139534883721,22.808139534883722,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
96,Standard testing,32536.0,0.0,32446.0,22455.0,2058.0,687.0,31720.0,269.0,23586.0,18743.0,256.0,0.0,0.0,0.0,0.01099917556453721,0.0010879523591387997,0.40655592614492175,30.0,0.3,20.342231947483587,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
97,Standard testing,32777.0,0.0,32710.0,22524.0,1957.0,654.0,32155.0,278.0,23630.0,18732.0,267.0,0.0,0.0,0.0,0.006918466674711395,0.0006386808337687976,0.3861714290628189,30.0,0.38461538461538464,43.02971396834213,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
98,Standard testing,32988.0,0.0,32943.0,22590.0,2100.0,705.0,32420.0,276.0,23630.0,18808.0,267.0,0.0,0.0,0.0,0.005872415734856407,0.00047025628967787447,0.3170875196708248,30.0,0.25,31.291497975708506,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
99,Standard testing,32298.0,0.0,32229.0,22227.0,2024.0,670.0,31662.0,253.0,23454.0,18551.0,247.0,0.0,0.0,0.0,0.007698956721008302,0.000790871088012654,0.4347691613218936,30.0,0.2564102564102564,25.4744406336763,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
0,Standard tracing,5454.0,0.0,5269.0,3596.0,329.0,98.0,4787.0,47.0,49684.0,3546.0,47.0,41881.0,0.0,0.0,0.012411666966948932,0.0006959098460018857,0.6945203918626777,30.0,0.09850746268656717,10.50904786412764,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
1,Standard tracing,4814.0,0.0,4524.0,3089.0,274.0,85.0,3930.0,30.0,43449.0,2981.0,30.0,35916.0,0.0,0.0,0.017090254152491494,0.0015048908954100827,1.1978099071286339,30.0,0.0776255707762557,6.467283590789856,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
2,Standard tracing,7011.0,0.0,6791.0,4672.0,412.0,129.0,6157.0,58.0,59380.0,4609.0,58.0,50782.0,0.0,0.0,0.015938488646830323,0.0010235176440484776,0.7493981242414963,30.0,0.08571428571428572,6.745982142857144,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
3,Standard tracing,4972.0,0.0,4710.0,3223.0,285.0,95.0,4010.0,29.0,45094.0,3136.0,28.0,37551.0,0.0,0.0,0.018670829080866903,0.0011104201829972462,0.7345753870561004,30.0,0.0629575402635432,4.394361249244479,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
4,Standard tracing,5983.0,0.0,5772.0,4041.0,341.0,109.0,5137.0,37.0,53086.0,3932.0,37.0,44944.0,0.0,0.0,0.01619198206672938,0.0011586432514710226,0.8406837857582564,30.0,0.09401709401709402,7.236957951004773,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
5,Standard tracing,5070.0,0.0,4900.0,3360.0,272.0,87.0,4514.0,27.0,46728.0,3284.0,25.0,38769.0,0.0,0.0,0.01058571628679487,0.0008012463832628533,0.9781412506484575,30.0,0.07664233576642336,9.967559929243846,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
6,Standard tracing,6612.0,0.0,6364.0,4399.0,357.0,117.0,5749.0,40.0,55611.0,4244.0,37.0,47301.0,0.0,0.0,0.01647317854283427,0.0014289665345256753,1.0536192767851458,30.0,0.0898876404494382,7.146614557889594,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
7,Standard tracing,5115.0,0.0,4920.0,3354.0,326.0,108.0,4393.0,40.0,47192.0,3329.0,39.0,39295.0,0.0,0.0,0.013650920736589271,0.0007797705246741673,0.7166345883170764,30.0,0.08235294117647059,7.885420944558521,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
8,Standard tracing,5643.0,0.0,5482.0,3831.0,314.0,89.0,5001.0,34.0,52273.0,3783.0,33.0,44014.0,0.0,0.0,0.012168274426610094,0.0007439637486755191,0.7236022420990879,30.0,0.06232294617563739,6.439061796933919,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
9,Standard tracing,5030.0,0.0,4837.0,3255.0,297.0,98.0,4400.0,32.0,45775.0,3189.0,29.0,37987.0,0.0,0.0,0.011967659301953251,0.0010006671114076052,1.0894851657669444,30.0,0.071875,8.301828703703704,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
10,Standard tracing,6167.0,0.0,5917.0,4105.0,363.0,124.0,5300.0,46.0,53934.0,4005.0,46.0,45660.0,0.0,0.0,0.016435120310685832,0.0016425980425706658,1.2451819616847732,30.0,0.06224066390041494,5.008574895902218,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
11,Standard tracing,5882.0,0.0,5516.0,3786.0,338.0,97.0,4685.0,32.0,50149.0,3668.0,30.0,42345.0,0.0,0.0,0.023314921549791867,0.0013826556054218233,0.7563545971930158,30.0,0.08703703703703704,5.0435729847494555,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
12,Standard tracing,4891.0,0.0,4687.0,3275.0,280.0,76.0,4098.0,29.0,45414.0,3207.0,29.0,37659.0,0.0,0.0,0.01528886754317504,0.0008202354297368596,0.6467596996202184,30.0,0.07337883959044368,6.12765724037055,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
13,Standard tracing,5027.0,0.0,4839.0,3325.0,283.0,81.0,4425.0,33.0,46773.0,3250.0,33.0,38809.0,0.0,0.0,0.011387515760401866,0.0010450714873368465,1.2078052198693494,30.0,0.05084745762711865,6.234752435606567,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
14,Standard tracing,5664.0,0.0,5477.0,3782.0,320.0,121.0,4932.0,57.0,50434.0,3674.0,57.0,42522.0,0.0,0.0,0.01351540756462367,0.001217971851317214,1.0805143740665688,30.0,0.07710280373831775,7.3103885782135745,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
15,Standard tracing,4788.0,0.0,4606.0,3218.0,278.0,99.0,4118.0,27.0,45776.0,3201.0,27.0,38108.0,0.0,0.0,0.01286694815200208,0.0009731929576218703,0.9323995905115045,30.0,0.0792838874680307,8.043960921159938,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
16,Standard tracing,6770.0,0.0,6580.0,4509.0,383.0,114.0,6003.0,48.0,57879.0,4419.0,48.0,49391.0,0.0,0.0,0.014393818065342729,0.0009484154522322461,0.7545659099657824,30.0,0.08571428571428572,7.377747772076694,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
17,Standard tracing,5576.0,0.0,5351.0,3715.0,333.0,95.0,4764.0,36.0,50182.0,3644.0,35.0,42290.0,0.0,0.0,0.015531182451364983,0.001305600576265082,1.0411537553061525,30.0,0.10141509433962265,8.525493956100402,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
18,Standard tracing,3296.0,0.0,3102.0,2126.0,169.0,52.0,2717.0,21.0,33562.0,2071.0,20.0,26471.0,0.0,0.0,0.01116468916945117,0.0011133949982870847,1.386052809040935,30.0,0.07119741100323625,9.370674632810555,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
19,Standard tracing,5534.0,0.0,5353.0,3665.0,302.0,99.0,4886.0,34.0,50104.0,3628.0,32.0,42154.0,0.0,0.0,0.012288356082135852,0.0007196509692798992,0.7163142304473112,30.0,0.13709677419354838,14.67157118378902,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
20,Standard tracing,5813.0,0.0,5544.0,3833.0,304.0,116.0,4909.0,43.0,51179.0,3702.0,40.0,42923.0,0.0,0.0,0.017234821946874312,0.0013352343449430828,0.9693443952115303,30.0,0.07039337474120083,5.500076940294332,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
21,Standard tracing,4555.0,0.0,4383.0,3014.0,272.0,92.0,3998.0,32.0,42422.0,2933.0,31.0,34881.0,0.0,0.0,0.010506724303554274,0.0008361755968753438,1.0564230221655422,30.0,0.08068459657701711,10.75070821529745,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
22,Standard tracing,5744.0,0.0,5435.0,3720.0,314.0,100.0,4777.0,34.0,49038.0,3529.0,33.0,41100.0,0.0,0.0,0.018672697434255293,0.0016720896601590744,1.1654578214699318,30.0,0.09111111111111111,6.780331196581197,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
23,Standard tracing,6090.0,0.0,5951.0,4130.0,405.0,113.0,5528.0,44.0,54201.0,4064.0,44.0,45857.0,0.0,0.0,0.010369124829850269,0.0009337280801639718,1.0744932040647648,30.0,0.08333333333333333,10.090589270008795,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
24,Standard tracing,4399.0,0.0,4176.0,2923.0,256.0,82.0,3717.0,35.0,41236.0,2793.0,35.0,33690.0,0.0,0.0,0.01294906434504153,0.001008749808118243,1.065446851124849,30.0,0.07021791767554479,7.8120745579971675,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
25,Standard tracing,5733.0,0.0,5555.0,3828.0,355.0,107.0,5072.0,34.0,51063.0,3727.0,33.0,43051.0,0.0,0.0,0.01254853300244166,0.00106173899292927,1.0273616742402423,30.0,0.08561643835616438,8.816967690758764,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
26,Standard tracing,4731.0,0.0,4538.0,3159.0,252.0,87.0,4040.0,38.0,43848.0,3029.0,38.0,36276.0,0.0,0.0,0.013069933149193387,0.001016147915792264,0.9728813150237124,30.0,0.10778443113772455,10.99705805779745,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
27,Standard tracing,5821.0,0.0,5570.0,3799.0,305.0,88.0,4998.0,30.0,51530.0,3720.0,30.0,43398.0,0.0,0.0,0.01586952171302782,0.0013354761311935536,1.0645492928208269,30.0,0.07183364839319471,6.1297163066148626,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
28,Standard tracing,6290.0,0.0,6029.0,4083.0,344.0,100.0,5404.0,36.0,54784.0,4066.0,35.0,46665.0,0.0,0.0,0.017012248819149787,0.001601464195836193,1.1613794640607549,30.0,0.08695652173913043,6.776112792500185,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
29,Standard tracing,5908.0,0.0,5686.0,3900.0,376.0,107.0,5153.0,46.0,52440.0,3791.0,41.0,44093.0,0.0,0.0,0.014193057613003964,0.0014061507756509117,1.259050777912707,30.0,0.028639618138424822,2.7147652815690044,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
30,Standard tracing,5629.0,0.0,5414.0,3721.0,331.0,114.0,4831.0,40.0,51055.0,3657.0,39.0,43171.0,0.0,0.0,0.015172137710168135,0.0009240269545423813,0.7390215247157393,30.0,0.09057971014492754,7.723963754770865,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
31,Standard tracing,5396.0,0.0,5220.0,3642.0,339.0,112.0,4800.0,43.0,49264.0,3516.0,40.0,41279.0,0.0,0.0,0.011069519787016835,0.001098556183301946,1.2813322807343017,30.0,0.11842105263157894,14.587777467541532,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
32,Standard tracing,5475.0,0.0,5260.0,3684.0,307.0,102.0,4819.0,43.0,49284.0,3552.0,43.0,41282.0,0.0,0.0,0.012270552675300759,0.0010780460415496912,1.1719090417909006,30.0,0.08040201005025126,9.374510744678165,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
33,Standard tracing,4961.0,0.0,4761.0,3285.0,312.0,90.0,4300.0,32.0,45437.0,3196.0,32.0,37812.0,0.0,0.0,0.012588056356067884,0.001065743022713648,1.0986054935055816,30.0,0.06947368421052631,7.574412955465587,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
34,Standard tracing,4204.0,0.0,4006.0,2765.0,214.0,71.0,3496.0,28.0,40495.0,2682.0,28.0,32996.0,0.0,0.0,0.013607620267349716,0.0008734387282732116,0.8063845795802447,30.0,0.047217537942664416,4.6326086500178425,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
35,Standard tracing,5033.0,0.0,4887.0,3359.0,314.0,94.0,4498.0,36.0,47258.0,3296.0,35.0,39211.0,0.0,0.0,0.0099871907773597,0.001000733871505771,1.2627055859118812,30.0,0.04509283819628647,5.961452048000841,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
36,Standard tracing,5948.0,0.0,5683.0,3883.0,347.0,117.0,5122.0,41.0,52098.0,3824.0,40.0,44166.0,0.0,0.0,0.01571288456534358,0.0016117315899391628,1.3381825494707802,30.0,0.08486238532110092,7.529088743824983,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
37,Standard tracing,5162.0,0.0,4856.0,3369.0,289.0,100.0,4260.0,40.0,46191.0,3253.0,40.0,38755.0,0.0,0.0,0.017253803042433947,0.0018288059235469915,1.451819959265991,30.0,0.08128834355828221,6.828659465065984,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
38,Standard tracing,6198.0,0.0,5935.0,4093.0,377.0,108.0,5318.0,47.0,52657.0,3942.0,47.0,44580.0,0.0,0.0,0.01667567513462655,0.0012556504269211452,0.9488770317697196,30.0,0.09049773755656108,7.305072636341986,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
39,Standard tracing,5410.0,0.0,5259.0,3605.0,338.0,114.0,4830.0,52.0,49426.0,3532.0,52.0,41311.0,0.0,0.0,0.010570993833586931,0.0007625028033191298,0.8895039825724985,30.0,0.05543237250554324,6.824798414369483,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
40,Standard tracing,5554.0,0.0,5300.0,3658.0,347.0,101.0,4800.0,45.0,49791.0,3571.0,44.0,41663.0,0.0,0.0,0.014192773496146532,0.001214957476488323,1.1762789857604101,30.0,0.07808564231738035,7.960273479668945,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
41,Standard tracing,4644.0,0.0,4423.0,3030.0,252.0,76.0,3863.0,27.0,43493.0,2958.0,26.0,35943.0,0.0,0.0,0.01508814759970384,0.0010582943822206544,0.8847003512218333,30.0,0.07313195548489666,6.450842189723108,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
42,Standard tracing,5830.0,0.0,5641.0,3863.0,317.0,111.0,5125.0,50.0,52222.0,3832.0,50.0,44157.0,0.0,0.0,0.013113113113113114,0.0009735114330993887,0.8924691504453451,30.0,0.04966887417218543,4.915513173976067,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
43,Standard tracing,5452.0,0.0,5233.0,3559.0,330.0,103.0,4721.0,40.0,48740.0,3465.0,40.0,40902.0,0.0,0.0,0.013831064851881505,0.0009203555715183622,0.8566786052851503,30.0,0.055205047318611984,5.4380480404213225,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
44,Standard tracing,5718.0,0.0,5511.0,3803.0,335.0,108.0,4902.0,38.0,50909.0,3705.0,38.0,42971.0,0.0,0.0,0.015571834594291662,0.001129126959035274,0.8602509759110644,30.0,0.09090909090909091,7.364591625537335,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
45,Standard tracing,6182.0,0.0,6041.0,4167.0,363.0,102.0,5540.0,35.0,54483.0,4118.0,34.0,46297.0,0.0,0.0,0.012148503952766936,0.0007987585010726185,0.7392027843149735,30.0,0.11079545454545454,10.900513314475225,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
46,Standard tracing,6358.0,0.0,6139.0,4251.0,371.0,124.0,5588.0,48.0,54792.0,4120.0,48.0,46630.0,0.0,0.0,0.014453875720691864,0.001260253883873333,1.0741086297646014,30.0,0.12017167381974249,10.949718001006834,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
47,Standard tracing,4712.0,0.0,4513.0,3121.0,251.0,80.0,4026.0,32.0,43976.0,3032.0,31.0,36353.0,0.0,0.0,0.01308837656099904,0.0009936406995230524,0.9583035961510498,30.0,0.0744466800804829,7.679625002763835,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
48,Standard tracing,5970.0,0.0,5801.0,3971.0,365.0,117.0,5361.0,55.0,52386.0,3888.0,54.0,44205.0,0.0,0.0,0.011092201421563721,0.0008403361344537816,0.9438626747881611,30.0,0.08870967741935484,10.612211981566821,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
49,Standard tracing,5791.0,0.0,5692.0,3962.0,352.0,107.0,5362.0,47.0,52481.0,3868.0,45.0,44244.0,0.0,0.0,0.0076471883570556325,0.0005654957135424913,0.8631952208086769,30.0,0.043478260869565216,7.080196650791212,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
50,Standard tracing,4813.0,0.0,4607.0,3168.0,278.0,88.0,4153.0,33.0,44382.0,3101.0,33.0,36717.0,0.0,0.0,0.012548281866031581,0.001128643193838936,1.191592487757732,30.0,0.0945945945945946,10.530333183539836,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
51,Standard tracing,5783.0,0.0,5566.0,3816.0,302.0,94.0,5045.0,47.0,50925.0,3693.0,46.0,43006.0,0.0,0.0,0.013833003022841472,0.0010855553293981953,0.9767780524784482,30.0,0.07964601769911504,7.773048056457936,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
52,Standard tracing,5520.0,0.0,5310.0,3648.0,332.0,98.0,4810.0,35.0,49830.0,3591.0,32.0,41684.0,0.0,0.0,0.013509456619633743,0.0011241007194244604,1.0677304808922294,30.0,0.08490566037735849,8.467559342665854,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
53,Standard tracing,5776.0,0.0,5587.0,3831.0,331.0,91.0,5122.0,38.0,51924.0,3799.0,38.0,43923.0,0.0,0.0,0.012329370321444297,0.0009723227206946454,0.9850754368602778,30.0,0.056133056133056136,6.068548642319135,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
54,Standard tracing,5708.0,0.0,5492.0,3738.0,323.0,93.0,4957.0,39.0,50222.0,3623.0,38.0,42185.0,0.0,0.0,0.014251115870378896,0.0010385622685812337,0.9100182114989079,30.0,0.05272108843537415,4.925382653061225,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
55,Standard tracing,4939.0,0.0,4741.0,3246.0,267.0,84.0,4321.0,35.0,45115.0,3141.0,34.0,37424.0,0.0,0.0,0.011668167717402181,0.0009986462794878055,1.140598442781116,30.0,0.09326424870466321,11.342870600901689,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
56,Standard tracing,4701.0,0.0,4473.0,3036.0,267.0,90.0,3953.0,31.0,42808.0,2963.0,29.0,35297.0,0.0,0.0,0.014348896315715743,0.001147928210335769,1.0385119333072992,30.0,0.12413793103448276,11.932980748889358,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
57,Standard tracing,4256.0,0.0,4011.0,2771.0,246.0,74.0,3506.0,27.0,39701.0,2659.0,24.0,32388.0,0.0,0.0,0.01446781261881416,0.001180482686253935,1.1092680584673067,30.0,0.10126582278481013,10.023621630210265,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
58,Standard tracing,5356.0,0.0,5125.0,3492.0,284.0,87.0,4569.0,31.0,48182.0,3423.0,31.0,40314.0,0.0,0.0,0.015129380215733755,0.0009407759161365469,0.7808215317158459,30.0,0.08486238532110092,7.523818261249454,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
59,Standard tracing,5654.0,0.0,5437.0,3776.0,307.0,99.0,4878.0,42.0,50180.0,3608.0,41.0,42132.0,0.0,0.0,0.01469234156691621,0.0012627970955666802,1.0562176268934984,30.0,0.0861244019138756,7.721210887249775,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
60,Standard tracing,5237.0,0.0,5035.0,3543.0,316.0,100.0,4597.0,34.0,48304.0,3445.0,32.0,40242.0,0.0,0.0,0.012128247208101508,0.0011169939458928132,1.2302030400711443,30.0,0.07479224376731301,8.612400921532595,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
61,Standard tracing,6334.0,0.0,6078.0,4231.0,351.0,120.0,5536.0,43.0,55609.0,4121.0,42.0,47163.0,0.0,0.0,0.015112997177572713,0.0013969678926395823,1.1929740346726552,30.0,0.08477842003853564,7.787382085944529,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
62,Standard tracing,5813.0,0.0,5675.0,3887.0,351.0,121.0,5274.0,61.0,52380.0,3874.0,61.0,44169.0,0.0,0.0,0.009571677446484711,0.00045262181184511284,0.5736941152416626,30.0,0.1,13.548529411764706,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
63,Standard tracing,5676.0,0.0,5501.0,3837.0,344.0,90.0,5040.0,37.0,50911.0,3729.0,34.0,42895.0,0.0,0.0,0.011988871765106178,0.0006542730800469271,0.6741415763646057,30.0,0.08370044052863436,9.126901338209624,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
64,Standard tracing,5158.0,0.0,5014.0,3479.0,315.0,102.0,4609.0,37.0,47446.0,3409.0,37.0,39398.0,0.0,0.0,0.010247583211576566,0.0008697203514562241,1.0402634011901066,30.0,0.05144694533762058,6.508318188172795,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
65,Standard tracing,4658.0,0.0,4455.0,3086.0,270.0,85.0,4039.0,34.0,44217.0,3048.0,33.0,36535.0,0.0,0.0,0.011707961413761358,0.0008380750738829341,0.9762271635853224,30.0,0.07158836689038031,8.792625648593884,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
66,Standard tracing,4927.0,0.0,4718.0,3277.0,260.0,79.0,4199.0,26.0,45127.0,3162.0,26.0,37377.0,0.0,0.0,0.014047304598391163,0.0008430767865462694,0.751063780586236,30.0,0.07390300230946882,7.017337411989563,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
67,Standard tracing,6278.0,0.0,6066.0,4263.0,345.0,113.0,5501.0,44.0,54421.0,4130.0,43.0,46105.0,0.0,0.0,0.014672912162703179,0.000869127670280408,0.710778526069463,30.0,0.09424083769633508,8.289214257720253,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
68,Standard tracing,5934.0,0.0,5644.0,3799.0,347.0,105.0,5021.0,48.0,51311.0,3719.0,46.0,43117.0,0.0,0.0,0.01731662395900064,0.0015658330685789498,1.1752679422919932,30.0,0.07251908396946564,5.83091271158314,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
69,Standard tracing,3865.0,0.0,3718.0,2565.0,231.0,75.0,3335.0,27.0,37556.0,2468.0,26.0,30329.0,0.0,0.0,0.010065435335080943,0.0007152920775983526,0.9154541761421802,30.0,0.07119741100323625,9.500654521653757,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
70,Standard tracing,6353.0,0.0,6136.0,4227.0,348.0,119.0,5605.0,53.0,55241.0,4137.0,52.0,46931.0,0.0,0.0,0.01391474963461269,0.0013288427612436135,1.1842430441114815,30.0,0.07242990654205607,6.9414519219489295,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
71,Standard tracing,6521.0,0.0,6354.0,4405.0,372.0,115.0,5899.0,55.0,56904.0,4333.0,52.0,48435.0,0.0,0.0,0.011352487736510162,0.0007129878792060534,0.7571847896719794,30.0,0.07777777777777778,8.869,0.0,0.0,0.0,0.0,hybrid,50000,100,2020-03-01,2020-06-30,UK
