,id,day,wind_speed,temperature,bucket_volume,water_volume,height,diameter,surface_area
0,0.0,0.0,2.0,60.0,8006.386576785431,8006.386576785431,10.0,6.0,28.274333882308138
1,0.0,1.0,0.5,50.0,8006.386576785431,8001.047903739436,10.0,6.0,28.274333882308138
2,0.0,2.0,0.0,50.0,8006.386576785431,8001.047903739436,10.0,6.0,28.274333882308138
3,0.0,3.0,0.5,40.0,8006.386576785431,7997.315609670556,10.0,6.0,28.274333882308138
4,0.0,4.0,0.5,40.0,8006.386576785431,7993.583315601676,10.0,6.0,28.274333882308138
5,0.0,5.0,1.0,70.0,8006.386576785431,7975.593351209038,10.0,6.0,28.274333882308138
6,0.0,6.0,1.0,40.0,8006.386576785431,7969.184513836713,10.0,6.0,28.274333882308138
7,0.0,7.0,1.5,70.0,8006.386576785431,7944.502449170591,10.0,6.0,28.274333882308138
8,0.0,8.0,0.5,50.0,8006.386576785431,7939.163776124596,10.0,6.0,28.274333882308138
9,0.0,9.0,0.0,70.0,8006.386576785431,7939.163776124596,10.0,6.0,28.274333882308138
10,0.0,10.0,0.0,70.0,8006.386576785431,7939.163776124596,10.0,6.0,28.274333882308138
11,1.0,0.0,1.5,50.0,8006.386576785431,8006.386576785431,10.0,6.0,28.274333882308138
12,1.0,1.0,2.0,80.0,8006.386576785431,7964.124809871031,10.0,6.0,28.274333882308138
13,1.0,2.0,0.0,50.0,8006.386576785431,7964.124809871031,10.0,6.0,28.274333882308138
14,1.0,3.0,2.0,80.0,8006.386576785431,7921.863042956631,10.0,6.0,28.274333882308138
15,1.0,4.0,1.5,60.0,8006.386576785431,7904.1219358732105,10.0,6.0,28.274333882308138
16,1.0,5.0,1.0,40.0,8006.386576785431,7897.713098500886,10.0,6.0,28.274333882308138
17,1.0,6.0,0.0,70.0,8006.386576785431,7897.713098500886,10.0,6.0,28.274333882308138
18,1.0,7.0,1.0,40.0,8006.386576785431,7891.304261128562,10.0,6.0,28.274333882308138
19,1.0,8.0,0.0,50.0,8006.386576785431,7891.304261128562,10.0,6.0,28.274333882308138
20,1.0,9.0,2.0,70.0,8006.386576785431,7860.41313786803,10.0,6.0,28.274333882308138
21,1.0,10.0,2.0,60.0,8006.386576785431,7838.209050280316,10.0,6.0,28.274333882308138
22,2.0,0.0,0.5,70.0,8006.386576785431,8006.386576785431,10.0,6.0,28.274333882308138
23,2.0,1.0,2.0,70.0,8006.386576785431,7975.4954535249,10.0,6.0,28.274333882308138
24,2.0,2.0,1.5,50.0,8006.386576785431,7962.918139537063,10.0,6.0,28.274333882308138
25,2.0,3.0,1.0,60.0,8006.386576785431,7949.987216251914,10.0,6.0,28.274333882308138
26,2.0,4.0,2.0,50.0,8006.386576785431,7934.245933586129,10.0,6.0,28.274333882308138
27,2.0,5.0,1.0,80.0,8006.386576785431,7909.6340839117765,10.0,6.0,28.274333882308138
28,2.0,6.0,1.5,60.0,8006.386576785431,7891.892976828356,10.0,6.0,28.274333882308138
29,2.0,7.0,1.5,40.0,8006.386576785431,7883.100111261423,10.0,6.0,28.274333882308138
30,2.0,8.0,0.5,60.0,8006.386576785431,7875.569570934293,10.0,6.0,28.274333882308138
31,2.0,9.0,1.5,40.0,8006.386576785431,7866.77670536736,10.0,6.0,28.274333882308138
