,id,day,wind_speed,temperature,bucket_volume,water_volume,height,diameter,surface_area
0,0.0,0.0,1.0,50.0,266.87955255951437,266.87955255951437,3.0,2.0,3.141592653589793
1,0.0,1.0,1.0,60.0,266.87955255951437,265.4427833056089,3.0,2.0,3.141592653589793
2,0.0,2.0,0.0,80.0,266.87955255951437,265.4427833056089,3.0,2.0,3.141592653589793
3,0.0,3.0,1.0,60.0,266.87955255951437,264.0060140517034,3.0,2.0,3.141592653589793
4,0.0,4.0,1.5,50.0,266.87955255951437,262.6085347197216,3.0,2.0,3.141592653589793
5,0.0,5.0,0.0,60.0,266.87955255951437,262.6085347197216,3.0,2.0,3.141592653589793
6,0.0,6.0,1.5,70.0,266.87955255951437,259.86608309015236,3.0,2.0,3.141592653589793
7,0.0,7.0,2.0,60.0,266.87955255951437,257.398962247073,3.0,2.0,3.141592653589793
8,0.0,8.0,1.0,70.0,266.87955255951437,255.40007731455756,3.0,2.0,3.141592653589793
9,0.0,9.0,0.5,80.0,266.87955255951437,253.80750798451143,3.0,2.0,3.141592653589793
10,0.0,10.0,0.0,50.0,266.87955255951437,253.80750798451143,3.0,2.0,3.141592653589793
11,1.0,0.0,0.0,40.0,266.87955255951437,266.87955255951437,3.0,2.0,3.141592653589793
12,1.0,1.0,0.5,40.0,266.87955255951437,266.46485321852765,3.0,2.0,3.141592653589793
13,1.0,2.0,0.5,40.0,266.87955255951437,266.05015387754094,3.0,2.0,3.141592653589793
14,1.0,3.0,0.0,50.0,266.87955255951437,266.05015387754094,3.0,2.0,3.141592653589793
15,1.0,4.0,1.0,60.0,266.87955255951437,264.61338462363545,3.0,2.0,3.141592653589793
16,1.0,5.0,2.0,50.0,266.87955255951437,262.8643532163259,3.0,2.0,3.141592653589793
17,1.0,6.0,2.0,50.0,266.87955255951437,261.1153218090164,3.0,2.0,3.141592653589793
18,1.0,7.0,2.0,60.0,266.87955255951437,258.648200965937,3.0,2.0,3.141592653589793
19,1.0,8.0,1.0,40.0,266.87955255951437,257.93610792456764,3.0,2.0,3.141592653589793
20,1.0,9.0,2.0,70.0,266.87955255951437,254.50376089561973,3.0,2.0,3.141592653589793
21,1.0,10.0,1.5,50.0,266.87955255951437,253.10628156363794,3.0,2.0,3.141592653589793
22,2.0,0.0,0.0,40.0,266.87955255951437,266.87955255951437,3.0,2.0,3.141592653589793
23,2.0,1.0,1.0,60.0,266.87955255951437,265.4427833056089,3.0,2.0,3.141592653589793
24,2.0,2.0,1.0,60.0,266.87955255951437,264.0060140517034,3.0,2.0,3.141592653589793
25,2.0,3.0,0.0,40.0,266.87955255951437,264.0060140517034,3.0,2.0,3.141592653589793
26,2.0,4.0,0.5,70.0,266.87955255951437,262.8419298435102,3.0,2.0,3.141592653589793
27,2.0,5.0,1.0,70.0,266.87955255951437,260.84304491099476,3.0,2.0,3.141592653589793
28,2.0,6.0,0.0,40.0,266.87955255951437,260.84304491099476,3.0,2.0,3.141592653589793
29,2.0,7.0,0.0,40.0,266.87955255951437,260.84304491099476,3.0,2.0,3.141592653589793
30,2.0,8.0,1.5,80.0,266.87955255951437,257.09113046730874,3.0,2.0,3.141592653589793
31,2.0,9.0,2.0,80.0,266.87955255951437,252.39537858793094,3.0,2.0,3.141592653589793
32,2.0,10.0,0.0,40.0,266.87955255951437,252.39537858793094,3.0,2.0,3.141592653589793
33,3.0,0.0,2.0,40.0,266.87955255951437,266.87955255951437,3.0,2.0,3.141592653589793
34,3.0,1.0,0.5,70.0,266.87955255951437,265.71546835132114,3.0,2.0,3.141592653589793
35,3.0,2.0,0.5,70.0,266.87955255951437,264.5513841431279,3.0,2.0,3.141592653589793
36,3.0,3.0,1.5,70.0,266.87955255951437,261.80893251355866,3.0,2.0,3.141592653589793
37,3.0,4.0,1.0,70.0,266.87955255951437,259.81004758104325,3.0,2.0,3.141592653589793
38,3.0,5.0,2.0,40.0,266.87955255951437,258.58729063534804,3.0,2.0,3.141592653589793
39,3.0,6.0,2.0,70.0,266.87955255951437,255.15494360640014,3.0,2.0,3.141592653589793
40,3.0,7.0,0.0,80.0,266.87955255951437,255.15494360640014,3.0,2.0,3.141592653589793
41,3.0,8.0,1.5,70.0,266.87955255951437,252.41249197683092,3.0,2.0,3.141592653589793
42,3.0,9.0,1.0,60.0,266.87955255951437,250.97572272292547,3.0,2.0,3.141592653589793
