,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,location,interventions,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,age_dist,rand_seed,id,imbalance
0,96.0,156.0,231.0,275.0,283.0,284.0,14,35,hybrid,True,55623,96,UK,treatment,35.10663604736328,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",1,ic0_ti0,0.0
1,96.0,210.0,593.0,1479.0,3403.0,7203.0,14,35,hybrid,True,55623,96,UK,control,35.10663604736328,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",1,ic0_ti0,0.0
2,96.0,156.0,231.0,275.0,283.0,284.0,14,35,hybrid,True,55623,96,UK,treatment,35.10663604736328,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",1,ic0_ti0,0.0
3,96.0,172.0,236.0,262.0,276.0,278.0,14,35,hybrid,True,55623,96,UK,treatment,34.94192886352539,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",2,ic0_ti0,0.0
4,96.0,156.0,262.0,318.0,342.0,350.0,14,35,hybrid,True,55623,96,UK,treatment,35.23192596435547,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",3,ic0_ti0,0.0
5,96.0,177.0,257.0,310.0,326.0,330.0,14,35,hybrid,True,55623,96,UK,treatment,35.03842544555664,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",4,ic0_ti0,0.0
6,96.0,210.0,593.0,1479.0,3403.0,7203.0,14,35,hybrid,True,55623,96,UK,control,35.10663604736328,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",1,ic0_ti0,0.0
7,96.0,258.0,672.0,1592.0,3769.0,8110.0,14,35,hybrid,True,55623,96,UK,control,34.94192886352539,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",2,ic0_ti0,0.0
8,96.0,205.0,574.0,1353.0,2959.0,6354.0,14,35,hybrid,True,55623,96,UK,control,35.23192596435547,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",3,ic0_ti0,0.0
9,96.0,228.0,571.0,1544.0,3687.0,8074.0,14,35,hybrid,True,55623,96,UK,control,35.03842544555664,2.0,20,16,20,"{'0-9': 8048, '10-19': 8417, '20-29': 8415, '30-39': 8083, '40-49': 7953, '50-59': 6809, '60-69': 4441, '70-79': 2591, '80+': 861}",4,ic0_ti0,0.0
