,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,location,interventions,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,age_dist,rand_seed,id,imbalance
0,112.0,217.0,337.0,409.0,428.0,431.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.19373321533203,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",1,ic0_ti0,0.0
1,112.0,317.0,895.0,2099.0,4566.0,9597.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,control,35.19373321533203,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",1,ic0_ti0,0.0
2,112.0,217.0,337.0,409.0,428.0,431.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.19373321533203,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",1,ic0_ti0,0.0
3,112.0,196.0,276.0,313.0,332.0,336.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,34.98179626464844,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",2,ic0_ti0,0.0
4,112.0,204.0,335.0,392.0,415.0,418.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.10551071166992,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",3,ic0_ti0,0.0
5,112.0,173.0,261.0,306.0,328.0,331.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.05141830444336,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",4,ic0_ti0,0.0
6,112.0,176.0,252.0,302.0,328.0,336.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.25962448120117,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",5,ic0_ti0,0.0
7,112.0,193.0,298.0,343.0,367.0,383.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.08466720581055,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",6,ic0_ti0,0.0
8,112.0,192.0,294.0,339.0,361.0,368.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.263267517089844,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",7,ic0_ti0,0.0
9,112.0,192.0,296.0,356.0,373.0,382.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.05280685424805,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",8,ic0_ti0,0.0
10,112.0,208.0,317.0,365.0,375.0,379.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.15705108642578,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",9,ic0_ti0,0.0
11,112.0,203.0,306.0,369.0,388.0,394.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.13204574584961,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",10,ic0_ti0,0.0
12,112.0,187.0,255.0,284.0,302.0,303.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.02619934082031,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",11,ic0_ti0,0.0
13,112.0,210.0,337.0,397.0,427.0,436.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.129642486572266,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",12,ic0_ti0,0.0
14,112.0,206.0,321.0,368.0,388.0,392.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.22222137451172,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",13,ic0_ti0,0.0
15,112.0,183.0,259.0,313.0,328.0,337.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,treatment,35.14104080200195,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",14,ic0_ti0,0.0
16,112.0,317.0,895.0,2099.0,4566.0,9597.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,control,35.19373321533203,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",1,ic0_ti0,0.0
17,112.0,260.0,673.0,1663.0,3964.0,8593.0,14,35,hybrid,True,62751.62793766505,112.099656614571,UK,control,34.98179626464844,2.0,20,16,20,"{'0-9': 9080, '10-19': 9495, '20-29': 9494, '30-39': 9119, '40-49': 8972, '50-59': 7682, '60-69': 5010, '70-79': 2923, '80+': 971}",2,ic0_ti0,0.0
