,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,location,interventions,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,age_dist,rand_seed,id,imbalance
0,105.0,209.0,312.0,354.0,375.0,382.0,14,35,hybrid,True,49541,105,UK,treatment,35.03354263305664,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",1,ic0_ti0,0.0
1,105.0,277.0,720.0,1626.0,3546.0,7487.0,14,35,hybrid,True,49541,105,UK,control,35.03354263305664,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",1,ic0_ti0,0.0
2,105.0,209.0,312.0,354.0,375.0,382.0,14,35,hybrid,True,49541,105,UK,treatment,35.03354263305664,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",1,ic0_ti0,0.0
3,105.0,187.0,284.0,348.0,368.0,372.0,14,35,hybrid,True,49541,105,UK,treatment,34.977420806884766,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",2,ic0_ti0,0.0
4,105.0,183.0,285.0,338.0,361.0,369.0,14,35,hybrid,True,49541,105,UK,treatment,35.28660202026367,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",3,ic0_ti0,0.0
5,105.0,208.0,289.0,326.0,340.0,340.0,14,35,hybrid,True,49541,105,UK,treatment,35.03374099731445,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",4,ic0_ti0,0.0
6,105.0,188.0,272.0,322.0,342.0,347.0,14,35,hybrid,True,49541,105,UK,treatment,35.25956726074219,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",5,ic0_ti0,0.0
7,105.0,168.0,244.0,281.0,291.0,296.0,14,35,hybrid,True,49541,105,UK,treatment,34.965492248535156,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",6,ic0_ti0,0.0
8,105.0,187.0,288.0,346.0,375.0,385.0,14,35,hybrid,True,49541,105,UK,treatment,35.16426467895508,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",7,ic0_ti0,0.0
9,105.0,171.0,237.0,283.0,302.0,309.0,14,35,hybrid,True,49541,105,UK,treatment,35.10614013671875,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",8,ic0_ti0,0.0
10,105.0,193.0,278.0,324.0,336.0,339.0,14,35,hybrid,True,49541,105,UK,treatment,35.14668655395508,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",9,ic0_ti0,0.0
11,105.0,224.0,364.0,445.0,474.0,485.0,14,35,hybrid,True,49541,105,UK,treatment,35.01557922363281,2.0,20,16,20,"{'0-9': 7168, '10-19': 7496, '20-29': 7495, '30-39': 7199, '40-49': 7083, '50-59': 6065, '60-69': 3955, '70-79': 2308, '80+': 767}",10,ic0_ti0,0.0
