,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,n_days,pop_type,use_waning,interventions
0,94.0,173.0,394.0,868.0,1897.0,3925.0,0.0,54.0,147.0,330.0,748.0,1563.0,0.0,0.0,6.0,16.0,37.0,74.0,0.0,0.0,3.0,3.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,58504.022246978544,94.93863149110841,New Zealand,35,hybrid,True,none
0,97.0,129.0,161.0,176.0,185.0,190.0,0.0,67.0,98.0,111.0,119.0,122.0,0.0,1.0,6.0,10.0,12.0,13.0,0.0,0.0,4.0,4.0,7.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,48242.0,48242.0,48242.0,48242.0,48242.0,48242.0,14,48242.890233175276,97.11433988730398,Japan,35,hybrid,True,moderna
0,110.0,159.0,223.0,248.0,259.0,261.0,0.0,67.0,109.0,136.0,143.0,145.0,0.0,1.0,8.0,12.0,16.0,16.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,51413.0,51413.0,51413.0,51413.0,51413.0,51413.0,14,51413.38546774114,110.57080641443035,UK,35,hybrid,True,pfizer
0,81.0,172.0,479.0,1129.0,2256.0,4682.0,0.0,52.0,157.0,412.0,927.0,1841.0,0.0,0.0,6.0,14.0,36.0,90.0,0.0,0.0,2.0,5.0,13.0,27.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,45294.170009497815,81.71915435181546,France,35,hybrid,True,none
0,90.0,117.0,147.0,162.0,165.0,166.0,0.0,52.0,76.0,89.0,93.0,93.0,0.0,0.0,5.0,9.0,9.0,9.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43261.0,43261.0,43261.0,43261.0,43261.0,43261.0,14,43261.53041294672,90.89424404305484,Japan,35,hybrid,True,moderna
0,90.0,134.0,169.0,180.0,189.0,192.0,0.0,49.0,82.0,102.0,107.0,113.0,0.0,1.0,6.0,9.0,9.0,9.0,0.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,56661.0,56661.0,56661.0,56661.0,56661.0,56661.0,14,56661.29888899684,90.2283854345742,New Zealand,35,hybrid,True,pfizer
0,101.0,215.0,408.0,707.0,945.0,1122.0,0.0,62.0,160.0,286.0,475.0,602.0,0.0,1.0,5.0,18.0,28.0,49.0,0.0,0.0,3.0,8.0,9.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,54912.0,54912.0,54912.0,54912.0,54912.0,54912.0,14,54912.73494684302,101.48432340872206,New Zealand,35,hybrid,True,az
0,90.0,127.0,153.0,162.0,165.0,165.0,0.0,52.0,82.0,95.0,100.0,102.0,0.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50554.0,50554.0,50554.0,50554.0,50554.0,50554.0,14,50554.8459366216,90.29895731901435,UK,35,hybrid,True,moderna
0,106.0,162.0,201.0,218.0,223.0,224.0,0.0,72.0,120.0,138.0,144.0,146.0,0.0,0.0,9.0,18.0,20.0,21.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,53385.0,53385.0,53385.0,53385.0,53385.0,53385.0,14,53385.790971923794,106.95130975262184,Japan,35,hybrid,True,pfizer
0,92.0,236.0,663.0,1529.0,3322.0,6848.0,0.0,61.0,225.0,564.0,1268.0,2772.0,0.0,0.0,9.0,30.0,63.0,137.0,0.0,0.0,1.0,7.0,14.0,27.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50224.2179732081,92.2768656096626,New Zealand,35,hybrid,True,none
0,109.0,156.0,204.0,227.0,237.0,241.0,0.0,63.0,108.0,131.0,143.0,147.0,0.0,1.0,9.0,12.0,15.0,17.0,0.0,0.0,3.0,4.0,6.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,54884.0,54884.0,54884.0,54884.0,54884.0,54884.0,14,54884.93745142051,109.65441859816747,UK,35,hybrid,True,moderna
0,108.0,159.0,201.0,237.0,248.0,250.0,0.0,66.0,104.0,123.0,142.0,147.0,0.0,1.0,9.0,12.0,13.0,16.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41475.0,41475.0,41475.0,41475.0,41475.0,41475.0,14,41475.82380909001,108.1631432910324,UK,35,hybrid,True,pfizer
0,98.0,126.0,155.0,166.0,177.0,179.0,0.0,65.0,95.0,101.0,107.0,112.0,0.0,1.0,8.0,12.0,13.0,13.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,56229.0,56229.0,56229.0,56229.0,56229.0,56229.0,14,56229.948612602224,98.53044970618231,France,35,hybrid,True,moderna
0,104.0,167.0,199.0,216.0,222.0,224.0,0.0,61.0,110.0,130.0,137.0,140.0,0.0,0.0,9.0,12.0,13.0,13.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,56126.0,56126.0,56126.0,56126.0,56126.0,56126.0,14,56126.27035124096,104.8721362742127,Japan,35,hybrid,True,pfizer
0,94.0,200.0,392.0,632.0,827.0,945.0,0.0,57.0,162.0,283.0,451.0,554.0,0.0,0.0,9.0,22.0,39.0,50.0,0.0,0.0,4.0,8.0,11.0,14.0,0.0,0.0,0.0,1.0,2.0,2.0,53756.0,53756.0,53756.0,53756.0,53756.0,53756.0,14,53756.2389145486,94.1146905737426,Japan,35,hybrid,True,az
0,99.0,224.0,611.0,1451.0,3278.0,6846.0,0.0,61.0,194.0,507.0,1185.0,2600.0,0.0,1.0,8.0,19.0,47.0,125.0,0.0,0.0,2.0,3.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,44034.73352796568,99.11566787996435,New Zealand,35,hybrid,True,none
0,101.0,140.0,166.0,176.0,179.0,179.0,0.0,75.0,105.0,116.0,120.0,120.0,0.0,1.0,6.0,8.0,8.0,9.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,54131.0,54131.0,54131.0,54131.0,54131.0,54131.0,14,54131.90287961338,101.20947610163493,France,35,hybrid,True,moderna
0,93.0,137.0,180.0,201.0,204.0,211.0,0.0,66.0,99.0,124.0,129.0,131.0,0.0,1.0,6.0,10.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46635.0,46635.0,46635.0,46635.0,46635.0,46635.0,14,46635.20519647347,93.42873512525978,UK,35,hybrid,True,pfizer
0,112.0,248.0,641.0,1588.0,3401.0,6812.0,0.0,72.0,212.0,562.0,1286.0,2749.0,0.0,1.0,8.0,25.0,55.0,122.0,0.0,0.0,2.0,8.0,15.0,28.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,45027.637225132574,112.99820551245526,New Zealand,35,hybrid,True,none
0,101.0,266.0,787.0,1961.0,4451.0,9009.0,0.0,67.0,241.0,688.0,1646.0,3613.0,0.0,2.0,12.0,29.0,71.0,169.0,0.0,0.0,5.0,10.0,23.0,49.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14,60921.505009943576,101.97795063489708,New Zealand,35,hybrid,True,none
0,90.0,236.0,638.0,1637.0,3597.0,7324.0,0.0,56.0,207.0,559.0,1389.0,2931.0,0.0,0.0,8.0,17.0,46.0,125.0,0.0,0.0,2.0,5.0,11.0,36.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49797.43705198342,90.15275602075081,New Zealand,35,hybrid,True,none
0,101.0,144.0,177.0,188.0,196.0,196.0,0.0,64.0,90.0,105.0,109.0,111.0,0.0,3.0,6.0,6.0,6.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51986.0,51986.0,51986.0,51986.0,51986.0,51986.0,14,51986.65725029718,101.5144200157118,New Zealand,35,hybrid,True,moderna
0,105.0,259.0,776.0,1911.0,4247.0,8794.0,0.0,69.0,244.0,670.0,1532.0,3453.0,0.0,1.0,9.0,25.0,71.0,168.0,0.0,0.0,2.0,5.0,16.0,37.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,54832.77911316148,105.9182701365251,New Zealand,35,hybrid,True,none
0,88.0,200.0,379.0,623.0,801.0,956.0,0.0,67.0,178.0,291.0,451.0,565.0,0.0,0.0,7.0,17.0,37.0,55.0,0.0,0.0,1.0,5.0,11.0,20.0,0.0,0.0,0.0,0.0,2.0,4.0,40510.0,40510.0,40510.0,40510.0,40510.0,40510.0,14,40510.18270428457,88.02294696376772,Japan,35,hybrid,True,az
0,108.0,230.0,467.0,699.0,892.0,1057.0,0.0,63.0,179.0,339.0,477.0,579.0,0.0,1.0,7.0,21.0,29.0,41.0,0.0,1.0,4.0,8.0,13.0,17.0,0.0,0.0,0.0,1.0,1.0,2.0,45274.0,45274.0,45274.0,45274.0,45274.0,45274.0,14,45274.36685286083,108.14388134338091,UK,35,hybrid,True,az
