,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
3,107.0,241.0,636.0,1493.0,3429.0,7395.0,0.0,62.0,200.0,523.0,1258.0,2862.0,0.0,0.0,8.0,18.0,57.0,133.0,0.0,0.0,1.0,5.0,16.0,40.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49230.65585916534,107.56248707661636,UK,none,35,hybrid,True
4,107.0,294.0,744.0,1797.0,4322.0,9287.0,0.0,59.0,252.0,603.0,1542.0,3547.0,0.0,0.0,6.0,22.0,72.0,181.0,0.0,0.0,1.0,1.0,16.0,47.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49230.65585916534,107.56248707661636,UK,none,35,hybrid,True
5,107.0,295.0,762.0,1819.0,4104.0,8628.0,0.0,69.0,243.0,637.0,1537.0,3384.0,0.0,0.0,7.0,24.0,69.0,172.0,0.0,0.0,1.0,6.0,14.0,38.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49230.65585916534,107.56248707661636,UK,none,35,hybrid,True
6,107.0,230.0,550.0,1233.0,2665.0,5615.0,0.0,72.0,196.0,464.0,1034.0,2224.0,0.0,0.0,7.0,22.0,51.0,100.0,0.0,0.0,1.0,4.0,18.0,26.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49230.65585916534,107.56248707661636,UK,none,35,hybrid,True
7,107.0,250.0,583.0,1339.0,2998.0,6194.0,0.0,66.0,203.0,501.0,1127.0,2431.0,0.0,0.0,8.0,21.0,59.0,146.0,0.0,0.0,2.0,3.0,15.0,39.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49230.65585916534,107.56248707661636,UK,none,35,hybrid,True
8,107.0,223.0,634.0,1554.0,3455.0,7187.0,0.0,66.0,191.0,554.0,1305.0,2870.0,0.0,0.0,4.0,15.0,42.0,119.0,0.0,0.0,0.0,3.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49230.65585916534,107.56248707661636,UK,none,35,hybrid,True
9,107.0,239.0,648.0,1516.0,3334.0,7126.0,0.0,60.0,202.0,547.0,1249.0,2743.0,0.0,0.0,9.0,26.0,58.0,133.0,0.0,0.0,1.0,8.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49230.65585916534,107.56248707661636,UK,none,35,hybrid,True
0,99.0,252.0,671.0,1601.0,3649.0,7616.0,0.0,55.0,223.0,557.0,1335.0,2982.0,0.0,1.0,9.0,27.0,72.0,141.0,0.0,0.0,2.0,4.0,19.0,33.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
1,99.0,230.0,619.0,1581.0,3704.0,8123.0,0.0,69.0,199.0,558.0,1377.0,3071.0,0.0,3.0,6.0,19.0,67.0,136.0,0.0,1.0,2.0,5.0,16.0,40.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
2,99.0,228.0,654.0,1638.0,3860.0,8443.0,0.0,71.0,217.0,568.0,1375.0,3189.0,0.0,2.0,8.0,21.0,52.0,156.0,0.0,1.0,3.0,7.0,18.0,46.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
3,99.0,212.0,477.0,1037.0,2236.0,4889.0,0.0,61.0,166.0,392.0,838.0,1848.0,0.0,1.0,5.0,19.0,45.0,86.0,0.0,0.0,2.0,4.0,17.0,26.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
4,99.0,209.0,527.0,1257.0,2928.0,6508.0,0.0,65.0,175.0,463.0,1077.0,2468.0,0.0,1.0,9.0,21.0,50.0,116.0,0.0,1.0,4.0,7.0,15.0,31.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
5,99.0,246.0,645.0,1446.0,3254.0,7026.0,0.0,64.0,213.0,520.0,1188.0,2716.0,0.0,2.0,13.0,25.0,56.0,121.0,0.0,1.0,3.0,7.0,11.0,30.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
6,99.0,251.0,747.0,1895.0,4369.0,9394.0,0.0,66.0,233.0,657.0,1634.0,3671.0,0.0,0.0,8.0,20.0,63.0,173.0,0.0,0.0,1.0,3.0,14.0,46.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
7,99.0,241.0,639.0,1526.0,3546.0,7738.0,0.0,58.0,210.0,530.0,1265.0,2958.0,0.0,0.0,11.0,29.0,63.0,136.0,0.0,0.0,1.0,8.0,16.0,31.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
8,99.0,292.0,724.0,1487.0,3156.0,6638.0,0.0,69.0,245.0,583.0,1234.0,2559.0,0.0,1.0,8.0,21.0,47.0,107.0,0.0,0.0,0.0,5.0,11.0,30.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
9,99.0,268.0,706.0,1754.0,3912.0,8235.0,0.0,61.0,230.0,652.0,1496.0,3209.0,0.0,1.0,7.0,26.0,74.0,174.0,0.0,0.0,3.0,10.0,23.0,52.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51468.10841534306,99.3043055583455,UK,none,35,hybrid,True
