,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
3,104.0,151.0,190.0,204.0,211.0,212.0,0.0,61.0,94.0,108.0,118.0,120.0,0.0,1.0,6.0,9.0,11.0,11.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
4,104.0,140.0,171.0,186.0,191.0,191.0,0.0,65.0,97.0,113.0,121.0,124.0,0.0,1.0,6.0,7.0,7.0,7.0,0.0,0.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
5,104.0,142.0,170.0,181.0,183.0,187.0,0.0,57.0,91.0,102.0,107.0,109.0,0.0,0.0,7.0,9.0,10.0,10.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
6,104.0,153.0,203.0,222.0,231.0,231.0,0.0,60.0,100.0,125.0,130.0,133.0,0.0,1.0,6.0,10.0,10.0,10.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
7,104.0,147.0,197.0,216.0,219.0,221.0,0.0,57.0,92.0,113.0,122.0,123.0,0.0,1.0,5.0,7.0,8.0,9.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
8,104.0,149.0,186.0,205.0,211.0,213.0,0.0,57.0,99.0,111.0,121.0,124.0,0.0,2.0,11.0,12.0,12.0,13.0,0.0,1.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
9,104.0,173.0,227.0,256.0,264.0,264.0,0.0,65.0,116.0,142.0,149.0,153.0,0.0,3.0,10.0,14.0,17.0,18.0,0.0,0.0,5.0,9.0,9.0,9.0,0.0,0.0,0.0,2.0,5.0,6.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
0,95.0,139.0,173.0,189.0,206.0,211.0,0.0,57.0,90.0,104.0,119.0,124.0,0.0,0.0,6.0,6.0,7.0,8.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
1,95.0,133.0,167.0,182.0,194.0,196.0,0.0,51.0,85.0,100.0,105.0,111.0,0.0,0.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
2,95.0,122.0,168.0,180.0,187.0,187.0,0.0,57.0,99.0,115.0,119.0,121.0,0.0,0.0,6.0,7.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
3,95.0,138.0,176.0,191.0,197.0,197.0,0.0,63.0,98.0,116.0,126.0,129.0,0.0,0.0,3.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
4,95.0,135.0,173.0,189.0,195.0,198.0,0.0,54.0,88.0,116.0,121.0,122.0,0.0,0.0,8.0,9.0,9.0,10.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
5,95.0,136.0,183.0,206.0,216.0,219.0,0.0,57.0,94.0,124.0,136.0,142.0,0.0,3.0,6.0,10.0,13.0,14.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
6,95.0,135.0,162.0,185.0,195.0,202.0,0.0,61.0,88.0,103.0,111.0,115.0,0.0,1.0,7.0,11.0,11.0,11.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
7,95.0,146.0,198.0,229.0,237.0,240.0,0.0,49.0,91.0,114.0,127.0,130.0,0.0,0.0,4.0,8.0,11.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
8,95.0,147.0,175.0,183.0,186.0,188.0,0.0,56.0,93.0,107.0,111.0,112.0,0.0,1.0,6.0,6.0,6.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
9,95.0,145.0,201.0,221.0,229.0,234.0,0.0,59.0,94.0,127.0,137.0,141.0,0.0,1.0,3.0,6.0,7.0,8.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,49031.0,49031.0,49031.0,49031.0,49031.0,49031.0,14,49031.51224259136,95.95126338560019,UK,moderna,35,hybrid,True
0,106.0,153.0,186.0,202.0,206.0,208.0,0.0,67.0,106.0,117.0,122.0,125.0,0.0,0.0,7.0,8.0,9.0,10.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
1,106.0,139.0,188.0,205.0,210.0,211.0,0.0,68.0,101.0,131.0,139.0,141.0,0.0,1.0,7.0,11.0,12.0,13.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
2,106.0,145.0,176.0,190.0,196.0,197.0,0.0,52.0,87.0,104.0,108.0,114.0,0.0,0.0,4.0,9.0,9.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
3,106.0,140.0,188.0,211.0,216.0,216.0,0.0,66.0,95.0,118.0,123.0,124.0,0.0,0.0,4.0,6.0,7.0,7.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
4,106.0,151.0,183.0,205.0,211.0,212.0,0.0,56.0,91.0,107.0,119.0,121.0,0.0,0.0,5.0,9.0,10.0,10.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
5,106.0,150.0,189.0,202.0,202.0,202.0,0.0,73.0,112.0,131.0,136.0,136.0,0.0,1.0,5.0,7.0,7.0,8.0,0.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
6,106.0,160.0,206.0,222.0,227.0,227.0,0.0,63.0,111.0,135.0,143.0,146.0,0.0,3.0,7.0,10.0,15.0,15.0,0.0,1.0,2.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
7,106.0,137.0,171.0,183.0,186.0,186.0,0.0,72.0,103.0,117.0,122.0,123.0,0.0,1.0,4.0,8.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
8,106.0,153.0,197.0,212.0,214.0,216.0,0.0,69.0,101.0,118.0,122.0,122.0,0.0,1.0,7.0,13.0,14.0,14.0,0.0,0.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
9,106.0,138.0,181.0,191.0,194.0,194.0,0.0,54.0,89.0,107.0,108.0,109.0,0.0,1.0,6.0,9.0,10.0,10.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,49508.0,49508.0,49508.0,49508.0,49508.0,49508.0,14,49508.47710196578,106.23495255850402,UK,pfizer,35,hybrid,True
0,102.0,149.0,183.0,207.0,214.0,214.0,0.0,58.0,91.0,106.0,117.0,118.0,0.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,39747.0,49657.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
1,102.0,140.0,178.0,198.0,200.0,201.0,0.0,66.0,89.0,107.0,112.0,113.0,0.0,3.0,8.0,9.0,11.0,12.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,39629.0,49657.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
2,102.0,143.0,176.0,181.0,183.0,183.0,0.0,62.0,102.0,112.0,114.0,115.0,0.0,2.0,8.0,9.0,13.0,13.0,0.0,1.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,39742.0,49657.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
3,102.0,124.0,151.0,159.0,165.0,168.0,0.0,59.0,88.0,99.0,106.0,106.0,0.0,0.0,8.0,10.0,10.0,10.0,0.0,0.0,3.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,3.0,39530.0,49656.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
4,102.0,125.0,154.0,161.0,164.0,164.0,0.0,67.0,96.0,105.0,111.0,113.0,0.0,1.0,3.0,7.0,9.0,9.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,39708.0,49656.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
5,102.0,143.0,176.0,188.0,194.0,196.0,0.0,65.0,91.0,103.0,112.0,114.0,0.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,39702.0,49656.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
6,102.0,135.0,166.0,180.0,185.0,186.0,0.0,65.0,94.0,111.0,118.0,120.0,0.0,2.0,6.0,8.0,10.0,11.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,39658.0,49657.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
7,102.0,131.0,148.0,157.0,166.0,167.0,0.0,51.0,74.0,86.0,90.0,94.0,0.0,2.0,9.0,13.0,14.0,15.0,0.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,39942.0,49657.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
8,102.0,118.0,134.0,139.0,143.0,143.0,0.0,61.0,81.0,85.0,89.0,90.0,0.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,39731.0,49657.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
9,102.0,149.0,193.0,213.0,216.0,216.0,0.0,64.0,111.0,134.0,139.0,140.0,0.0,1.0,11.0,14.0,14.0,14.0,0.0,0.0,6.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,39753.0,49657.0,49657.0,49657.0,49657.0,49657.0,14,49657.80621053397,102.38624127384784,France,moderna,35,hybrid,True
0,98.0,137.0,179.0,207.0,219.0,221.0,0.0,65.0,103.0,124.0,132.0,137.0,0.0,1.0,6.0,6.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
1,98.0,123.0,154.0,165.0,170.0,170.0,0.0,54.0,80.0,93.0,99.0,101.0,0.0,0.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
2,98.0,130.0,171.0,181.0,186.0,186.0,0.0,52.0,77.0,90.0,97.0,98.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
3,98.0,138.0,190.0,209.0,211.0,211.0,0.0,59.0,96.0,114.0,123.0,123.0,0.0,0.0,6.0,9.0,9.0,9.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
4,98.0,134.0,159.0,166.0,170.0,171.0,0.0,47.0,71.0,87.0,93.0,94.0,0.0,1.0,2.0,5.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
5,98.0,141.0,172.0,188.0,189.0,190.0,0.0,59.0,100.0,112.0,118.0,118.0,0.0,0.0,4.0,7.0,9.0,9.0,0.0,0.0,2.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
6,98.0,152.0,191.0,203.0,209.0,209.0,0.0,56.0,103.0,123.0,130.0,130.0,0.0,3.0,6.0,8.0,10.0,10.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
7,98.0,141.0,182.0,200.0,205.0,207.0,0.0,71.0,110.0,133.0,141.0,143.0,0.0,1.0,6.0,11.0,12.0,12.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
8,98.0,138.0,181.0,191.0,196.0,197.0,0.0,63.0,96.0,111.0,114.0,115.0,0.0,1.0,7.0,9.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
9,98.0,145.0,183.0,197.0,199.0,200.0,0.0,58.0,98.0,115.0,118.0,119.0,0.0,0.0,4.0,7.0,11.0,11.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,49515.0,49515.0,49515.0,49515.0,49515.0,49515.0,14,49515.074139010634,98.31632724364168,UK,pfizer,35,hybrid,True
0,101.0,132.0,156.0,166.0,167.0,167.0,0.0,58.0,86.0,99.0,103.0,104.0,0.0,1.0,6.0,9.0,9.0,9.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
1,101.0,124.0,158.0,169.0,173.0,174.0,0.0,57.0,79.0,96.0,101.0,102.0,0.0,0.0,8.0,10.0,10.0,10.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
2,101.0,117.0,149.0,167.0,169.0,170.0,0.0,48.0,79.0,98.0,103.0,104.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
3,101.0,139.0,181.0,196.0,200.0,200.0,0.0,66.0,104.0,119.0,126.0,130.0,0.0,1.0,9.0,14.0,14.0,14.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
4,101.0,145.0,177.0,202.0,214.0,218.0,0.0,68.0,103.0,117.0,128.0,132.0,0.0,2.0,7.0,11.0,12.0,12.0,0.0,1.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
5,101.0,144.0,179.0,200.0,204.0,204.0,0.0,62.0,104.0,126.0,133.0,135.0,0.0,0.0,9.0,14.0,16.0,16.0,0.0,0.0,5.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
6,101.0,144.0,174.0,181.0,184.0,185.0,0.0,62.0,91.0,105.0,108.0,109.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,4.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
7,101.0,150.0,201.0,219.0,227.0,228.0,0.0,61.0,101.0,120.0,128.0,130.0,0.0,3.0,8.0,11.0,12.0,12.0,0.0,0.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
8,101.0,138.0,177.0,191.0,198.0,201.0,0.0,68.0,96.0,105.0,112.0,115.0,0.0,0.0,6.0,8.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
9,101.0,150.0,183.0,200.0,205.0,206.0,0.0,71.0,109.0,125.0,135.0,138.0,0.0,5.0,9.0,12.0,12.0,12.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,49116.0,49116.0,49116.0,49116.0,49116.0,49116.0,14,49116.005908912455,101.3585461956654,UK,pfizer,35,hybrid,True
0,102.0,138.0,159.0,165.0,172.0,173.0,0.0,64.0,95.0,104.0,106.0,108.0,0.0,1.0,8.0,11.0,12.0,12.0,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
1,102.0,143.0,172.0,185.0,186.0,186.0,0.0,68.0,102.0,115.0,121.0,122.0,0.0,0.0,7.0,11.0,11.0,12.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
2,102.0,151.0,202.0,220.0,222.0,222.0,0.0,66.0,106.0,126.0,132.0,132.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
3,102.0,142.0,182.0,193.0,193.0,193.0,0.0,58.0,90.0,110.0,115.0,115.0,0.0,2.0,8.0,9.0,10.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
4,102.0,134.0,175.0,191.0,196.0,199.0,0.0,60.0,98.0,117.0,122.0,125.0,0.0,0.0,3.0,7.0,8.0,8.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
5,102.0,132.0,162.0,178.0,182.0,182.0,0.0,68.0,93.0,107.0,116.0,117.0,0.0,1.0,6.0,7.0,7.0,8.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
6,102.0,147.0,183.0,203.0,208.0,209.0,0.0,71.0,101.0,119.0,125.0,126.0,0.0,0.0,5.0,8.0,9.0,11.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
7,102.0,138.0,178.0,197.0,203.0,203.0,0.0,70.0,103.0,119.0,124.0,126.0,0.0,3.0,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
8,102.0,148.0,190.0,202.0,206.0,207.0,0.0,66.0,102.0,116.0,119.0,120.0,0.0,2.0,6.0,11.0,14.0,14.0,0.0,1.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
9,102.0,139.0,172.0,184.0,186.0,187.0,0.0,55.0,87.0,104.0,106.0,106.0,0.0,1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,49219.0,49219.0,49219.0,49219.0,49219.0,49219.0,14,49219.16136023208,102.307044651712,UK,pfizer,35,hybrid,True
0,96.0,145.0,187.0,204.0,217.0,220.0,0.0,56.0,88.0,114.0,123.0,129.0,0.0,1.0,6.0,11.0,12.0,12.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
1,96.0,140.0,179.0,193.0,197.0,197.0,0.0,61.0,90.0,113.0,119.0,121.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
2,96.0,131.0,167.0,190.0,200.0,202.0,0.0,65.0,98.0,122.0,133.0,136.0,0.0,2.0,4.0,7.0,9.0,9.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
3,96.0,139.0,172.0,186.0,189.0,189.0,0.0,57.0,91.0,108.0,113.0,113.0,0.0,2.0,5.0,9.0,10.0,11.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
4,96.0,130.0,158.0,167.0,172.0,173.0,0.0,61.0,93.0,106.0,111.0,112.0,0.0,1.0,5.0,5.0,7.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
5,96.0,126.0,152.0,173.0,180.0,180.0,0.0,62.0,86.0,100.0,110.0,113.0,0.0,1.0,10.0,11.0,11.0,11.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
