,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,n_days,pop_type,use_waning,interventions
0,95.0,141.0,200.0,219.0,228.0,228.0,0.0,49.0,92.0,116.0,125.0,127.0,0.0,0.0,8.0,8.0,11.0,13.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,48638.0,48638.0,48638.0,48638.0,48638.0,48638.0,14,48638.35481998377,95.49187135037128,UK,35,hybrid,True,pfizer
0,105.0,248.0,571.0,1324.0,2817.0,5934.0,0.0,71.0,204.0,469.0,1062.0,2290.0,0.0,1.0,6.0,13.0,37.0,101.0,0.0,1.0,4.0,6.0,19.0,32.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,48743.12231618935,105.03512236825648,New Zealand,35,hybrid,True,none
0,102.0,202.0,351.0,584.0,761.0,860.0,0.0,74.0,163.0,283.0,420.0,518.0,0.0,0.0,8.0,17.0,30.0,43.0,0.0,0.0,4.0,5.0,9.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,50118.0,50118.0,50118.0,50118.0,50118.0,50118.0,14,50118.959399707936,102.56964112842452,Japan,35,hybrid,True,az
0,95.0,121.0,156.0,175.0,181.0,181.0,0.0,56.0,91.0,109.0,114.0,116.0,0.0,0.0,4.0,7.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,50786.0,50786.0,50786.0,50786.0,50786.0,50786.0,14,50786.1338489703,95.69382069335413,UK,35,hybrid,True,pfizer
0,103.0,224.0,615.0,1444.0,3317.0,7071.0,0.0,56.0,200.0,514.0,1196.0,2719.0,0.0,1.0,4.0,19.0,45.0,121.0,0.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51461.43133526402,103.76848696845191,New Zealand,35,hybrid,True,none
0,99.0,137.0,182.0,199.0,202.0,202.0,0.0,53.0,94.0,113.0,120.0,123.0,0.0,1.0,6.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49988.0,49988.0,49988.0,49988.0,49988.0,49988.0,14,49988.19171147669,99.70719749417584,UK,35,hybrid,True,pfizer
0,102.0,134.0,153.0,161.0,163.0,163.0,0.0,68.0,95.0,103.0,107.0,107.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,51428.0,51428.0,51428.0,51428.0,51428.0,51428.0,14,51428.95662459457,102.81998572988779,France,35,hybrid,True,moderna
0,102.0,325.0,925.0,2206.0,4818.0,9968.0,0.0,70.0,296.0,764.0,1830.0,3969.0,0.0,0.0,10.0,27.0,73.0,180.0,0.0,0.0,3.0,6.0,22.0,57.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49731.58517780429,102.22242993774904,UK,35,hybrid,True,none
0,95.0,137.0,175.0,198.0,212.0,215.0,0.0,53.0,89.0,111.0,118.0,123.0,0.0,2.0,6.0,9.0,9.0,10.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,48079.0,48079.0,48079.0,48079.0,48079.0,48079.0,14,48079.68209324444,95.76150477821136,France,35,hybrid,True,moderna
0,104.0,140.0,171.0,192.0,204.0,206.0,0.0,55.0,88.0,105.0,113.0,117.0,0.0,0.0,6.0,7.0,11.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50301.0,50301.0,50301.0,50301.0,50301.0,50301.0,14,50301.74962241448,104.53947626070472,UK,35,hybrid,True,pfizer
0,94.0,138.0,171.0,179.0,190.0,190.0,0.0,63.0,98.0,110.0,112.0,115.0,0.0,0.0,4.0,6.0,6.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50235.0,50235.0,50235.0,50235.0,50235.0,50235.0,14,50235.5621621445,94.56174362316841,New Zealand,35,hybrid,True,moderna
0,100.0,271.0,708.0,1596.0,3471.0,7162.0,0.0,69.0,224.0,613.0,1339.0,2866.0,0.0,0.0,7.0,24.0,55.0,127.0,0.0,0.0,0.0,2.0,10.0,33.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50206.04151201924,100.61364396398822,New Zealand,35,hybrid,True,none
0,88.0,159.0,277.0,405.0,536.0,627.0,0.0,54.0,117.0,189.0,266.0,335.0,0.0,0.0,5.0,10.0,22.0,32.0,0.0,0.0,3.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,3.0,4.0,49083.0,49083.0,49083.0,49083.0,49083.0,49083.0,14,49083.61808128546,88.10646908858249,Japan,35,hybrid,True,az
0,100.0,203.0,395.0,607.0,794.0,910.0,0.0,71.0,150.0,275.0,401.0,495.0,0.0,0.0,5.0,9.0,26.0,34.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,49238.0,49238.0,49238.0,49238.0,49238.0,49238.0,14,49238.51290943452,100.6786839571366,UK,35,hybrid,True,az
0,101.0,201.0,428.0,689.0,910.0,1064.0,0.0,63.0,168.0,322.0,522.0,623.0,0.0,2.0,12.0,18.0,37.0,47.0,0.0,1.0,6.0,10.0,16.0,23.0,0.0,0.0,0.0,2.0,3.0,8.0,48955.0,48955.0,48955.0,48955.0,48955.0,48955.0,14,48955.78635333938,101.00793971064542,Japan,35,hybrid,True,az
0,111.0,149.0,188.0,206.0,219.0,221.0,0.0,66.0,104.0,125.0,131.0,138.0,0.0,0.0,3.0,5.0,7.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,51215.0,51215.0,51215.0,51215.0,51215.0,51215.0,14,51215.58055037818,111.91220866588321,UK,35,hybrid,True,pfizer
0,99.0,138.0,180.0,197.0,206.0,209.0,0.0,60.0,100.0,120.0,125.0,130.0,0.0,3.0,9.0,12.0,13.0,14.0,0.0,1.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,49438.0,49438.0,49438.0,49438.0,49438.0,49438.0,14,49438.61674696404,99.02042938614935,UK,35,hybrid,True,moderna
0,94.0,181.0,350.0,559.0,756.0,906.0,0.0,64.0,151.0,247.0,403.0,514.0,0.0,3.0,10.0,18.0,30.0,56.0,0.0,0.0,0.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,47281.0,47281.0,47281.0,47281.0,47281.0,47281.0,14,47281.68724558683,94.66115999491883,Japan,35,hybrid,True,az
0,95.0,185.0,367.0,596.0,761.0,897.0,0.0,62.0,146.0,268.0,401.0,496.0,0.0,3.0,12.0,20.0,35.0,40.0,0.0,0.0,3.0,3.0,8.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,50653.0,50653.0,50653.0,50653.0,50653.0,50653.0,14,50653.379242554365,95.39109188736967,Japan,35,hybrid,True,az
