,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,n_days,pop_type,use_waning,interventions
0,102.0,259.0,691.0,1536.0,3305.0,6758.0,0.0,66.0,218.0,559.0,1210.0,2581.0,0.0,1.0,8.0,32.0,60.0,125.0,0.0,1.0,2.0,8.0,15.0,30.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50881.13088697967,102.24995798405293,New Zealand,35,hybrid,True,none
0,100.0,144.0,188.0,209.0,219.0,221.0,0.0,55.0,106.0,123.0,139.0,141.0,0.0,1.0,6.0,11.0,13.0,14.0,0.0,0.0,2.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,4.0,49077.0,49077.0,49077.0,49077.0,49077.0,49077.0,14,49077.30005820283,100.81153263281914,UK,35,hybrid,True,moderna
0,99.0,155.0,213.0,254.0,277.0,287.0,0.0,67.0,114.0,142.0,165.0,179.0,0.0,0.0,4.0,6.0,9.0,10.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49242.0,49242.0,49242.0,49242.0,49242.0,49242.0,14,49242.375494172826,99.10236469833505,France,35,hybrid,True,moderna
0,101.0,221.0,404.0,626.0,820.0,930.0,0.0,58.0,169.0,306.0,430.0,529.0,0.0,1.0,10.0,23.0,37.0,52.0,0.0,0.0,2.0,7.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,50743.0,50743.0,50743.0,50743.0,50743.0,50743.0,14,50743.987990758294,101.10647114022173,Japan,35,hybrid,True,az
0,97.0,138.0,181.0,202.0,206.0,211.0,0.0,66.0,105.0,119.0,128.0,129.0,0.0,3.0,7.0,9.0,9.0,11.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,50224.0,50224.0,50224.0,50224.0,50224.0,50224.0,14,50224.5359839318,97.26769678632496,New Zealand,35,hybrid,True,moderna
0,96.0,194.0,504.0,1270.0,2844.0,6046.0,0.0,57.0,170.0,423.0,1084.0,2356.0,0.0,0.0,5.0,21.0,52.0,117.0,0.0,0.0,3.0,8.0,17.0,31.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49400.345921701184,96.33322592831294,New Zealand,35,hybrid,True,none
0,91.0,128.0,166.0,189.0,198.0,199.0,0.0,55.0,90.0,103.0,107.0,112.0,0.0,0.0,4.0,9.0,10.0,10.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,51382.0,51382.0,51382.0,51382.0,51382.0,51382.0,14,51382.09294370846,91.79405018445772,UK,35,hybrid,True,pfizer
0,99.0,144.0,178.0,197.0,205.0,206.0,0.0,61.0,96.0,119.0,122.0,125.0,0.0,2.0,6.0,11.0,13.0,13.0,0.0,1.0,5.0,7.0,9.0,9.0,0.0,0.0,0.0,4.0,7.0,7.0,50711.0,50711.0,50711.0,50711.0,50711.0,50711.0,14,50711.73472054006,99.9848680391938,France,35,hybrid,True,moderna
0,98.0,173.0,309.0,480.0,620.0,698.0,0.0,57.0,132.0,220.0,318.0,404.0,0.0,3.0,9.0,18.0,28.0,33.0,0.0,1.0,5.0,6.0,8.0,10.0,0.0,0.0,1.0,1.0,3.0,6.0,50149.0,50149.0,50149.0,50149.0,50149.0,50149.0,14,50149.19010125935,98.95110891383307,Japan,35,hybrid,True,az
0,104.0,211.0,363.0,546.0,711.0,816.0,0.0,71.0,168.0,267.0,386.0,478.0,0.0,2.0,13.0,21.0,26.0,35.0,0.0,1.0,2.0,9.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,49342.0,49342.0,49342.0,49342.0,49342.0,49342.0,14,49342.72591482745,104.71452768035432,Japan,35,hybrid,True,az
