,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,interventions,pop_size,pop_infected,location,n_days,pop_type,use_waning
6,99.0,250.0,736.0,1845.0,4299.0,9275.0,0.0,73.0,233.0,633.0,1562.0,3599.0,0.0,1.0,9.0,31.0,68.0,163.0,0.0,0.0,0.0,9.0,21.0,44.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49681.71109471098,99.91601731894005,UK,35,hybrid,True
7,99.0,220.0,591.0,1417.0,3293.0,7094.0,0.0,66.0,209.0,502.0,1216.0,2751.0,0.0,0.0,8.0,20.0,60.0,116.0,0.0,0.0,4.0,7.0,17.0,38.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49681.71109471098,99.91601731894005,UK,35,hybrid,True
8,99.0,256.0,731.0,1771.0,4066.0,8523.0,0.0,66.0,240.0,648.0,1509.0,3375.0,0.0,1.0,13.0,28.0,75.0,153.0,0.0,0.0,4.0,9.0,24.0,42.0,0.0,0.0,0.0,4.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49681.71109471098,99.91601731894005,UK,35,hybrid,True
9,99.0,221.0,630.0,1572.0,3680.0,7909.0,0.0,66.0,192.0,550.0,1317.0,3060.0,0.0,0.0,4.0,19.0,54.0,134.0,0.0,0.0,1.0,6.0,12.0,32.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49681.71109471098,99.91601731894005,UK,35,hybrid,True
0,93.0,152.0,222.0,255.0,272.0,275.0,0.0,63.0,117.0,148.0,163.0,169.0,0.0,0.0,6.0,8.0,12.0,12.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
1,93.0,126.0,158.0,171.0,176.0,178.0,0.0,54.0,75.0,86.0,88.0,89.0,0.0,3.0,7.0,10.0,14.0,14.0,0.0,2.0,3.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
2,93.0,129.0,160.0,173.0,180.0,183.0,0.0,65.0,97.0,113.0,121.0,125.0,0.0,1.0,7.0,8.0,8.0,8.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
3,93.0,143.0,175.0,182.0,183.0,183.0,0.0,58.0,94.0,110.0,111.0,112.0,0.0,1.0,8.0,13.0,13.0,13.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
4,93.0,134.0,145.0,149.0,154.0,154.0,0.0,55.0,88.0,91.0,94.0,95.0,0.0,1.0,5.0,6.0,7.0,7.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
5,93.0,119.0,138.0,146.0,154.0,159.0,0.0,51.0,80.0,85.0,90.0,93.0,0.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
6,93.0,131.0,169.0,177.0,183.0,183.0,0.0,49.0,94.0,109.0,113.0,113.0,0.0,0.0,3.0,5.0,7.0,8.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
7,93.0,135.0,184.0,202.0,211.0,211.0,0.0,59.0,91.0,116.0,126.0,126.0,0.0,1.0,9.0,11.0,12.0,12.0,0.0,0.0,3.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
8,93.0,137.0,171.0,184.0,192.0,200.0,0.0,67.0,101.0,113.0,119.0,123.0,0.0,0.0,7.0,9.0,11.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
9,93.0,125.0,168.0,180.0,184.0,188.0,0.0,63.0,99.0,121.0,127.0,127.0,0.0,1.0,4.0,7.0,9.0,10.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,49289.0,49289.0,49289.0,49289.0,49289.0,49289.0,14,moderna,49289.43460395471,93.06089263729783,UK,35,hybrid,True
0,112.0,161.0,221.0,260.0,269.0,272.0,0.0,65.0,119.0,152.0,169.0,171.0,0.0,0.0,4.0,8.0,11.0,13.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,24554.0,49046.0,49250.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
1,112.0,179.0,246.0,275.0,281.0,281.0,0.0,60.0,129.0,161.0,174.0,174.0,0.0,0.0,7.0,9.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24599.0,49067.0,49250.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
2,112.0,166.0,211.0,226.0,228.0,229.0,0.0,69.0,108.0,128.0,133.0,133.0,0.0,1.0,6.0,9.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24669.0,49056.0,49249.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
3,112.0,167.0,206.0,216.0,220.0,220.0,0.0,66.0,117.0,128.0,134.0,137.0,0.0,0.0,9.0,11.0,11.0,11.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,24595.0,49066.0,49251.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
4,112.0,172.0,228.0,257.0,263.0,265.0,0.0,66.0,113.0,139.0,149.0,150.0,0.0,1.0,3.0,4.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24667.0,49057.0,49249.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
5,112.0,174.0,227.0,241.0,245.0,246.0,0.0,65.0,118.0,142.0,147.0,149.0,0.0,3.0,6.0,10.0,10.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24726.0,49032.0,49250.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
6,112.0,168.0,214.0,234.0,240.0,242.0,0.0,62.0,121.0,137.0,149.0,152.0,0.0,2.0,3.0,4.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24603.0,49056.0,49250.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
7,112.0,163.0,222.0,247.0,256.0,257.0,0.0,62.0,106.0,138.0,144.0,147.0,0.0,0.0,1.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24874.0,49050.0,49249.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
8,112.0,171.0,236.0,271.0,275.0,276.0,0.0,69.0,121.0,150.0,164.0,164.0,0.0,0.0,4.0,5.0,7.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24782.0,49038.0,49249.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
9,112.0,171.0,236.0,266.0,274.0,278.0,0.0,65.0,118.0,145.0,164.0,169.0,0.0,1.0,7.0,12.0,14.0,16.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,24597.0,49076.0,49249.0,49251.0,49251.0,49251.0,14,pfizer,49251.775606550706,112.37251126251856,China,35,hybrid,True
0,99.0,205.0,402.0,617.0,806.0,927.0,0.0,64.0,167.0,290.0,410.0,525.0,0.0,4.0,12.0,20.0,33.0,41.0,0.0,1.0,6.0,8.0,13.0,17.0,0.0,0.0,0.0,1.0,2.0,4.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
1,99.0,194.0,345.0,502.0,616.0,688.0,0.0,72.0,151.0,261.0,363.0,433.0,0.0,2.0,8.0,11.0,16.0,29.0,0.0,0.0,3.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
2,99.0,185.0,341.0,519.0,656.0,757.0,0.0,56.0,139.0,247.0,357.0,444.0,0.0,1.0,6.0,20.0,38.0,44.0,0.0,0.0,1.0,5.0,13.0,14.0,0.0,0.0,0.0,0.0,1.0,5.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
3,99.0,181.0,348.0,521.0,662.0,778.0,0.0,59.0,145.0,247.0,351.0,432.0,0.0,3.0,9.0,17.0,27.0,41.0,0.0,1.0,2.0,6.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
4,99.0,175.0,317.0,456.0,566.0,660.0,0.0,61.0,139.0,235.0,324.0,408.0,0.0,2.0,6.0,15.0,22.0,33.0,0.0,0.0,2.0,5.0,8.0,10.0,0.0,0.0,0.0,1.0,2.0,2.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
5,99.0,210.0,397.0,610.0,779.0,889.0,0.0,61.0,157.0,284.0,411.0,498.0,0.0,0.0,6.0,17.0,32.0,46.0,0.0,0.0,2.0,7.0,13.0,17.0,0.0,0.0,1.0,1.0,1.0,3.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
6,99.0,181.0,319.0,471.0,616.0,722.0,0.0,70.0,148.0,247.0,337.0,419.0,0.0,0.0,7.0,10.0,16.0,27.0,0.0,0.0,3.0,5.0,7.0,13.0,0.0,0.0,0.0,2.0,2.0,2.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
7,99.0,171.0,304.0,460.0,612.0,715.0,0.0,63.0,144.0,224.0,335.0,414.0,0.0,1.0,10.0,22.0,33.0,40.0,0.0,0.0,3.0,8.0,12.0,15.0,0.0,0.0,0.0,1.0,2.0,3.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
8,99.0,180.0,282.0,401.0,486.0,546.0,0.0,63.0,132.0,205.0,267.0,315.0,0.0,3.0,13.0,18.0,27.0,33.0,0.0,1.0,3.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
9,99.0,201.0,321.0,451.0,578.0,674.0,0.0,67.0,160.0,244.0,326.0,399.0,0.0,0.0,8.0,16.0,28.0,40.0,0.0,0.0,2.0,6.0,8.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,49987.0,49987.0,49987.0,49987.0,49987.0,49987.0,14,az,49987.6941745318,99.43411993476239,Japan,35,hybrid,True
0,98.0,150.0,183.0,200.0,205.0,206.0,0.0,69.0,105.0,117.0,125.0,128.0,0.0,4.0,8.0,8.0,10.0,10.0,0.0,3.0,5.0,6.0,7.0,7.0,0.0,0.0,0.0,1.0,3.0,3.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
1,98.0,142.0,178.0,191.0,197.0,197.0,0.0,60.0,99.0,119.0,126.0,128.0,0.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
2,98.0,136.0,181.0,207.0,214.0,215.0,0.0,56.0,94.0,116.0,127.0,130.0,0.0,1.0,5.0,7.0,9.0,9.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
3,98.0,133.0,157.0,167.0,176.0,178.0,0.0,58.0,92.0,99.0,106.0,113.0,0.0,1.0,5.0,6.0,7.0,8.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
4,98.0,130.0,173.0,193.0,198.0,198.0,0.0,62.0,94.0,114.0,119.0,121.0,0.0,2.0,4.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
5,98.0,137.0,162.0,172.0,176.0,177.0,0.0,48.0,82.0,98.0,100.0,102.0,0.0,1.0,6.0,10.0,11.0,11.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
6,98.0,143.0,183.0,202.0,210.0,211.0,0.0,57.0,91.0,111.0,121.0,123.0,0.0,0.0,3.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
7,98.0,137.0,182.0,193.0,198.0,198.0,0.0,54.0,93.0,116.0,120.0,120.0,0.0,1.0,11.0,15.0,16.0,16.0,0.0,0.0,2.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,3.0,4.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
8,98.0,135.0,181.0,199.0,211.0,216.0,0.0,71.0,107.0,129.0,136.0,144.0,0.0,1.0,6.0,8.0,11.0,11.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
9,98.0,139.0,182.0,205.0,213.0,216.0,0.0,60.0,99.0,115.0,123.0,125.0,0.0,0.0,7.0,9.0,12.0,13.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49286.0,49286.0,49286.0,49286.0,49286.0,49286.0,14,moderna,49286.87961631629,98.61114756054837,UK,35,hybrid,True
0,93.0,144.0,192.0,209.0,220.0,224.0,0.0,47.0,91.0,119.0,124.0,133.0,0.0,0.0,1.0,6.0,8.0,10.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,24940.0,49801.0,49999.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
1,93.0,135.0,167.0,183.0,187.0,187.0,0.0,49.0,87.0,103.0,110.0,113.0,0.0,0.0,2.0,4.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,24974.0,49813.0,49999.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
2,93.0,128.0,169.0,189.0,195.0,196.0,0.0,47.0,87.0,106.0,115.0,118.0,0.0,0.0,2.0,5.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25034.0,49793.0,49997.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
3,93.0,144.0,200.0,211.0,214.0,216.0,0.0,54.0,97.0,127.0,130.0,130.0,0.0,3.0,8.0,10.0,10.0,10.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,24981.0,49810.0,49999.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
4,93.0,128.0,169.0,189.0,195.0,197.0,0.0,51.0,85.0,100.0,106.0,108.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25034.0,49826.0,49997.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
5,93.0,143.0,183.0,208.0,210.0,211.0,0.0,57.0,91.0,110.0,122.0,122.0,0.0,0.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25094.0,49804.0,49998.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
6,93.0,144.0,212.0,251.0,258.0,260.0,0.0,48.0,97.0,131.0,145.0,148.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24961.0,49805.0,49997.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
7,93.0,116.0,153.0,169.0,174.0,178.0,0.0,49.0,82.0,95.0,102.0,104.0,0.0,2.0,6.0,7.0,7.0,8.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,25266.0,49806.0,49999.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
8,93.0,136.0,178.0,196.0,202.0,204.0,0.0,45.0,80.0,100.0,104.0,106.0,0.0,0.0,4.0,5.0,7.0,8.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25144.0,49775.0,49998.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
9,93.0,154.0,201.0,227.0,241.0,244.0,0.0,55.0,115.0,140.0,151.0,155.0,0.0,0.0,4.0,8.0,8.0,9.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,24980.0,49819.0,49997.0,49999.0,49999.0,49999.0,14,moderna,49999.6974094165,93.95292329340438,China,35,hybrid,True
0,100.0,211.0,419.0,610.0,774.0,876.0,0.0,65.0,169.0,297.0,421.0,503.0,0.0,0.0,5.0,15.0,25.0,34.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,24133.0,48251.0,48419.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
1,100.0,243.0,463.0,729.0,965.0,1139.0,0.0,62.0,174.0,318.0,474.0,618.0,0.0,0.0,3.0,16.0,26.0,38.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24190.0,48218.0,48421.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
2,100.0,164.0,268.0,388.0,520.0,610.0,0.0,57.0,121.0,184.0,265.0,333.0,0.0,1.0,4.0,7.0,15.0,23.0,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,24245.0,48195.0,48421.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
3,100.0,181.0,353.0,577.0,795.0,950.0,0.0,60.0,149.0,271.0,396.0,515.0,0.0,1.0,3.0,5.0,10.0,25.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,24170.0,48235.0,48419.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
4,100.0,200.0,388.0,575.0,746.0,904.0,0.0,59.0,138.0,259.0,371.0,470.0,0.0,0.0,7.0,12.0,23.0,30.0,0.0,0.0,1.0,3.0,8.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,24233.0,48227.0,48421.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
5,100.0,217.0,378.0,557.0,692.0,826.0,0.0,63.0,162.0,252.0,364.0,446.0,0.0,2.0,5.0,13.0,18.0,24.0,0.0,0.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,24290.0,48225.0,48422.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
6,100.0,192.0,415.0,708.0,954.0,1146.0,0.0,59.0,147.0,298.0,473.0,601.0,0.0,1.0,3.0,10.0,23.0,29.0,0.0,0.0,1.0,3.0,6.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,24201.0,48224.0,48420.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
7,100.0,195.0,362.0,567.0,743.0,866.0,0.0,69.0,156.0,274.0,398.0,481.0,0.0,0.0,3.0,10.0,22.0,28.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,24464.0,48220.0,48420.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
8,100.0,173.0,339.0,555.0,764.0,905.0,0.0,62.0,132.0,241.0,352.0,469.0,0.0,0.0,4.0,7.0,14.0,21.0,0.0,0.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,24353.0,48213.0,48422.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
9,100.0,198.0,399.0,668.0,945.0,1106.0,0.0,66.0,167.0,311.0,481.0,626.0,0.0,0.0,9.0,15.0,34.0,41.0,0.0,0.0,4.0,5.0,7.0,9.0,0.0,0.0,0.0,1.0,3.0,4.0,24170.0,48235.0,48422.0,48422.0,48422.0,48422.0,14,az,48422.86012073863,100.31874294289194,China,35,hybrid,True
0,99.0,268.0,791.0,1954.0,4736.0,10334.0,0.0,66.0,255.0,685.0,1678.0,3922.0,0.0,1.0,5.0,21.0,45.0,127.0,0.0,0.0,1.0,4.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
1,99.0,255.0,739.0,1908.0,4590.0,10117.0,0.0,70.0,236.0,648.0,1644.0,3816.0,0.0,0.0,9.0,20.0,71.0,156.0,0.0,0.0,0.0,5.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
2,99.0,265.0,818.0,2269.0,5684.0,12526.0,0.0,66.0,245.0,724.0,1916.0,4657.0,0.0,1.0,7.0,21.0,72.0,181.0,0.0,0.0,2.0,3.0,14.0,28.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
3,99.0,236.0,725.0,1871.0,4529.0,9796.0,0.0,55.0,206.0,582.0,1562.0,3664.0,0.0,1.0,3.0,15.0,54.0,151.0,0.0,0.0,0.0,4.0,15.0,34.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
4,99.0,222.0,607.0,1451.0,3539.0,8212.0,0.0,65.0,188.0,508.0,1244.0,2923.0,0.0,0.0,5.0,21.0,43.0,110.0,0.0,0.0,1.0,3.0,8.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
5,99.0,231.0,617.0,1730.0,4182.0,9329.0,0.0,64.0,198.0,513.0,1407.0,3473.0,0.0,0.0,9.0,22.0,61.0,138.0,0.0,0.0,1.0,3.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
6,99.0,246.0,664.0,1666.0,4104.0,9102.0,0.0,70.0,204.0,568.0,1446.0,3442.0,0.0,3.0,10.0,23.0,44.0,131.0,0.0,0.0,1.0,4.0,11.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
7,99.0,236.0,696.0,1875.0,4519.0,10019.0,0.0,70.0,214.0,626.0,1588.0,3810.0,0.0,0.0,8.0,19.0,62.0,160.0,0.0,0.0,1.0,1.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
8,99.0,198.0,537.0,1317.0,3074.0,6763.0,0.0,65.0,188.0,477.0,1120.0,2549.0,0.0,0.0,4.0,16.0,40.0,99.0,0.0,0.0,2.0,4.0,10.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,49679.6377630344,99.70532598089088,China,35,hybrid,True
