,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,rand_seed,location,interventions,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,id,imbalance
0,76.0,132.0,208.0,286.0,317.0,323.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,34.99359130859375,2.0,20,16,20,ic0_ti0,0.07607002258301065
1,76.0,172.0,487.0,1355.0,3413.0,8081.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.99359130859375,2.0,20,16,20,ic0_ti0,0.07607002258301065
2,76.0,156.0,269.0,350.0,383.0,389.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.04742431640625,2.0,20,16,20,ic0_ti0,0.07607002258301065
3,76.0,152.0,296.0,421.0,469.0,478.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.01144027709961,2.0,20,16,20,ic0_ti0,0.07607002258301065
4,76.0,152.0,270.0,361.0,397.0,409.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.0374641418457,2.0,20,16,20,ic0_ti0,0.07607002258301065
5,76.0,149.0,270.0,340.0,380.0,390.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.09254455566406,2.0,20,16,20,ic0_ti0,0.07607002258301065
6,76.0,159.0,292.0,394.0,429.0,441.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.014949798583984,2.0,20,16,20,ic0_ti0,0.07607002258301065
7,76.0,172.0,285.0,368.0,399.0,408.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.115665435791016,2.0,20,16,20,ic0_ti0,0.07607002258301065
8,76.0,162.0,294.0,379.0,426.0,452.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,34.96286392211914,2.0,20,16,20,ic0_ti0,0.07607002258301065
9,76.0,140.0,225.0,294.0,325.0,337.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.051334381103516,2.0,20,16,20,ic0_ti0,0.07607002258301065
10,76.0,181.0,303.0,406.0,473.0,489.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.09696960449219,2.0,20,16,20,ic0_ti0,0.07607002258301065
11,76.0,164.0,397.0,1000.0,2392.0,5986.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.95155334472656,2.0,20,16,20,ic0_ti0,0.07607002258301065
12,76.0,198.0,580.0,1661.0,4268.0,10260.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.92546081542969,2.0,20,16,20,ic0_ti0,0.07607002258301065
13,76.0,214.0,660.0,1758.0,4500.0,10413.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.960994720458984,2.0,20,16,20,ic0_ti0,0.07607002258301065
14,76.0,216.0,655.0,1728.0,4278.0,10057.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.00789260864258,2.0,20,16,20,ic0_ti0,0.07607002258301065
15,76.0,173.0,524.0,1419.0,3693.0,9180.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.933536529541016,2.0,20,16,20,ic0_ti0,0.07607002258301065
16,76.0,196.0,531.0,1347.0,3408.0,8131.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.037864685058594,2.0,20,16,20,ic0_ti0,0.07607002258301065
17,76.0,214.0,706.0,2156.0,5622.0,12844.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.87479019165039,2.0,20,16,20,ic0_ti0,0.07607002258301065
18,76.0,167.0,435.0,1043.0,2710.0,6518.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.96440124511719,2.0,20,16,20,ic0_ti0,0.07607002258301065
19,76.0,208.0,608.0,1605.0,4031.0,9124.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.01346206665039,2.0,20,16,20,ic0_ti0,0.07607002258301065
0,76.0,137.0,224.0,270.0,295.0,299.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.095359802246094,2.0,20,16,20,ic0_ti1,0.841982269287108
1,76.0,179.0,537.0,1440.0,3797.0,9272.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.095359802246094,2.0,20,16,20,ic0_ti1,0.841982269287108
2,76.0,128.0,212.0,254.0,273.0,286.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.98274612426758,2.0,20,16,20,ic0_ti1,0.841982269287108
3,76.0,140.0,205.0,256.0,266.0,274.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.96065902709961,2.0,20,16,20,ic0_ti1,0.841982269287108
4,76.0,165.0,298.0,371.0,396.0,398.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.96803283691406,2.0,20,16,20,ic0_ti1,0.841982269287108
5,76.0,154.0,272.0,361.0,394.0,403.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,36.035667419433594,2.0,20,16,20,ic0_ti1,0.841982269287108
6,76.0,153.0,260.0,341.0,379.0,389.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.94723129272461,2.0,20,16,20,ic0_ti1,0.841982269287108
7,76.0,172.0,281.0,374.0,406.0,412.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,36.03957748413086,2.0,20,16,20,ic0_ti1,0.841982269287108
8,76.0,178.0,307.0,389.0,425.0,434.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.91436004638672,2.0,20,16,20,ic0_ti1,0.841982269287108
9,76.0,145.0,238.0,301.0,330.0,333.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.981712341308594,2.0,20,16,20,ic0_ti1,0.841982269287108
10,76.0,166.0,301.0,404.0,458.0,474.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,36.02619934082031,2.0,20,16,20,ic0_ti1,0.841982269287108
11,76.0,169.0,460.0,1225.0,2949.0,6922.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.0455207824707,2.0,20,16,20,ic0_ti1,0.841982269287108
12,76.0,183.0,481.0,1265.0,3063.0,7233.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.01029968261719,2.0,20,16,20,ic0_ti1,0.841982269287108
13,76.0,186.0,583.0,1615.0,3988.0,9578.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.037845611572266,2.0,20,16,20,ic0_ti1,0.841982269287108
14,76.0,200.0,670.0,1879.0,4864.0,11560.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.09406661987305,2.0,20,16,20,ic0_ti1,0.841982269287108
15,76.0,196.0,609.0,1559.0,3981.0,9457.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.01704406738281,2.0,20,16,20,ic0_ti1,0.841982269287108
16,76.0,221.0,736.0,1919.0,4662.0,10442.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.11433410644531,2.0,20,16,20,ic0_ti1,0.841982269287108
17,76.0,207.0,568.0,1579.0,4152.0,9718.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.9632453918457,2.0,20,16,20,ic0_ti1,0.841982269287108
18,76.0,172.0,469.0,1116.0,2799.0,6626.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.05361557006836,2.0,20,16,20,ic0_ti1,0.841982269287108
19,76.0,200.0,589.0,1587.0,3958.0,9526.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.10039138793945,2.0,20,16,20,ic0_ti1,0.841982269287108
0,76.0,140.0,241.0,325.0,360.0,373.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.030303955078125,2.0,20,16,20,ic0_ti2,1.8399654388427749
1,76.0,173.0,539.0,1402.0,3433.0,8015.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.030303955078125,2.0,20,16,20,ic0_ti2,1.8399654388427749
2,76.0,141.0,227.0,282.0,318.0,326.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.05636215209961,2.0,20,16,20,ic0_ti2,1.8399654388427749
3,76.0,152.0,217.0,249.0,264.0,267.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,36.996795654296875,2.0,20,16,20,ic0_ti2,1.8399654388427749
4,76.0,149.0,255.0,323.0,355.0,356.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.04830551147461,2.0,20,16,20,ic0_ti2,1.8399654388427749
5,76.0,166.0,285.0,370.0,398.0,409.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.11898422241211,2.0,20,16,20,ic0_ti2,1.8399654388427749
6,76.0,161.0,292.0,377.0,426.0,441.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.00087356567383,2.0,20,16,20,ic0_ti2,1.8399654388427749
7,76.0,171.0,318.0,447.0,499.0,513.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.09416961669922,2.0,20,16,20,ic0_ti2,1.8399654388427749
8,76.0,170.0,319.0,428.0,490.0,511.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,36.95335388183594,2.0,20,16,20,ic0_ti2,1.8399654388427749
9,76.0,130.0,188.0,221.0,243.0,248.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.04201126098633,2.0,20,16,20,ic0_ti2,1.8399654388427749
10,76.0,180.0,324.0,415.0,444.0,460.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.088600158691406,2.0,20,16,20,ic0_ti2,1.8399654388427749
11,76.0,173.0,502.0,1284.0,3310.0,7962.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.99644470214844,2.0,20,16,20,ic0_ti2,1.8399654388427749
12,76.0,181.0,475.0,1171.0,2689.0,6112.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.96293640136719,2.0,20,16,20,ic0_ti2,1.8399654388427749
13,76.0,205.0,640.0,1813.0,4478.0,10377.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.992950439453125,2.0,20,16,20,ic0_ti2,1.8399654388427749
14,76.0,191.0,688.0,1888.0,5039.0,11618.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04346466064453,2.0,20,16,20,ic0_ti2,1.8399654388427749
15,76.0,195.0,604.0,1564.0,3781.0,9078.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.96492385864258,2.0,20,16,20,ic0_ti2,1.8399654388427749
16,76.0,198.0,572.0,1480.0,3547.0,8096.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.07191467285156,2.0,20,16,20,ic0_ti2,1.8399654388427749
17,76.0,204.0,583.0,1646.0,4396.0,10494.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.91207504272461,2.0,20,16,20,ic0_ti2,1.8399654388427749
18,76.0,176.0,506.0,1316.0,3301.0,7593.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.001304626464844,2.0,20,16,20,ic0_ti2,1.8399654388427749
19,76.0,210.0,554.0,1403.0,3333.0,7929.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.05378723144531,2.0,20,16,20,ic0_ti2,1.8399654388427749
0,76.0,137.0,218.0,272.0,291.0,300.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,34.96791076660156,2.0,20,16,20,ic0_ti3,2.6254894256591754
1,76.0,171.0,471.0,1355.0,3391.0,8351.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.96791076660156,2.0,20,16,20,ic0_ti3,2.6254894256591754
2,76.0,145.0,283.0,382.0,423.0,430.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.02041244506836,2.0,20,16,20,ic0_ti3,2.6254894256591754
3,76.0,133.0,233.0,296.0,319.0,327.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.936492919921875,2.0,20,16,20,ic0_ti3,2.6254894256591754
4,76.0,140.0,254.0,327.0,367.0,380.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.00931167602539,2.0,20,16,20,ic0_ti3,2.6254894256591754
5,76.0,168.0,325.0,448.0,509.0,530.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.08607482910156,2.0,20,16,20,ic0_ti3,2.6254894256591754
6,76.0,150.0,268.0,330.0,362.0,372.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.95883560180664,2.0,20,16,20,ic0_ti3,2.6254894256591754
7,76.0,154.0,271.0,340.0,373.0,379.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.04832458496094,2.0,20,16,20,ic0_ti3,2.6254894256591754
8,76.0,162.0,267.0,326.0,354.0,369.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,37.925960540771484,2.0,20,16,20,ic0_ti3,2.6254894256591754
9,76.0,126.0,202.0,251.0,274.0,280.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.004730224609375,2.0,20,16,20,ic0_ti3,2.6254894256591754
10,76.0,184.0,339.0,459.0,526.0,549.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.03419494628906,2.0,20,16,20,ic0_ti3,2.6254894256591754
11,76.0,178.0,496.0,1383.0,3785.0,9117.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.08242416381836,2.0,20,16,20,ic0_ti3,2.6254894256591754
12,76.0,170.0,403.0,1003.0,2368.0,5625.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04929733276367,2.0,20,16,20,ic0_ti3,2.6254894256591754
13,76.0,200.0,576.0,1519.0,3771.0,8886.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.07322692871094,2.0,20,16,20,ic0_ti3,2.6254894256591754
14,76.0,189.0,713.0,2217.0,6041.0,14123.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.1309700012207,2.0,20,16,20,ic0_ti3,2.6254894256591754
15,76.0,179.0,612.0,1594.0,4206.0,9834.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.055850982666016,2.0,20,16,20,ic0_ti3,2.6254894256591754
16,76.0,192.0,506.0,1238.0,3040.0,7275.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.15599060058594,2.0,20,16,20,ic0_ti3,2.6254894256591754
17,76.0,208.0,613.0,1624.0,4235.0,10187.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.000526428222656,2.0,20,16,20,ic0_ti3,2.6254894256591754
18,76.0,182.0,489.0,1329.0,3451.0,8319.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.08595275878906,2.0,20,16,20,ic0_ti3,2.6254894256591754
19,76.0,204.0,541.0,1409.0,3555.0,8447.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.13520431518555,2.0,20,16,20,ic0_ti3,2.6254894256591754
0,76.0,136.0,220.0,269.0,301.0,306.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,34.982940673828125,2.0,20,16,20,ic0_ti4,3.50355682373047
1,76.0,176.0,437.0,1124.0,2868.0,7154.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.982940673828125,2.0,20,16,20,ic0_ti4,3.50355682373047
2,76.0,134.0,210.0,265.0,289.0,302.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.96467590332031,2.0,20,16,20,ic0_ti4,3.50355682373047
3,76.0,154.0,238.0,313.0,349.0,359.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.88018798828125,2.0,20,16,20,ic0_ti4,3.50355682373047
4,76.0,151.0,279.0,353.0,385.0,400.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.96689224243164,2.0,20,16,20,ic0_ti4,3.50355682373047
5,76.0,146.0,293.0,376.0,427.0,446.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.05773162841797,2.0,20,16,20,ic0_ti4,3.50355682373047
6,76.0,153.0,258.0,332.0,356.0,365.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.90937805175781,2.0,20,16,20,ic0_ti4,3.50355682373047
7,76.0,152.0,271.0,354.0,381.0,390.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.99296951293945,2.0,20,16,20,ic0_ti4,3.50355682373047
8,76.0,174.0,292.0,357.0,382.0,388.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.87688446044922,2.0,20,16,20,ic0_ti4,3.50355682373047
9,76.0,134.0,205.0,255.0,268.0,270.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.98323440551758,2.0,20,16,20,ic0_ti4,3.50355682373047
10,76.0,154.0,241.0,288.0,325.0,333.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,38.97218322753906,2.0,20,16,20,ic0_ti4,3.50355682373047
11,76.0,197.0,572.0,1547.0,3980.0,9135.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.058837890625,2.0,20,16,20,ic0_ti4,3.50355682373047
12,76.0,171.0,395.0,948.0,2409.0,5925.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.02494812011719,2.0,20,16,20,ic0_ti4,3.50355682373047
13,76.0,190.0,535.0,1606.0,4212.0,10157.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.0511589050293,2.0,20,16,20,ic0_ti4,3.50355682373047
14,76.0,204.0,683.0,1894.0,4900.0,11014.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.10890197753906,2.0,20,16,20,ic0_ti4,3.50355682373047
15,76.0,183.0,617.0,1663.0,4149.0,9577.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.03169250488281,2.0,20,16,20,ic0_ti4,3.50355682373047
16,76.0,201.0,525.0,1349.0,3380.0,8257.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.12974166870117,2.0,20,16,20,ic0_ti4,3.50355682373047
17,76.0,223.0,684.0,1947.0,4864.0,11291.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.98226547241211,2.0,20,16,20,ic0_ti4,3.50355682373047
18,76.0,156.0,466.0,1146.0,3042.0,7390.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.0688362121582,2.0,20,16,20,ic0_ti4,3.50355682373047
19,76.0,215.0,595.0,1596.0,3881.0,9095.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.112186431884766,2.0,20,16,20,ic0_ti4,3.50355682373047
0,76.0,132.0,197.0,256.0,285.0,295.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,34.982940673828125,2.0,20,16,20,ic0_ti5,4.450855255126953
1,76.0,163.0,461.0,1276.0,3345.0,8095.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.982940673828125,2.0,20,16,20,ic0_ti5,4.450855255126953
2,76.0,139.0,203.0,249.0,265.0,274.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.9470100402832,2.0,20,16,20,ic0_ti5,4.450855255126953
3,76.0,142.0,236.0,297.0,329.0,342.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.85336685180664,2.0,20,16,20,ic0_ti5,4.450855255126953
4,76.0,157.0,250.0,323.0,353.0,361.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.95087814331055,2.0,20,16,20,ic0_ti5,4.450855255126953
5,76.0,156.0,267.0,367.0,405.0,416.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,40.041717529296875,2.0,20,16,20,ic0_ti5,4.450855255126953
6,76.0,144.0,235.0,282.0,294.0,300.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.90892791748047,2.0,20,16,20,ic0_ti5,4.450855255126953
7,76.0,142.0,246.0,303.0,317.0,318.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.96727752685547,2.0,20,16,20,ic0_ti5,4.450855255126953
8,76.0,161.0,254.0,311.0,330.0,335.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.85553741455078,2.0,20,16,20,ic0_ti5,4.450855255126953
9,76.0,130.0,212.0,264.0,286.0,293.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.98357009887695,2.0,20,16,20,ic0_ti5,4.450855255126953
10,76.0,162.0,266.0,330.0,371.0,382.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,39.960121154785156,2.0,20,16,20,ic0_ti5,4.450855255126953
11,76.0,189.0,630.0,1834.0,4618.0,10844.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.98921585083008,2.0,20,16,20,ic0_ti5,4.450855255126953
12,76.0,196.0,535.0,1380.0,3634.0,8712.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.95798873901367,2.0,20,16,20,ic0_ti5,4.450855255126953
13,76.0,193.0,552.0,1461.0,3420.0,8047.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.988006591796875,2.0,20,16,20,ic0_ti5,4.450855255126953
14,76.0,187.0,610.0,1479.0,3580.0,8702.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.03947067260742,2.0,20,16,20,ic0_ti5,4.450855255126953
15,76.0,219.0,653.0,1718.0,4273.0,10026.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.960548400878906,2.0,20,16,20,ic0_ti5,4.450855255126953
16,76.0,216.0,677.0,1791.0,4461.0,10368.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.066585540771484,2.0,20,16,20,ic0_ti5,4.450855255126953
17,76.0,210.0,561.0,1336.0,3247.0,7755.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.91093444824219,2.0,20,16,20,ic0_ti5,4.450855255126953
18,76.0,177.0,540.0,1391.0,3677.0,8908.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.99883270263672,2.0,20,16,20,ic0_ti5,4.450855255126953
19,76.0,237.0,689.0,1928.0,4934.0,11352.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04827117919922,2.0,20,16,20,ic0_ti5,4.450855255126953
0,76.0,136.0,213.0,261.0,286.0,296.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,34.94736862182617,2.0,20,16,20,ic0_ti6,5.431692504882818
1,76.0,172.0,519.0,1442.0,3767.0,9332.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.94736862182617,2.0,20,16,20,ic0_ti6,5.431692504882818
2,76.0,127.0,202.0,238.0,262.0,272.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,41.068599700927734,2.0,20,16,20,ic0_ti6,5.431692504882818
3,76.0,147.0,229.0,272.0,287.0,293.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,40.98291015625,2.0,20,16,20,ic0_ti6,5.431692504882818
4,76.0,138.0,217.0,260.0,278.0,287.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,41.08291244506836,2.0,20,16,20,ic0_ti6,5.431692504882818
5,76.0,150.0,246.0,306.0,339.0,346.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,41.15922546386719,2.0,20,16,20,ic0_ti6,5.431692504882818
6,76.0,146.0,250.0,314.0,345.0,352.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,41.02129364013672,2.0,20,16,20,ic0_ti6,5.431692504882818
7,76.0,158.0,237.0,281.0,289.0,291.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,41.09332275390625,2.0,20,16,20,ic0_ti6,5.431692504882818
8,76.0,152.0,249.0,302.0,336.0,351.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,40.98347854614258,2.0,20,16,20,ic0_ti6,5.431692504882818
9,76.0,135.0,205.0,249.0,267.0,276.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,41.088985443115234,2.0,20,16,20,ic0_ti6,5.431692504882818
10,76.0,175.0,285.0,347.0,382.0,392.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,41.08405303955078,2.0,20,16,20,ic0_ti6,5.431692504882818
11,76.0,164.0,425.0,1035.0,2423.0,5913.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.025360107421875,2.0,20,16,20,ic0_ti6,5.431692504882818
12,76.0,188.0,541.0,1383.0,3460.0,8019.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.98823547363281,2.0,20,16,20,ic0_ti6,5.431692504882818
13,76.0,195.0,637.0,1747.0,4558.0,10639.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.01654052734375,2.0,20,16,20,ic0_ti6,5.431692504882818
14,76.0,197.0,681.0,1903.0,4941.0,11807.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.071807861328125,2.0,20,16,20,ic0_ti6,5.431692504882818
15,76.0,192.0,562.0,1450.0,3616.0,8466.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.99269485473633,2.0,20,16,20,ic0_ti6,5.431692504882818
16,76.0,206.0,552.0,1423.0,3550.0,8292.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.099117279052734,2.0,20,16,20,ic0_ti6,5.431692504882818
17,76.0,187.0,573.0,1684.0,4373.0,10462.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.941749572753906,2.0,20,16,20,ic0_ti6,5.431692504882818
18,76.0,158.0,353.0,870.0,2237.0,5438.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.03383255004883,2.0,20,16,20,ic0_ti6,5.431692504882818
19,76.0,201.0,531.0,1407.0,3493.0,8290.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.07851791381836,2.0,20,16,20,ic0_ti6,5.431692504882818
0,76.0,138.0,222.0,268.0,288.0,295.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.03144454956055,2.0,20,16,20,ic0_ti7,6.328474426269537
