,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,rand_seed,location,interventions,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,id,imbalance
1,76.0,172.0,476.0,1157.0,2905.0,7414.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04343032836914,2.0,20,16,20,ic0_ti45,26.392321777343746
2,76.0,106.0,125.0,132.0,132.0,132.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.29441833496094,2.0,20,16,20,ic0_ti45,26.392321777343746
3,76.0,108.0,120.0,124.0,125.0,125.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.34637451171875,2.0,20,16,20,ic0_ti45,26.392321777343746
4,76.0,97.0,125.0,139.0,142.0,142.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.34696960449219,2.0,20,16,20,ic0_ti45,26.392321777343746
5,76.0,103.0,129.0,134.0,136.0,136.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.4395751953125,2.0,20,16,20,ic0_ti45,26.392321777343746
6,76.0,102.0,131.0,135.0,138.0,138.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.33602142333984,2.0,20,16,20,ic0_ti45,26.392321777343746
7,76.0,105.0,121.0,125.0,126.0,127.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.47984313964844,2.0,20,16,20,ic0_ti45,26.392321777343746
8,76.0,111.0,143.0,148.0,148.0,148.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.21189880371094,2.0,20,16,20,ic0_ti45,26.392321777343746
9,76.0,103.0,131.0,141.0,142.0,143.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.4238052368164,2.0,20,16,20,ic0_ti45,26.392321777343746
10,76.0,113.0,137.0,148.0,149.0,150.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.43121337890625,2.0,20,16,20,ic0_ti45,26.392321777343746
11,76.0,171.0,463.0,1204.0,3105.0,7507.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04019546508789,2.0,20,16,20,ic0_ti45,26.392321777343746
12,76.0,179.0,463.0,1208.0,2801.0,6264.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.00364303588867,2.0,20,16,20,ic0_ti45,26.392321777343746
13,76.0,176.0,607.0,1666.0,4306.0,10067.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.03327941894531,2.0,20,16,20,ic0_ti45,26.392321777343746
14,76.0,203.0,626.0,1641.0,4150.0,9564.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.08816909790039,2.0,20,16,20,ic0_ti45,26.392321777343746
15,76.0,195.0,622.0,1673.0,4219.0,9960.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.01533126831055,2.0,20,16,20,ic0_ti45,26.392321777343746
16,76.0,204.0,554.0,1543.0,4022.0,9663.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.10691452026367,2.0,20,16,20,ic0_ti45,26.392321777343746
17,76.0,220.0,558.0,1392.0,3607.0,8461.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.958106994628906,2.0,20,16,20,ic0_ti45,26.392321777343746
18,76.0,161.0,430.0,1068.0,2546.0,6038.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.047908782958984,2.0,20,16,20,ic0_ti45,26.392321777343746
19,76.0,249.0,679.0,1868.0,4713.0,11046.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.093353271484375,2.0,20,16,20,ic0_ti45,26.392321777343746
0,76.0,132.0,219.0,277.0,295.0,301.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.0183219909668,2.0,20,16,20,ic0_ti46,26.270347595214844
1,76.0,181.0,471.0,1082.0,2554.0,6071.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.0183219909668,2.0,20,16,20,ic0_ti46,26.270347595214844
2,76.0,98.0,111.0,116.0,119.0,119.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.10700988769531,2.0,20,16,20,ic0_ti46,26.270347595214844
3,76.0,98.0,113.0,122.0,123.0,123.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.18433380126953,2.0,20,16,20,ic0_ti46,26.270347595214844
4,76.0,92.0,104.0,106.0,106.0,106.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.1665267944336,2.0,20,16,20,ic0_ti46,26.270347595214844
5,76.0,101.0,120.0,129.0,130.0,131.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.25765991210938,2.0,20,16,20,ic0_ti46,26.270347595214844
6,76.0,103.0,125.0,128.0,129.0,129.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.18626403808594,2.0,20,16,20,ic0_ti46,26.270347595214844
7,76.0,102.0,124.0,128.0,129.0,129.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.3070068359375,2.0,20,16,20,ic0_ti46,26.270347595214844
8,76.0,111.0,134.0,138.0,138.0,138.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.04622650146484,2.0,20,16,20,ic0_ti46,26.270347595214844
9,76.0,94.0,114.0,121.0,128.0,129.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.24272155761719,2.0,20,16,20,ic0_ti46,26.270347595214844
10,76.0,107.0,136.0,146.0,151.0,152.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,64.24832916259766,2.0,20,16,20,ic0_ti46,26.270347595214844
11,76.0,158.0,418.0,1191.0,3083.0,7472.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.999107360839844,2.0,20,16,20,ic0_ti46,26.270347595214844
12,76.0,179.0,473.0,1307.0,3524.0,8549.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.96788024902344,2.0,20,16,20,ic0_ti46,26.270347595214844
13,76.0,182.0,544.0,1429.0,3717.0,8936.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.9956169128418,2.0,20,16,20,ic0_ti46,26.270347595214844
14,76.0,203.0,635.0,1614.0,4093.0,9930.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04612731933594,2.0,20,16,20,ic0_ti46,26.270347595214844
15,76.0,199.0,593.0,1494.0,3566.0,8404.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.97119903564453,2.0,20,16,20,ic0_ti46,26.270347595214844
16,76.0,215.0,718.0,2043.0,4979.0,11355.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.07457733154297,2.0,20,16,20,ic0_ti46,26.270347595214844
17,76.0,205.0,530.0,1524.0,4343.0,10435.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.92063522338867,2.0,20,16,20,ic0_ti46,26.270347595214844
18,76.0,165.0,545.0,1384.0,3361.0,7997.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.01176834106445,2.0,20,16,20,ic0_ti46,26.270347595214844
19,76.0,216.0,599.0,1664.0,4354.0,10174.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.05569076538086,2.0,20,16,20,ic0_ti46,26.270347595214844
0,76.0,145.0,235.0,282.0,299.0,303.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.079952239990234,2.0,20,16,20,ic0_ti47,25.8469295501709
1,76.0,170.0,441.0,1151.0,2779.0,6687.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.079952239990234,2.0,20,16,20,ic0_ti47,25.8469295501709
2,76.0,94.0,103.0,105.0,105.0,105.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.67340850830078,2.0,20,16,20,ic0_ti47,25.8469295501709
3,76.0,104.0,112.0,119.0,121.0,121.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.73465347290039,2.0,20,16,20,ic0_ti47,25.8469295501709
4,76.0,102.0,116.0,127.0,130.0,131.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.72437286376953,2.0,20,16,20,ic0_ti47,25.8469295501709
5,76.0,102.0,131.0,142.0,147.0,147.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.814491271972656,2.0,20,16,20,ic0_ti47,25.8469295501709
6,76.0,109.0,137.0,144.0,145.0,145.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.744564056396484,2.0,20,16,20,ic0_ti47,25.8469295501709
7,76.0,100.0,135.0,147.0,148.0,149.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.8748893737793,2.0,20,16,20,ic0_ti47,25.8469295501709
8,76.0,104.0,129.0,138.0,141.0,141.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.61824417114258,2.0,20,16,20,ic0_ti47,25.8469295501709
9,76.0,107.0,122.0,131.0,131.0,131.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.78769302368164,2.0,20,16,20,ic0_ti47,25.8469295501709
10,76.0,111.0,126.0,127.0,128.0,128.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.79732894897461,2.0,20,16,20,ic0_ti47,25.8469295501709
11,76.0,167.0,481.0,1355.0,3529.0,8543.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.0291633605957,2.0,20,16,20,ic0_ti47,25.8469295501709
12,76.0,201.0,500.0,1244.0,3131.0,7682.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.99717330932617,2.0,20,16,20,ic0_ti47,25.8469295501709
13,76.0,181.0,521.0,1303.0,3264.0,7840.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.02396011352539,2.0,20,16,20,ic0_ti47,25.8469295501709
14,76.0,202.0,580.0,1586.0,3985.0,9416.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.0788459777832,2.0,20,16,20,ic0_ti47,25.8469295501709
15,76.0,192.0,587.0,1632.0,4128.0,9732.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.00239562988281,2.0,20,16,20,ic0_ti47,25.8469295501709
16,76.0,200.0,593.0,1473.0,3508.0,8110.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.10177993774414,2.0,20,16,20,ic0_ti47,25.8469295501709
17,76.0,215.0,546.0,1511.0,4022.0,9729.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.94802474975586,2.0,20,16,20,ic0_ti47,25.8469295501709
18,76.0,160.0,415.0,1205.0,3321.0,8288.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.036685943603516,2.0,20,16,20,ic0_ti47,25.8469295501709
19,76.0,223.0,601.0,1545.0,4010.0,9628.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.08232116699219,2.0,20,16,20,ic0_ti47,25.8469295501709
0,76.0,151.0,272.0,360.0,389.0,398.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.019081115722656,2.0,20,16,20,ic0_ti48,25.61680450439453
1,76.0,177.0,491.0,1240.0,3064.0,7259.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.019081115722656,2.0,20,16,20,ic0_ti48,25.61680450439453
2,76.0,96.0,107.0,114.0,117.0,117.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.35234832763672,2.0,20,16,20,ic0_ti48,25.61680450439453
3,76.0,103.0,122.0,128.0,128.0,128.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.41524124145508,2.0,20,16,20,ic0_ti48,25.61680450439453
4,76.0,99.0,116.0,123.0,124.0,126.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.390464782714844,2.0,20,16,20,ic0_ti48,25.61680450439453
5,76.0,101.0,120.0,129.0,129.0,129.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.4764404296875,2.0,20,16,20,ic0_ti48,25.61680450439453
6,76.0,106.0,143.0,156.0,159.0,160.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.417850494384766,2.0,20,16,20,ic0_ti48,25.61680450439453
7,76.0,100.0,129.0,138.0,142.0,142.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.56538772583008,2.0,20,16,20,ic0_ti48,25.61680450439453
8,76.0,104.0,116.0,119.0,122.0,122.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.28892517089844,2.0,20,16,20,ic0_ti48,25.61680450439453
9,76.0,95.0,115.0,123.0,125.0,125.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.4683952331543,2.0,20,16,20,ic0_ti48,25.61680450439453
10,76.0,112.0,131.0,143.0,146.0,147.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,63.472267150878906,2.0,20,16,20,ic0_ti48,25.61680450439453
11,76.0,169.0,430.0,1053.0,2610.0,6381.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.95745086669922,2.0,20,16,20,ic0_ti48,25.61680450439453
12,76.0,200.0,542.0,1495.0,3611.0,8319.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.9307861328125,2.0,20,16,20,ic0_ti48,25.61680450439453
13,76.0,199.0,690.0,2184.0,5537.0,12477.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.957000732421875,2.0,20,16,20,ic0_ti48,25.61680450439453
14,76.0,214.0,666.0,1762.0,4539.0,10473.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.012840270996094,2.0,20,16,20,ic0_ti48,25.61680450439453
15,76.0,173.0,454.0,1092.0,2817.0,6839.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.92744827270508,2.0,20,16,20,ic0_ti48,25.61680450439453
16,76.0,178.0,527.0,1430.0,3752.0,9112.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.03006362915039,2.0,20,16,20,ic0_ti48,25.61680450439453
17,76.0,211.0,531.0,1272.0,3339.0,8276.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.88182830810547,2.0,20,16,20,ic0_ti48,25.61680450439453
18,76.0,164.0,448.0,1275.0,3397.0,8216.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.966495513916016,2.0,20,16,20,ic0_ti48,25.61680450439453
19,76.0,218.0,610.0,1632.0,4164.0,9955.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.01536178588867,2.0,20,16,20,ic0_ti48,25.61680450439453
0,76.0,134.0,201.0,247.0,282.0,289.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,35.08984375,2.0,20,16,20,ic0_ti49,24.315152359008792
1,76.0,160.0,438.0,1192.0,2891.0,6778.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.08984375,2.0,20,16,20,ic0_ti49,24.315152359008792
2,76.0,108.0,127.0,133.0,136.0,137.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,61.92915344238281,2.0,20,16,20,ic0_ti49,24.315152359008792
3,76.0,109.0,124.0,128.0,128.0,128.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,61.9871940612793,2.0,20,16,20,ic0_ti49,24.315152359008792
4,76.0,96.0,119.0,127.0,131.0,132.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,61.995452880859375,2.0,20,16,20,ic0_ti49,24.315152359008792
5,76.0,99.0,116.0,120.0,121.0,121.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,62.057186126708984,2.0,20,16,20,ic0_ti49,24.315152359008792
6,76.0,115.0,148.0,165.0,176.0,177.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,62.01371383666992,2.0,20,16,20,ic0_ti49,24.315152359008792
7,76.0,101.0,125.0,140.0,144.0,144.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,62.168251037597656,2.0,20,16,20,ic0_ti49,24.315152359008792
8,76.0,123.0,143.0,150.0,152.0,155.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,61.85922622680664,2.0,20,16,20,ic0_ti49,24.315152359008792
9,76.0,89.0,105.0,111.0,113.0,113.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,62.04906463623047,2.0,20,16,20,ic0_ti49,24.315152359008792
10,76.0,99.0,120.0,122.0,123.0,123.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,treatment,62.07743835449219,2.0,20,16,20,ic0_ti49,24.315152359008792
11,76.0,162.0,437.0,1220.0,3043.0,7189.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.98978805541992,2.0,20,16,20,ic0_ti49,24.315152359008792
12,76.0,182.0,533.0,1357.0,3400.0,7984.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.96369552612305,2.0,20,16,20,ic0_ti49,24.315152359008792
13,76.0,195.0,594.0,1678.0,4289.0,9993.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.98991012573242,2.0,20,16,20,ic0_ti49,24.315152359008792
14,76.0,202.0,599.0,1594.0,4115.0,9778.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04555892944336,2.0,20,16,20,ic0_ti49,24.315152359008792
15,76.0,187.0,675.0,1847.0,4603.0,10840.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.964351654052734,2.0,20,16,20,ic0_ti49,24.315152359008792
16,76.0,206.0,570.0,1498.0,3713.0,8693.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.06620788574219,2.0,20,16,20,ic0_ti49,24.315152359008792
17,76.0,202.0,633.0,1846.0,4783.0,11207.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,34.915687561035156,2.0,20,16,20,ic0_ti49,24.315152359008792
18,76.0,183.0,484.0,1248.0,3056.0,7208.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.0003547668457,2.0,20,16,20,ic0_ti49,24.315152359008792
19,76.0,216.0,610.0,1587.0,4004.0,9094.0,14,35,hybrid,True,52570.52878667177,76.21575707506813,5120,UK,control,35.04960250854492,2.0,20,16,20,ic0_ti49,24.315152359008792
