,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,rand_seed,location,interventions,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,age_dist,id,imbalance
0,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
1,88.0,254.0,726.0,1696.0,3890.0,7955.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,control,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
2,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
3,88.0,148.0,213.0,261.0,276.0,283.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.12188720703125,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
4,88.0,117.0,152.0,176.0,180.0,182.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.039207458496094,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
5,88.0,156.0,233.0,263.0,277.0,282.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9856071472168,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
6,88.0,147.0,222.0,255.0,268.0,274.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9743537902832,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
7,88.0,185.0,278.0,327.0,343.0,347.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.01909637451172,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
8,88.0,144.0,200.0,240.0,254.0,263.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.80027389526367,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
9,88.0,141.0,225.0,267.0,286.0,290.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.0583610534668,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
10,88.0,159.0,243.0,283.0,295.0,296.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.119110107421875,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti0,0.06221847534179403
0,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
1,88.0,254.0,726.0,1696.0,3890.0,7955.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,control,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
2,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
3,88.0,148.0,213.0,261.0,276.0,283.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.12188720703125,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
4,88.0,117.0,152.0,176.0,180.0,182.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.039207458496094,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
5,88.0,156.0,233.0,263.0,277.0,282.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9856071472168,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
6,88.0,147.0,222.0,255.0,268.0,274.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9743537902832,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
7,88.0,185.0,278.0,327.0,343.0,347.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.01909637451172,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
8,88.0,144.0,200.0,240.0,254.0,263.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.80027389526367,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
9,88.0,141.0,225.0,267.0,286.0,290.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.0583610534668,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
10,88.0,159.0,243.0,283.0,295.0,296.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.119110107421875,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti1,0.06221847534179403
0,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
1,88.0,254.0,726.0,1696.0,3890.0,7955.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,control,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
2,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
3,88.0,148.0,213.0,261.0,276.0,283.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.12188720703125,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
4,88.0,117.0,152.0,176.0,180.0,182.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.039207458496094,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
5,88.0,156.0,233.0,263.0,277.0,282.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9856071472168,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
6,88.0,147.0,222.0,255.0,268.0,274.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9743537902832,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
7,88.0,185.0,278.0,327.0,343.0,347.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.01909637451172,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
8,88.0,144.0,200.0,240.0,254.0,263.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.80027389526367,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
9,88.0,141.0,225.0,267.0,286.0,290.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.0583610534668,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
10,88.0,159.0,243.0,283.0,295.0,296.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.119110107421875,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti2,0.06221847534179403
0,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
1,88.0,254.0,726.0,1696.0,3890.0,7955.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,control,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
2,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
3,88.0,148.0,213.0,261.0,276.0,283.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.12188720703125,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
4,88.0,117.0,152.0,176.0,180.0,182.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.039207458496094,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
5,88.0,156.0,233.0,263.0,277.0,282.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9856071472168,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
6,88.0,147.0,222.0,255.0,268.0,274.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9743537902832,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
7,88.0,185.0,278.0,327.0,343.0,347.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.01909637451172,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
8,88.0,144.0,200.0,240.0,254.0,263.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.80027389526367,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
9,88.0,141.0,225.0,267.0,286.0,290.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.0583610534668,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
10,88.0,159.0,243.0,283.0,295.0,296.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.119110107421875,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti3,0.06221847534179403
0,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti4,0.053585052490234375
1,88.0,254.0,726.0,1696.0,3890.0,7955.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,control,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti4,0.053585052490234375
2,88.0,183.0,280.0,326.0,337.0,341.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.20452117919922,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
3,88.0,170.0,256.0,303.0,322.0,328.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.24700164794922,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
4,88.0,114.0,142.0,155.0,156.0,157.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.16111373901367,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
5,88.0,156.0,220.0,254.0,263.0,264.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.1242561340332,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
6,88.0,145.0,207.0,238.0,262.0,265.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.0970573425293,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
7,88.0,196.0,300.0,350.0,369.0,374.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.15147399902344,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
8,88.0,146.0,201.0,239.0,251.0,256.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.92656326293945,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
9,88.0,170.0,267.0,307.0,325.0,331.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.19960021972656,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
10,88.0,157.0,228.0,251.0,267.0,270.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.25685501098633,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti4,0.053585052490234375
0,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti5,0.053585052490234375
1,88.0,254.0,726.0,1696.0,3890.0,7955.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,control,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti5,0.053585052490234375
2,88.0,183.0,280.0,326.0,337.0,341.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.20452117919922,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
3,88.0,170.0,256.0,303.0,322.0,328.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.24700164794922,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
4,88.0,114.0,142.0,155.0,156.0,157.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.16111373901367,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
5,88.0,156.0,220.0,254.0,263.0,264.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.1242561340332,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
6,88.0,145.0,207.0,238.0,262.0,265.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.0970573425293,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
7,88.0,196.0,300.0,350.0,369.0,374.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.15147399902344,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
8,88.0,146.0,201.0,239.0,251.0,256.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.92656326293945,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
9,88.0,170.0,267.0,307.0,325.0,331.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.19960021972656,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
10,88.0,157.0,228.0,251.0,267.0,270.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.25685501098633,2.0,20,16,20,"{'0-9': 6603, '10-19': 6905, '20-29': 6904, '30-39': 6631, '40-49': 6525, '50-59': 5586, '60-69': 3643, '70-79': 2126, '80+': 706}",ic0_ti5,0.053585052490234375
0,88.0,175.0,311.0,386.0,415.0,425.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti6,0.061475372314454546
1,88.0,254.0,726.0,1696.0,3890.0,7955.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,control,35.09251022338867,2.0,20,16,20,"{'0-9': 6438, '10-19': 7169, '20-29': 6559, '30-39': 7044, '40-49': 6431, '50-59': 5791, '60-69': 3743, '70-79': 1758, '80+': 696}",ic0_ti6,0.061475372314454546
2,88.0,152.0,237.0,264.0,269.0,277.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.23623275756836,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
3,88.0,169.0,257.0,300.0,319.0,323.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.26525115966797,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
4,88.0,116.0,155.0,161.0,170.0,171.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.161434173583984,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
5,88.0,159.0,231.0,253.0,259.0,260.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.14311218261719,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
6,88.0,152.0,215.0,247.0,268.0,277.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.112037658691406,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
7,88.0,180.0,275.0,343.0,377.0,382.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.136619567871094,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
8,88.0,129.0,169.0,202.0,216.0,219.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,34.9301872253418,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
9,88.0,152.0,246.0,294.0,317.0,322.0,14,35,hybrid,True,45632.14296968056,88.08230806783037,9131,UK,treatment,35.212127685546875,2.0,20,16,20,"{'0-9': 6558, '10-19': 7167, '20-29': 7199, '30-39': 6462, '40-49': 5958, '50-59': 5588, '60-69': 3774, '70-79': 1852, '80+': 1071}",ic0_ti6,0.061475372314454546
