,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,interventions,location,rand_seed,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,id,imbalance,alpha
0,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
1,111.0,202.0,271.0,310.0,319.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
2,111.0,302.0,827.0,1975.0,4455.0,9520.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
3,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
4,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
5,111.0,202.0,271.0,310.0,319.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
6,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
7,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
8,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
9,111.0,202.0,271.0,310.0,319.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
10,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
11,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
12,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
13,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
14,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
15,111.0,202.0,271.0,310.0,319.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
16,111.0,302.0,827.0,1975.0,4455.0,9520.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
17,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
18,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
19,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
20,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
21,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
22,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
23,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
24,111.0,302.0,827.0,1975.0,4455.0,9520.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
25,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
26,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
27,111.0,202.0,271.0,310.0,319.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
28,111.0,302.0,827.0,1975.0,4455.0,9520.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
29,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
30,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
31,111.0,202.0,271.0,310.0,319.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
32,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
33,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
34,111.0,288.0,679.0,1532.0,3358.0,6871.0,0.0,0.0,0.0,0.0,3.0,6.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,none,Japan,1,47.59452819824219,1.33,20,16,20,ic0_a10,2.7538992292785647,10.0
35,111.0,240.0,392.0,471.0,494.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,14,35,hybrid,True,47861.739651115495,111.7068088782934,pfizer,Niger,1,20.581647872924805,4.916,20,16,20,ic0_a10,2.7538992292785647,10.0
