,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,n_days,pop_type,use_waning,interventions
0,88.0,175.0,308.0,486.0,653.0,760.0,0.0,57.0,134.0,226.0,328.0,437.0,0.0,2.0,6.0,9.0,18.0,27.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,42908.0,42908.0,42908.0,42908.0,42908.0,42908.0,14,42908.55530636232,88.51785999883559,UK,35,hybrid,True,az
0,81.0,147.0,272.0,407.0,533.0,623.0,0.0,55.0,120.0,191.0,281.0,365.0,0.0,2.0,15.0,24.0,32.0,36.0,0.0,1.0,5.0,10.0,14.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,45276.0,45276.0,45276.0,45276.0,45276.0,45276.0,14,45276.0741198418,81.85007860980797,Japan,35,hybrid,True,az
0,85.0,191.0,546.0,1276.0,2827.0,6111.0,0.0,51.0,175.0,470.0,1054.0,2330.0,0.0,1.0,9.0,20.0,45.0,105.0,0.0,0.0,2.0,5.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,52266.08371576195,85.27421954521624,New Zealand,35,hybrid,True,none
0,105.0,226.0,563.0,1302.0,2884.0,6113.0,0.0,63.0,182.0,470.0,1088.0,2374.0,0.0,0.0,7.0,19.0,49.0,107.0,0.0,0.0,4.0,8.0,14.0,26.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,48097.694963241454,105.09044685271162,New Zealand,35,hybrid,True,none
0,100.0,228.0,409.0,601.0,759.0,864.0,0.0,68.0,171.0,282.0,404.0,482.0,0.0,1.0,10.0,19.0,28.0,44.0,0.0,0.0,3.0,6.0,10.0,15.0,0.0,0.0,0.0,1.0,2.0,4.0,48808.0,48808.0,48808.0,48808.0,48808.0,48808.0,14,48808.794526203324,100.48737446796274,France,35,hybrid,True,az
0,116.0,174.0,212.0,228.0,233.0,233.0,0.0,68.0,119.0,134.0,140.0,142.0,0.0,0.0,4.0,6.0,6.0,7.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,55425.0,55425.0,55425.0,55425.0,55425.0,55425.0,14,55425.00554138995,116.52128756294383,New Zealand,35,hybrid,True,pfizer
0,93.0,187.0,345.0,531.0,681.0,780.0,0.0,60.0,139.0,241.0,350.0,438.0,0.0,1.0,9.0,20.0,27.0,38.0,0.0,0.0,3.0,5.0,7.0,12.0,0.0,0.0,0.0,1.0,1.0,2.0,55612.0,55612.0,55612.0,55612.0,55612.0,55612.0,14,55612.66600932125,93.08139671897833,UK,35,hybrid,True,az
0,127.0,178.0,218.0,233.0,239.0,241.0,0.0,71.0,112.0,130.0,136.0,138.0,0.0,0.0,8.0,11.0,13.0,13.0,0.0,0.0,5.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,56535.0,56535.0,56535.0,56535.0,56535.0,56535.0,14,56535.0603788465,127.0174408753002,UK,35,hybrid,True,pfizer
0,105.0,163.0,216.0,239.0,249.0,255.0,0.0,73.0,116.0,145.0,157.0,163.0,0.0,1.0,7.0,12.0,12.0,12.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,44245.0,44245.0,44245.0,44245.0,44245.0,44245.0,14,44245.11825613119,105.484612130237,UK,35,hybrid,True,moderna
0,96.0,155.0,197.0,222.0,225.0,226.0,0.0,63.0,111.0,130.0,141.0,143.0,0.0,0.0,4.0,9.0,11.0,12.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,45564.0,45564.0,45564.0,45564.0,45564.0,45564.0,14,45564.78583989998,96.29559498172787,UK,35,hybrid,True,pfizer
