,cum_tests_1,cum_tests_2,cum_tests_3,cum_tests_4,cum_tests_5,cum_tests_6,cum_tests_7,cum_tests_8,cum_tests_9,cum_tests_10,cum_tests_11,cum_tests_12,cum_tests_13,n_quarantined_1,n_quarantined_2,n_quarantined_3,n_quarantined_4,n_quarantined_5,n_quarantined_6,n_quarantined_7,n_quarantined_8,n_quarantined_9,n_quarantined_10,n_quarantined_11,n_quarantined_12,n_quarantined_13,n_exposed_1,n_exposed_2,n_exposed_3,n_exposed_4,n_exposed_5,n_exposed_6,n_exposed_7,n_exposed_8,n_exposed_9,n_exposed_10,n_exposed_11,n_exposed_12,n_exposed_13,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_infections_7,cum_infections_8,cum_infections_9,cum_infections_10,cum_infections_11,cum_infections_12,cum_infections_13,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_symptomatic_7,cum_symptomatic_8,cum_symptomatic_9,cum_symptomatic_10,cum_symptomatic_11,cum_symptomatic_12,cum_symptomatic_13,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_severe_7,cum_severe_8,cum_severe_9,cum_severe_10,cum_severe_11,cum_severe_12,cum_severe_13,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_critical_7,cum_critical_8,cum_critical_9,cum_critical_10,cum_critical_11,cum_critical_12,cum_critical_13,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_deaths_7,cum_deaths_8,cum_deaths_9,cum_deaths_10,cum_deaths_11,cum_deaths_12,cum_deaths_13,quar_period,n_days,pop_type,pop_size,pop_infected,location,interventions
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,864.0,1903.0,4162.0,8106.0,12972.0,15567.0,13367.0,8877.0,4795.0,2278.0,1023.0,901.0,151.0,387.0,1079.0,2585.0,5810.0,11768.0,20030.0,28067.0,33523.0,36434.0,37774.0,38367.0,38592.0,0.0,92.0,296.0,769.0,1909.0,4192.0,8151.0,13447.0,17984.0,20844.0,22362.0,23059.0,23350.0,0.0,0.0,5.0,16.0,37.0,110.0,200.0,361.0,547.0,683.0,798.0,848.0,868.0,0.0,0.0,2.0,2.0,8.0,15.0,36.0,67.0,108.0,130.0,153.0,171.0,180.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,13.0,17.0,32.0,43.0,52.0,58.0,14,84,hybrid,50000,151,Rwanda,[]
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,643.0,1387.0,2962.0,5845.0,10092.0,13882.0,14635.0,11360.0,6793.0,3492.0,1685.0,1512.0,151.0,333.0,833.0,1913.0,4189.0,8520.0,15319.0,23487.0,30456.0,34659.0,36769.0,37755.0,38180.0,0.0,80.0,264.0,639.0,1467.0,3137.0,6173.0,10668.0,15586.0,19536.0,21735.0,22821.0,23286.0,0.0,1.0,3.0,10.0,29.0,67.0,141.0,256.0,431.0,597.0,727.0,809.0,853.0,0.0,0.0,1.0,2.0,2.0,8.0,21.0,36.0,61.0,94.0,127.0,145.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,12.0,18.0,29.0,36.0,14,84,hybrid,50000,151,Rwanda,[]
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,726.0,1598.0,3282.0,6594.0,11311.0,15154.0,14826.0,10671.0,6061.0,2808.0,1152.0,1008.0,151.0,343.0,930.0,2166.0,4771.0,9605.0,17279.0,25797.0,32487.0,36191.0,37916.0,38573.0,38854.0,0.0,85.0,274.0,737.0,1635.0,3497.0,6925.0,11821.0,16927.0,20479.0,22415.0,23283.0,23589.0,0.0,0.0,2.0,12.0,34.0,74.0,160.0,288.0,473.0,651.0,755.0,813.0,843.0,0.0,0.0,1.0,4.0,7.0,11.0,25.0,47.0,80.0,103.0,129.0,143.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,17.0,26.0,30.0,36.0,14,84,hybrid,50000,151,Rwanda,[]
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,516.0,1166.0,2581.0,4996.0,8985.0,13457.0,15055.0,12362.0,7949.0,4186.0,2028.0,1808.0,151.0,279.0,690.0,1638.0,3645.0,7376.0,13668.0,21901.0,29354.0,34232.0,36813.0,37973.0,38490.0,0.0,97.0,213.0,531.0,1224.0,2661.0,5278.0,9504.0,14536.0,18836.0,21467.0,22793.0,23377.0,0.0,0.0,4.0,9.0,20.0,57.0,129.0,233.0,392.0,543.0,691.0,769.0,803.0,0.0,0.0,0.0,0.0,2.0,11.0,24.0,44.0,71.0,95.0,121.0,140.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,23.0,27.0,35.0,38.0,14,84,hybrid,50000,151,Rwanda,[]
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,579.0,1229.0,2806.0,5887.0,10662.0,15010.0,15372.0,11435.0,6711.0,3439.0,1610.0,1410.0,151.0,326.0,771.0,1766.0,3996.0,8489.0,15847.0,24593.0,31607.0,35766.0,37814.0,38722.0,39124.0,0.0,77.0,235.0,569.0,1324.0,2951.0,6167.0,11011.0,16238.0,20060.0,22309.0,23382.0,23826.0,0.0,0.0,2.0,14.0,27.0,69.0,145.0,269.0,452.0,613.0,765.0,833.0,866.0,0.0,0.0,0.0,0.0,3.0,9.0,22.0,37.0,69.0,98.0,124.0,139.0,145.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,11.0,16.0,27.0,35.0,38.0,14,84,hybrid,50000,151,Rwanda,[]
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,623.0,1279.0,2581.0,5081.0,9270.0,13538.0,14857.0,11833.0,7294.0,3882.0,1888.0,1675.0,151.0,341.0,821.0,1780.0,3767.0,7568.0,14042.0,22296.0,29514.0,34049.0,36345.0,37465.0,37975.0,0.0,74.0,260.0,615.0,1316.0,2743.0,5475.0,9880.0,14836.0,18840.0,21219.0,22393.0,22990.0,0.0,0.0,3.0,9.0,37.0,69.0,126.0,247.0,409.0,546.0,677.0,739.0,776.0,0.0,0.0,1.0,1.0,5.0,10.0,22.0,49.0,86.0,115.0,151.0,168.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,19.0,35.0,46.0,62.0,14,84,hybrid,50000,151,Rwanda,[]
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,646.0,1474.0,3285.0,6396.0,10645.0,14669.0,14852.0,10947.0,6377.0,3222.0,1464.0,1336.0,151.0,340.0,870.0,2079.0,4642.0,9300.0,16511.0,24932.0,31790.0,35718.0,37611.0,38478.0,38843.0,0.0,75.0,252.0,646.0,1555.0,3334.0,6556.0,11270.0,16194.0,19858.0,21882.0,22844.0,23305.0,0.0,0.0,6.0,17.0,40.0,72.0,171.0,315.0,477.0,659.0,781.0,846.0,876.0,0.0,0.0,1.0,3.0,5.0,11.0,30.0,49.0,73.0,106.0,139.0,158.0,166.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,10.0,17.0,22.0,30.0,38.0,46.0,14,84,hybrid,50000,151,Rwanda,[]
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,810.0,1717.0,3616.0,7321.0,11905.0,14715.0,13720.0,9862.0,5644.0,2886.0,1424.0,1316.0,151.0,370.0,1012.0,2341.0,5176.0,10532.0,18286.0,26198.0,32146.0,35587.0,37276.0,38102.0,38491.0,0.0,82.0,284.0,757.0,1752.0,3816.0,7446.0,12372.0,16982.0,20251.0,22048.0,22904.0,23361.0,0.0,0.0,2.0,13.0,36.0,77.0,168.0,319.0,506.0,664.0,777.0,838.0,864.0,0.0,0.0,0.0,5.0,10.0,19.0,33.0,64.0,94.0,128.0,151.0,165.0,170.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,14.0,19.0,30.0,43.0,50.0,14,84,hybrid,50000,151,Rwanda,[]
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,883.0,2089.0,4576.0,8835.0,13281.0,15307.0,13179.0,8700.0,4598.0,2250.0,1097.0,980.0,151.0,383.0,1116.0,2766.0,6367.0,12712.0,20827.0,28762.0,34025.0,36847.0,38178.0,38784.0,39060.0,0.0,83.0,312.0,871.0,2146.0,4720.0,8970.0,14062.0,18603.0,21434.0,22871.0,23561.0,23866.0,0.0,1.0,7.0,15.0,44.0,92.0,212.0,387.0,573.0,716.0,801.0,865.0,888.0,0.0,1.0,5.0,5.0,8.0,18.0,32.0,66.0,101.0,131.0,152.0,167.0,178.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,12.0,20.0,28.0,45.0,52.0,62.0,14,84,hybrid,50000,151,Rwanda,[]
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,757.0,1622.0,3379.0,6802.0,11054.0,14525.0,14135.0,10287.0,5997.0,3128.0,1516.0,1358.0,151.0,386.0,952.0,2243.0,4887.0,9868.0,17140.0,25263.0,31617.0,35261.0,37109.0,37969.0,38388.0,0.0,71.0,284.0,724.0,1634.0,3585.0,6966.0,11591.0,16418.0,19865.0,21762.0,22726.0,23154.0,0.0,0.0,5.0,20.0,48.0,85.0,177.0,322.0,489.0,668.0,771.0,822.0,852.0,0.0,0.0,0.0,2.0,3.0,7.0,23.0,47.0,82.0,114.0,136.0,148.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,15.0,32.0,40.0,46.0,14,84,hybrid,50000,151,Rwanda,[]
0,313.0,2475.0,4664.0,6987.0,9601.0,12744.0,16839.0,22390.0,30249.0,41190.0,55810.0,72627.0,89431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,802.0,1479.0,2879.0,5370.0,9772.0,17293.0,27939.0,41479.0,53330.0,58307.0,52732.0,51246.0,195.0,461.0,1043.0,2120.0,4309.0,8248.0,15323.0,27577.0,46391.0,72584.0,103426.0,133288.0,156744.0,0.0,129.0,379.0,765.0,1562.0,3159.0,5976.0,11000.0,19263.0,32006.0,48876.0,68059.0,85576.0,0.0,1.0,6.0,15.0,42.0,89.0,162.0,271.0,490.0,832.0,1341.0,2019.0,2774.0,0.0,0.0,1.0,1.0,10.0,14.0,19.0,35.0,78.0,135.0,227.0,344.0,490.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,14.0,26.0,57.0,87.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
1,296.0,2416.0,4641.0,7059.0,9704.0,12852.0,16896.0,22135.0,29492.0,39862.0,53644.0,70252.0,86820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,891.0,1653.0,2878.0,5292.0,9473.0,15875.0,25609.0,38748.0,51157.0,56935.0,52943.0,51620.0,195.0,475.0,1124.0,2309.0,4423.0,8320.0,14936.0,25960.0,43370.0,68345.0,98278.0,128117.0,152198.0,0.0,98.0,333.0,817.0,1672.0,3220.0,5906.0,10559.0,18231.0,30004.0,46188.0,64952.0,82451.0,0.0,0.0,3.0,14.0,39.0,71.0,153.0,258.0,448.0,774.0,1253.0,1895.0,2598.0,0.0,0.0,1.0,7.0,9.0,13.0,31.0,43.0,75.0,139.0,220.0,333.0,474.0,0.0,0.0,0.0,2.0,5.0,6.0,8.0,10.0,15.0,24.0,42.0,67.0,92.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
2,329.0,2528.0,4780.0,7117.0,9851.0,13011.0,17157.0,22625.0,30364.0,41144.0,55624.0,72164.0,88654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,869.0,1659.0,3072.0,5607.0,9915.0,17102.0,27495.0,40614.0,51858.0,56430.0,51989.0,50673.0,195.0,468.0,1154.0,2348.0,4608.0,8678.0,15789.0,27759.0,46276.0,71914.0,101667.0,130700.0,154397.0,0.0,106.0,352.0,807.0,1664.0,3297.0,6170.0,11200.0,19433.0,31986.0,48612.0,66994.0,84423.0,0.0,1.0,4.0,18.0,51.0,85.0,153.0,270.0,485.0,840.0,1370.0,2038.0,2691.0,0.0,0.0,0.0,3.0,9.0,12.0,18.0,35.0,70.0,138.0,223.0,359.0,491.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,12.0,19.0,37.0,56.0,106.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
3,279.0,2352.0,4633.0,7002.0,9662.0,12742.0,16628.0,21837.0,29467.0,40338.0,54657.0,71308.0,87817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,875.0,1633.0,3027.0,5281.0,9168.0,15985.0,27015.0,40120.0,51434.0,56333.0,52189.0,50953.0,195.0,453.0,1085.0,2290.0,4448.0,8124.0,14727.0,26137.0,44495.0,70048.0,99611.0,128789.0,152537.0,0.0,106.0,353.0,777.0,1643.0,3176.0,5835.0,10467.0,18660.0,31016.0,47405.0,65803.0,83235.0,0.0,0.0,9.0,20.0,41.0,82.0,132.0,250.0,463.0,807.0,1307.0,1938.0,2625.0,0.0,0.0,1.0,3.0,8.0,13.0,18.0,42.0,76.0,140.0,213.0,319.0,448.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,13.0,19.0,34.0,47.0,77.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
4,294.0,2523.0,4794.0,7071.0,9541.0,12459.0,16159.0,21174.0,28321.0,38658.0,52386.0,69007.0,85901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,736.0,1355.0,2467.0,4547.0,8330.0,14790.0,25193.0,38219.0,50816.0,58162.0,55251.0,54123.0,195.0,407.0,949.0,1934.0,3724.0,7078.0,13133.0,23645.0,40959.0,65580.0,95899.0,126670.0,152218.0,0.0,113.0,298.0,711.0,1398.0,2681.0,5098.0,9440.0,16725.0,28525.0,44408.0,63346.0,81755.0,0.0,1.0,8.0,15.0,29.0,61.0,117.0,228.0,388.0,700.0,1227.0,1861.0,2584.0,0.0,1.0,2.0,3.0,6.0,12.0,14.0,35.0,57.0,120.0,203.0,316.0,447.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,13.0,27.0,48.0,78.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
5,285.0,2461.0,4738.0,7142.0,9791.0,12868.0,16668.0,21938.0,29241.0,39637.0,53713.0,70663.0,87654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,815.0,1530.0,2723.0,4884.0,8910.0,15450.0,25588.0,38558.0,51886.0,58944.0,54847.0,53374.0,195.0,471.0,1067.0,2170.0,4127.0,7700.0,14151.0,25024.0,42452.0,67420.0,98180.0,129008.0,153847.0,0.0,98.0,333.0,763.0,1580.0,3040.0,5559.0,10211.0,17739.0,29523.0,45993.0,65332.0,83489.0,0.0,0.0,2.0,13.0,27.0,67.0,129.0,256.0,451.0,763.0,1261.0,1980.0,2704.0,0.0,0.0,0.0,4.0,5.0,9.0,15.0,36.0,64.0,122.0,213.0,333.0,450.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,11.0,16.0,32.0,53.0,90.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
6,302.0,2381.0,4652.0,6995.0,9384.0,12203.0,15500.0,19735.0,25548.0,33723.0,45200.0,60642.0,77751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,643.0,1012.0,1900.0,3538.0,6194.0,10816.0,18539.0,29539.0,43460.0,55086.0,57581.0,56911.0,195.0,405.0,834.0,1539.0,2973.0,5539.0,9949.0,17686.0,30569.0,50370.0,78020.0,108858.0,137339.0,0.0,116.0,307.0,592.0,1122.0,2100.0,3929.0,7020.0,12534.0,21270.0,34639.0,52565.0,71538.0,0.0,1.0,8.0,15.0,23.0,53.0,83.0,168.0,295.0,514.0,880.0,1429.0,2131.0,0.0,1.0,1.0,1.0,2.0,5.0,10.0,23.0,43.0,75.0,144.0,235.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,23.0,35.0,55.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
7,281.0,2451.0,4663.0,7048.0,9739.0,12960.0,17227.0,23032.0,31393.0,43080.0,58184.0,75306.0,91602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,736.0,1457.0,3054.0,6091.0,11015.0,18656.0,30024.0,43707.0,54668.0,57410.0,50672.0,49136.0,195.0,420.0,968.0,2145.0,4480.0,9024.0,16844.0,29887.0,49896.0,77281.0,108024.0,136931.0,159173.0,0.0,111.0,307.0,681.0,1544.0,3238.0,6466.0,11930.0,20962.0,34509.0,51997.0,70878.0,87667.0,0.0,0.0,5.0,15.0,34.0,68.0,157.0,309.0,574.0,983.0,1492.0,2150.0,2841.0,0.0,0.0,1.0,3.0,6.0,9.0,20.0,49.0,96.0,159.0,239.0,362.0,495.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,13.0,22.0,41.0,66.0,95.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
8,304.0,2414.0,4665.0,7018.0,9579.0,12385.0,15948.0,20639.0,27199.0,36669.0,49594.0,65401.0,82229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,662.0,1137.0,2110.0,4101.0,7545.0,13194.0,22364.0,34396.0,47281.0,56133.0,56014.0,55170.0,195.0,395.0,871.0,1699.0,3246.0,6355.0,11708.0,21128.0,36633.0,58994.0,87447.0,118034.0,144892.0,0.0,109.0,303.0,654.0,1265.0,2368.0,4562.0,8351.0,14960.0,25496.0,40282.0,58294.0,76799.0,0.0,0.0,1.0,13.0,26.0,51.0,105.0,214.0,382.0,641.0,1122.0,1710.0,2427.0,0.0,0.0,0.0,3.0,5.0,10.0,13.0,29.0,56.0,90.0,172.0,298.0,430.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,8.0,14.0,22.0,44.0,77.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
9,289.0,2439.0,4724.0,7015.0,9590.0,12495.0,16213.0,21258.0,28290.0,38278.0,51972.0,68560.0,85784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,662.0,1197.0,2404.0,4474.0,8276.0,14438.0,24113.0,36774.0,50359.0,58547.0,56107.0,54763.0,195.0,394.0,850.0,1785.0,3551.0,6834.0,12822.0,23066.0,39599.0,63461.0,93869.0,125103.0,151111.0,0.0,111.0,298.0,600.0,1272.0,2504.0,4847.0,9067.0,16204.0,27282.0,43265.0,62329.0,80972.0,0.0,0.0,5.0,14.0,25.0,62.0,100.0,209.0,393.0,712.0,1177.0,1852.0,2581.0,0.0,0.0,0.0,1.0,5.0,8.0,17.0,36.0,62.0,116.0,190.0,319.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,28.0,42.0,71.0,14,84,hybrid,300000,195,Rwanda,"[cv.test_prob(symp_prob=0.2, asymp_prob=0.001, symp_quar_prob=1, asymp_quar_prob=1, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,438.0,1132.0,2438.0,5125.0,9691.0,14660.0,16683.0,13942.0,9086.0,5188.0,2699.0,2416.0,87.0,197.0,572.0,1495.0,3363.0,7263.0,14030.0,22942.0,30941.0,36031.0,38682.0,39951.0,40495.0,0.0,47.0,162.0,478.0,1231.0,2744.0,5823.0,10930.0,17005.0,22122.0,25150.0,26760.0,27522.0,0.0,0.0,7.0,24.0,61.0,137.0,273.0,594.0,1088.0,1644.0,2104.0,2370.0,2525.0,0.0,0.0,4.0,9.0,19.0,37.0,64.0,147.0,288.0,484.0,639.0,746.0,819.0,0.0,0.0,0.0,1.0,3.0,6.0,12.0,21.0,50.0,97.0,162.0,227.0,286.0,14,84,hybrid,50000,87,UK,"[cv.test_prob(symp_prob=0, asymp_prob=0, symp_quar_prob=0, asymp_quar_prob=0, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,471.0,1094.0,2289.0,4503.0,8367.0,13345.0,16280.0,14696.0,10088.0,5794.0,3050.0,2782.0,87.0,210.0,596.0,1472.0,3193.0,6563.0,12479.0,20888.0,29245.0,35064.0,38169.0,39650.0,40310.0,0.0,49.0,189.0,512.0,1234.0,2623.0,5277.0,9756.0,15708.0,21122.0,24736.0,26611.0,27497.0,0.0,1.0,5.0,15.0,51.0,115.0,244.0,489.0,897.0,1389.0,1847.0,2181.0,2361.0,0.0,0.0,0.0,0.0,11.0,34.0,74.0,147.0,277.0,451.0,604.0,722.0,793.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,21.0,50.0,104.0,171.0,245.0,307.0,14,84,hybrid,50000,87,UK,"[cv.test_prob(symp_prob=0, asymp_prob=0, symp_quar_prob=0, asymp_quar_prob=0, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,357.0,792.0,1903.0,4107.0,8046.0,13369.0,16791.0,15628.0,10968.0,6179.0,3134.0,2869.0,87.0,180.0,458.0,1089.0,2595.0,5817.0,11657.0,20241.0,29009.0,35325.0,38690.0,40162.0,40821.0,0.0,45.0,143.0,379.0,920.0,2136.0,4703.0,9200.0,15316.0,21063.0,25013.0,27054.0,27944.0,0.0,0.0,5.0,13.0,37.0,101.0,219.0,474.0,881.0,1449.0,1951.0,2306.0,2501.0,0.0,0.0,0.0,2.0,13.0,36.0,61.0,136.0,248.0,439.0,630.0,778.0,863.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,20.0,42.0,82.0,150.0,228.0,308.0,14,84,hybrid,50000,87,UK,"[cv.test_prob(symp_prob=0, asymp_prob=0, symp_quar_prob=0, asymp_quar_prob=0, quar_policy=None, subtarget=None, ili_prev=None, sensitivity=1.0, loss_prob=0.0, test_delay=0, start_day=0, end_day=None, swab_delay=None)]"
