t,date,cum_infections,cum_infections_low,cum_infections_high,cum_reinfections,cum_reinfections_low,cum_reinfections_high,cum_infectious,cum_infectious_low,cum_infectious_high,cum_symptomatic,cum_symptomatic_low,cum_symptomatic_high,cum_severe,cum_severe_low,cum_severe_high,cum_critical,cum_critical_low,cum_critical_high,cum_recoveries,cum_recoveries_low,cum_recoveries_high,cum_deaths,cum_deaths_low,cum_deaths_high,cum_tests,cum_tests_low,cum_tests_high,cum_diagnoses,cum_diagnoses_low,cum_diagnoses_high,cum_known_deaths,cum_known_deaths_low,cum_known_deaths_high,cum_quarantined,cum_quarantined_low,cum_quarantined_high,cum_vaccinations,cum_vaccinations_low,cum_vaccinations_high,cum_vaccinated,cum_vaccinated_low,cum_vaccinated_high,new_infections,new_infections_low,new_infections_high,new_reinfections,new_reinfections_low,new_reinfections_high,new_infectious,new_infectious_low,new_infectious_high,new_symptomatic,new_symptomatic_low,new_symptomatic_high,new_severe,new_severe_low,new_severe_high,new_critical,new_critical_low,new_critical_high,new_recoveries,new_recoveries_low,new_recoveries_high,new_deaths,new_deaths_low,new_deaths_high,new_tests,new_tests_low,new_tests_high,new_diagnoses,new_diagnoses_low,new_diagnoses_high,new_known_deaths,new_known_deaths_low,new_known_deaths_high,new_quarantined,new_quarantined_low,new_quarantined_high,new_vaccinations,new_vaccinations_low,new_vaccinations_high,new_vaccinated,new_vaccinated_low,new_vaccinated_high,n_susceptible,n_susceptible_low,n_susceptible_high,n_exposed,n_exposed_low,n_exposed_high,n_infectious,n_infectious_low,n_infectious_high,n_symptomatic,n_symptomatic_low,n_symptomatic_high,n_severe,n_severe_low,n_severe_high,n_critical,n_critical_low,n_critical_high,n_recovered,n_recovered_low,n_recovered_high,n_dead,n_dead_low,n_dead_high,n_diagnosed,n_diagnosed_low,n_diagnosed_high,n_known_dead,n_known_dead_low,n_known_dead_high,n_quarantined,n_quarantined_low,n_quarantined_high,n_vaccinated,n_vaccinated_low,n_vaccinated_high,n_alive,n_alive_low,n_alive_high,n_naive,n_naive_low,n_naive_high,n_preinfectious,n_preinfectious_low,n_preinfectious_high,n_removed,n_removed_low,n_removed_high,prevalence,prevalence_low,prevalence_high,incidence,incidence_low,incidence_high,r_eff,r_eff_low,r_eff_high,doubling_time,doubling_time_low,doubling_time_high,test_yield,test_yield_low,test_yield_high,rel_test_yield,rel_test_yield_low,rel_test_yield_high,frac_vaccinated,frac_vaccinated_low,frac_vaccinated_high,pop_nabs,pop_nabs_low,pop_nabs_high,pop_protection,pop_protection_low,pop_protection_high,pop_symp_protection,pop_symp_protection_low,pop_symp_protection_high
10,2021-06-11,351.8,280.6674476768899,422.93255232311014,0.0,0.0,0.0,186.9,155.3982540166422,218.4017459833578,108.3,95.39883726170389,121.2011627382961,2.6,-0.11293199325010761,5.312931993250108,0.5,-0.5,1.5,14.8,7.6557715602033,21.944228439796703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,27.77568425816313,65.22431574183688,0.0,0.0,0.0,26.8,14.5754345680511,39.0245654319489,20.6,12.490746026914683,28.709253973085318,0.4,-0.5797958971132713,1.3797958971132713,0.0,0.0,0.0,8.8,3.2286446891263534,14.371355310873648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49648.2,49577.06744767688,49719.33255232311,337.0,266.7604100239758,407.2395899760242,172.1,141.13615011016878,203.0638498898312,101.2,87.90940181933108,114.49059818066893,2.6,-0.11293199325010761,5.312931993250108,0.5,-0.5,1.5,14.8,7.6557715602033,21.944228439796703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49648.2,49577.06744767688,49719.33255232311,164.9,122.15002923977609,207.64997076022394,14.8,7.6557715602033,21.944228439796703,0.00674,0.005335208200479516,0.008144791799520485,0.0009366989653202691,0.0005586047559017448,0.0013147931747387932,2.6428705807136215,1.8733652065209705,3.412375954906272,5.130514330176302,4.1522392681159825,6.108789392236622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2021-06-12,403.6,320.52798305084923,486.6720169491508,0.0,0.0,0.0,216.5,177.42827109021152,255.57172890978848,127.5,109.36164285278295,145.63835714721705,3.7,-0.2038442591886267,7.603844259188627,0.7,-0.5806248474865698,1.9806248474865698,26.8,15.743780031131797,37.8562199688682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,25.588552119350595,78.0114478806494,0.0,0.0,0.0,29.6,18.069171755680344,41.13082824431966,19.2,11.835218944191212,26.564781055808787,1.1,-0.98806130178211,3.1880613017821102,0.2,-0.6000000000000001,1.0000000000000002,12.0,5.868116113297643,18.131883886702358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49596.4,49513.32798305085,49679.472016949156,376.8,292.4587882467889,461.1412117532111,189.7,149.05470506934412,230.34529493065585,114.0,92.7397083745307,135.2602916254693,3.7,-0.2038442591886267,7.603844259188627,0.7,-0.5806248474865698,1.9806248474865698,26.8,15.743780031131797,37.8562199688682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49596.4,49513.32798305085,49679.472016949156,187.1,135.56787409780185,238.63212590219814,26.8,15.743780031131797,37.8562199688682,0.007536000000000001,0.005849175764935779,0.009222824235064224,0.0010445599248158457,0.0005145741186573466,0.0015745457309743448,2.640743450914897,1.7817349139916034,3.4997519878381906,5.04231036315386,4.116622076092186,5.967998650215534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2021-06-13,458.0,353.084796144696,562.9152038553041,0.0,0.0,0.0,250.6,200.39083748955773,300.80916251044226,149.7,128.95295201721459,170.4470479827854,4.3,0.6067629374761223,7.993237062523877,0.8,-0.40000000000000013,2.0,42.4,32.59387946229499,52.206120537705004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4,26.525997775705044,82.27400222429495,0.0,0.0,0.0,34.1,18.700000000000003,49.5,22.2,14.781105203603436,29.61889479639656,0.6,-0.7266499161421601,1.9266499161421602,0.1,-0.5000000000000001,0.7000000000000001,15.6,10.218550381170516,20.981449618829483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49542.0,49437.08479614469,49646.91520385531,415.6,308.96717203412453,522.2328279658756,208.2,156.10930985291134,260.29069014708864,127.4,103.76612600524409,151.03387399475594,4.3,0.6067629374761223,7.993237062523877,0.8,-0.40000000000000013,2.0,42.4,32.59387946229499,52.206120537705004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49542.0,49437.08479614469,49646.91520385531,207.4,141.78170986683668,273.0182901331633,42.4,32.59387946229499,52.206120537705004,0.008311999999999998,0.006179343440682487,0.010444656559317509,0.0010983082124930515,0.0005333321522793681,0.001663284272706735,2.638006561753755,1.795248364398145,3.480764759109365,5.219106995257112,4.062374330180112,6.375839660334113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2021-06-14,522.1,388.5232056081596,655.6767943918404,0.0,0.0,0.0,291.7,230.30260591849193,353.097394081508,173.0,145.3016245963775,200.6983754036225,5.7,2.2301296854205055,9.169870314579494,1.1,-0.7867962264113206,2.986796226411321,58.0,45.90041323019666,70.09958676980334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1,31.304268570437394,96.8957314295626,0.0,0.0,0.0,41.1,21.291920840222797,60.9080791597772,23.3,9.558093290958494,37.041906709041506,1.4,-0.4330302779823363,3.233030277982336,0.3,-0.9806248474865698,1.5806248474865698,15.6,6.33933047776782,24.86066952223218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49477.9,49344.32320560816,49611.47679439184,464.1,328.6822759015645,599.5177240984356,233.7,173.38051724359698,294.019482756403,139.9,108.06982563666986,171.73017436333015,5.7,2.2301296854205055,9.169870314579494,1.1,-0.7867962264113206,2.986796226411321,58.0,45.90041323019666,70.09958676980334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49477.9,49344.32320560816,49611.47679439184,230.4,146.20878905728938,314.59121094271063,58.0,45.90041323019666,70.09958676980334,0.009282,0.00657364551803129,0.01199035448196871,0.0012959343018935858,0.0006296426241470646,0.001962225979640107,2.692464294156287,1.8580184233721644,3.5269101649404098,5.385900636035297,4.1693826880104785,6.602418584060115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2021-06-15,599.1,426.3864799733385,771.8135200266615,0.0,0.0,0.0,338.2,270.04253525841796,406.357464741582,201.4,165.66542290721773,237.13457709278228,7.1,3.5843208337506103,10.61567916624939,1.6,-0.7999999999999998,4.0,74.7,61.55313725636417,87.84686274363584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,30.809091803689334,123.19090819631066,0.0,0.0,0.0,46.5,32.01552555320008,60.98447444679992,28.4,13.481555040822785,43.318444959177214,1.4,-1.0,3.8,0.5,-0.8416407864998738,1.8416407864998738,16.7,7.317036715408079,26.08296328459192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49400.9,49228.18647997334,49573.613520026665,524.4,355.76738156572435,693.0326184342756,263.5,199.3299135110447,327.6700864889553,157.7,120.85383330657041,194.54616669342957,7.1,3.5843208337506103,10.61567916624939,1.6,-0.7999999999999998,4.0,74.7,61.55313725636417,87.84686274363584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49400.9,49228.18647997334,49573.613520026665,260.9,146.16395509692688,375.63604490307307,74.7,61.55313725636417,87.84686274363584,0.010488,0.007115347631314488,0.013860652368685514,0.0015594047780963384,0.0006185813625454452,0.0025002281936472317,2.763939230283043,1.944806095077276,3.58307236548881,5.418783023224714,4.06753312459712,6.770032921852308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2021-06-16,684.4,478.88756728606415,889.9124327139358,0.0,0.0,0.0,384.3,302.207125765996,466.392874234004,231.5,193.5184255197339,269.4815744802661,8.8,4.084069550979362,13.51593044902064,2.0,-0.9664793948382653,4.966479394838265,92.8,79.30037037545104,106.29962962454896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3,46.79753254660164,123.80246745339835,0.0,0.0,0.0,46.1,26.47450637563478,65.72549362436523,30.1,20.573195708948358,39.62680429105164,1.7,-1.135489375751565,4.535489375751565,0.4,-0.5797958971132713,1.3797958971132713,18.1,8.448057190389079,27.751942809610924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49315.6,49110.087567286064,49521.11243271393,591.6,394.0141705485943,789.1858294514058,291.5,217.8182519208454,365.1817480791546,175.9,140.81781078666842,210.9821892133316,8.8,4.084069550979362,13.51593044902064,2.0,-0.9664793948382653,4.966479394838265,92.8,79.30037037545104,106.29962962454896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49315.6,49110.087567286064,49521.11243271393,300.1,166.4842823616922,433.71571763830786,92.8,79.30037037545104,106.29962962454896,0.011832,0.007880283410971885,0.015783716589028114,0.0017303973213463684,0.0009428515711512833,0.0025179430715414537,2.768866157680867,2.043175543141549,3.4945567722201853,5.297664024831089,4.1677784097042805,6.427549639957898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2021-06-17,770.4,529.6574819438827,1011.1425180561173,0.0,0.0,0.0,437.6,341.7284192265508,533.4715807734492,264.4,216.43167711916539,312.36832288083457,10.1,3.810325922593444,16.389674077406553,2.4,-0.7240998703626618,5.524099870362662,113.9,96.33981776859933,131.4601822314007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,45.74083955172438,126.25916044827562,0.0,0.0,0.0,53.3,30.251355788246457,76.34864421175354,32.9,17.42227406884332,48.377725931156675,1.3,-1.0748684174075833,3.674868417407583,0.4,-0.9266499161421601,1.72664991614216,21.1,10.275952697812155,31.924047302187848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49229.6,48988.85748194388,49470.34251805612,656.5,423.2597804837253,889.7402195162747,323.7,238.38153775412968,409.0184622458703,194.3,150.67386104638643,237.9261389536136,10.0,4.067041210323469,15.93295878967653,2.4,-0.7240998703626618,5.524099870362662,113.9,96.33981776859933,131.4601822314007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49229.6,48988.85748194388,49470.34251805612,332.8,178.38031213604918,487.21968786395087,113.9,96.33981776859933,131.4601822314007,0.01313,0.008465195609674507,0.01779480439032549,0.0017478225914289204,0.0009211193976616615,0.002574525785196179,2.7344439031334495,2.0819221292945262,3.386965676972373,5.458964065206806,4.333441926860381,6.584486203553231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2021-06-18,877.3,593.245005324673,1161.354994675327,0.0,0.0,0.0,501.1,375.2923690708708,626.9076309291293,301.1,239.37512656959112,362.82487343040896,11.8,5.948504464668884,17.65149553533112,2.7,-0.27321374946370103,5.673213749463701,136.6,114.02213473332786,159.17786526667214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9,57.94736983572793,155.85263016427209,0.0,0.0,0.0,63.5,27.89943820667994,99.10056179332005,36.7,17.641143790877692,55.758856209122314,1.7,0.1379500648186689,3.262049935181331,0.3,-0.6165151389911678,1.216515138991168,22.7,13.31703671540808,32.08296328459192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49122.7,48838.64500532467,49406.75499467532,740.7,469.6279800495817,1011.7720199504183,364.5,253.9115738424676,475.0884261575324,216.9,160.56209091561882,273.2379090843812,11.6,5.858919962237071,17.34108003776293,2.7,-0.27321374946370103,5.673213749463701,136.6,114.02213473332786,159.17786526667214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49122.7,48838.64500532467,49406.75499467532,376.2,211.65505173357644,540.7449482664235,136.6,114.02213473332786,159.17786526667214,0.014814000000000003,0.009392559600991637,0.02023544039900837,0.0021775028809709013,0.0011700560978148808,0.0031849496641269217,2.707996917526172,2.072757839545739,3.343235995506605,5.547733382021442,4.4631371677373926,6.632329596305492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2021-06-19,986.7,655.7824271816319,1317.6175728183682,0.0,0.0,0.0,570.8,419.7985430533863,721.8014569466136,344.3,263.9704288571139,424.6295711428861,13.1,7.55383015045518,18.64616984954482,3.1,0.07345080991568897,6.126549190084312,160.3,135.91885974774766,184.68114025225236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.4,56.08433626034466,162.71566373965535,0.0,0.0,0.0,69.7,40.46919433200652,98.93080566799348,43.2,21.607408677974753,64.79259132202526,1.3,-0.5000000000000002,3.1000000000000005,0.4,-0.5797958971132713,1.3797958971132713,23.7,16.21401309111484,31.18598690888516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49013.3,48682.382427181634,49344.21757281837,826.4,508.9839323537638,1143.8160676462362,410.5,273.73085143205725,547.2691485679427,243.3,167.90742742152912,318.6925725784709,12.9,7.574589217722261,18.22541078227774,3.1,0.07345080991568897,6.126549190084312,160.3,135.91885974774766,184.68114025225236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,49013.3,48682.382427181634,49344.21757281837,415.9,230.73747679403368,601.0625232059663,160.3,135.91885974774766,184.68114025225236,0.016528,0.010179678647075276,0.022876321352924726,0.0022337204072952225,0.0011325429725832122,0.003334897842007233,2.679991151976468,2.0853944972408027,3.2745878067121335,5.786624378507712,4.6250728305692395,6.948175926446185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2021-06-20,1113.1,710.6540284709014,1515.5459715290986,0.0,0.0,0.0,651.6,457.1938272584947,846.0061727415053,392.3,292.8251790652529,491.77482093474714,14.9,8.738831279700257,21.061168720299744,3.4,0.029540090729456736,6.770459909270543,189.1,154.7669255673192,223.4330744326808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,48.80000000000001,204.0,0.0,0.0,0.0,80.8,36.2596811865923,125.34031881340769,48.0,25.55005567935635,70.44994432064365,1.8,0.05644042258373072,3.5435595774162696,0.3,-0.9806248474865698,1.5806248474865698,28.8,17.11068864303803,40.48931135696197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48886.9,48484.4540284709,49289.3459715291,924.0,543.946319581036,1304.053680418964,462.5,291.14948205505766,633.8505179449423,272.6,184.3041337320937,360.89586626790634,14.6,9.071890015565899,20.1281099844341,3.4,0.029540090729456736,6.770459909270543,189.1,154.7669255673192,223.4330744326808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,50000.0,48886.9,48484.4540284709,49289.3459715291,461.5,247.27721876513692,675.7227812348631,189.1,154.7669255673192,223.4330744326808,0.018480000000000003,0.010878926391620723,0.026081073608379284,0.002588668941641532,0.0009767496929812148,0.004200588190301849,2.6723992150553957,2.1350596761589715,3.20973875395182,5.772148170919471,4.610713682530705,6.933582659308237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2021-06-21,1258.6,801.2080892713557,1715.9919107286441,0.0,0.0,0.0,734.9,514.1658612719817,955.6341387280182,447.5,328.85683753372047,566.1431624662796,17.2,11.146901619831377,23.253098380168623,3.9,-0.24246303544159664,8.042463035441596,220.2,175.50727128491704,264.89272871508297,0.1,-0.5000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.5,83.45324343690478,207.54675656309522,0.0,0.0,0.0,83.3,49.74944113729251,116.85055886270749,55.2,31.320301509441123,79.07969849055888,2.3,-0.07486841740758354,4.674868417407583,0.5,-1.11245154965971,2.11245154965971,31.1,20.165650453730684,42.03434954626932,0.1,-0.5000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48741.4,48284.00808927136,49198.79191072864,1038.3,609.7937106645925,1466.8062893354074,514.6,322.8998174231438,706.3001825768563,306.5,200.0509511550244,412.9490488449756,16.4,11.56678161056217,21.233218389437827,3.7,-0.30499687890015714,7.7049968789001575,220.2,175.50727128491704,264.89272871508297,0.1,-0.5000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49999.9,49999.3,50000.5,48741.4,48284.00808927136,49198.79191072864,523.7,281.07922595128014,766.32077404872,220.3,176.10000000000002,264.5,0.020766028960579212,0.012195988140338834,0.02933606978081959,0.002987902828108999,0.0016849661493081134,0.004290839506909885,2.686074444783027,2.2071270572284982,3.1650218323375556,5.8606746072200115,4.805243788565327,6.916105425874696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2021-06-22,1414.8,883.3786605714821,1946.2213394285177,0.0,0.0,0.0,832.2,575.6119254524872,1088.788074547513,506.1,366.78898105318444,645.4110189468156,20.8,12.910766830673591,28.68923316932641,5.1,1.2581254575402903,8.94187454245971,254.8,196.13621219184702,313.46378780815303,0.2,-1.0000000000000002,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.2,78.05244725520829,234.3475527447917,0.0,0.0,0.0,97.3,56.6350273576878,137.9649726423122,58.6,32.291066156151444,84.90893384384856,3.6,-0.215756805667783,7.415756805667783,1.2,-0.9540659228538015,3.3540659228538017,34.6,18.27333469443316,50.92666530556684,0.1,-0.5000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48585.2,48053.77866057148,49116.621339428515,1159.8,667.5416938232529,1652.058306176747,577.2,361.6452737702094,792.7547262297907,343.5,223.0898675359918,463.9101324640082,19.5,13.096875762567151,25.90312423743285,4.7,1.5951650607479952,7.8048349392520056,254.8,196.13621219184702,313.46378780815303,0.2,-1.0000000000000002,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49999.8,49998.600000000006,50001.0,48585.2,48053.77866057148,49116.621339428515,582.6,299.68347520867576,865.5165247913243,255.0,197.2834512466312,312.71654875336884,0.0231960641625665,0.013351084580586712,0.03304104374454629,0.003219274903898448,0.0015745006790586623,0.004864049128738234,2.6862188127227387,2.227472999322757,3.14496462612272,5.859604343601029,4.922246613711488,6.796962073490571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2021-06-23,1593.6,971.0387098445648,2216.161290155435,0.0,0.0,0.0,940.0,636.7509274540151,1243.2490725459847,571.9,400.11769590554445,743.6823040944555,23.6,17.586681448650836,29.613318551349167,5.9,2.7440532323881004,9.0559467676119,295.7,234.00364678524346,357.3963532147565,0.2,-1.0000000000000002,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.8,77.96825896574036,279.6317410342597,0.0,0.0,0.0,107.8,55.91705482530892,159.68294517469107,65.8,31.42791830569466,100.17208169430533,2.8,-0.6409301068170508,6.24093010681705,0.8,-0.6966629547095766,2.2966629547095767,40.9,30.723556613433157,51.07644338656684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48406.4,47783.83870984457,49028.961290155436,1297.7,719.4073059427432,1875.9926940572568,644.1,387.4283030795955,900.7716969204046,383.3,235.42694633571674,531.1730536642833,22.0,16.48638049916391,27.51361950083609,5.4,2.4066740905808475,8.393325909419154,295.7,234.00364678524346,357.3963532147565,0.2,-1.0000000000000002,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49999.8,49998.600000000006,50001.0,48406.4,47783.83870984457,49028.961290155436,653.6,325.54366337471856,981.6563366252815,295.9,235.15495905014137,356.6450409498586,0.02595407000280011,0.014388420788552044,0.03751971921704818,0.003700043586087159,0.0015705177574612587,0.005829569414713059,2.6951361740493445,2.198323037279513,3.191949310819176,5.868185801877556,5.0210045796547655,6.715367024100346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
