,height,diameter,bucket_volume,surface_area,water_volume_t0,wind_speed_t0,temperature_t0,water_volume_t1,wind_speed_t1,temperature_t1,water_volume_t2,wind_speed_t2,temperature_t2,water_volume_t3,wind_speed_t3,temperature_t3,water_volume_t4,wind_speed_t4,temperature_t4,water_volume_t5,wind_speed_t5,temperature_t5,water_volume_t6,wind_speed_t6,temperature_t6,water_volume_t7,wind_speed_t7,temperature_t7,water_volume_t8,wind_speed_t8,temperature_t8,water_volume_t9,wind_speed_t9,temperature_t9,temperature_t10,water_volume_t10,wind_speed_t10
40,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,40.0,5.992430931821485,2.0,70.0,5.992430931821485,0.0,60.0,5.280337890452095,1.0,40.0,5.280337890452095,0.0,40.0,3.531306483142548,2.0,50.0,1.9387371530964264,0.5,80.0,0.9201593411556171,1.0,50.0,0.0,1.0,60.0,0.0,1.5,70.0,60.0,0.0,1.5
41,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.5,70.0,5.992430931821485,2.0,70.0,1.296679052443667,2.0,80.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.5,60.0,0.0,0.5,50.0,0.0,2.0,60.0,0.0,0.5,50.0,0.0,0.5,40.0,50.0,0.0,1.5
42,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.5,50.0,8.58805125775492,0.5,60.0,7.994865363755414,0.5,50.0,7.580166022768714,0.5,40.0,7.580166022768714,0.0,60.0,6.143396768863249,1.0,60.0,6.143396768863249,0.0,40.0,3.40874680504639,1.0,80.0,1.4098618725309746,1.0,70.0,1.4098618725309746,0.0,70.0,80.0,0.0,0.5
43,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,80.0,8.712684919399988,1.0,40.0,7.54860071120677,0.5,70.0,7.54860071120677,0.0,40.0,6.83650766983738,1.0,40.0,6.83650766983738,0.0,40.0,5.43902833785558,1.5,50.0,5.43902833785558,0.0,50.0,4.602301634841121,0.5,60.0,3.8902085934717303,1.0,40.0,70.0,0.4578615645238355,2.0
44,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.0,70.0,9.42477796076938,0.0,50.0,9.42477796076938,0.0,60.0,5.992430931821485,2.0,70.0,4.399861601775363,0.5,80.0,4.399861601775363,0.0,80.0,3.687768560405973,1.0,40.0,2.975675519036584,1.0,40.0,0.0,1.5,80.0,0.0,0.0,80.0,80.0,0.0,1.0
45,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.0,60.0,8.447792897776852,1.5,40.0,8.033093556790151,0.5,40.0,5.2984435929732925,1.0,80.0,5.2984435929732925,0.0,60.0,3.3272094725932213,1.5,60.0,1.578178065283675,2.0,50.0,0.0,2.0,70.0,0.0,0.5,40.0,0.0,2.0,40.0,80.0,0.0,1.5
46,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,50.0,5.992430931821485,2.0,70.0,5.399245037821979,0.5,50.0,5.399245037821979,0.0,50.0,4.00176570584018,1.5,50.0,4.00176570584018,0.0,80.0,2.7790087601449844,2.0,40.0,0.0,1.5,80.0,0.0,0.0,50.0,0.0,2.0,50.0,40.0,0.0,0.5
47,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,50.0,7.453543840389308,1.5,60.0,7.453543840389308,0.0,60.0,6.860357946389803,0.5,50.0,5.423588692484337,1.0,60.0,3.4247037599689216,1.0,70.0,1.8321344299228,0.5,80.0,0.9954077269083402,0.5,60.0,0.0,0.5,80.0,0.0,1.5,60.0,60.0,0.0,1.5
48,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.0,50.0,7.988008706863914,1.0,60.0,7.011023643871385,1.5,40.0,5.992445831930576,1.0,50.0,4.2434144246210295,2.0,50.0,3.4066877216065694,0.5,60.0,0.6642360920373451,1.5,70.0,0.6642360920373451,0.0,50.0,0.0,1.0,40.0,0.0,2.0,70.0,80.0,0.0,0.5
49,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.5,60.0,4.729026081391562,2.0,80.0,2.7301411488761467,1.0,70.0,1.5073842031809512,2.0,40.0,1.5073842031809512,0.0,80.0,0.0,2.0,60.0,0.0,0.0,70.0,0.0,0.5,60.0,0.0,2.0,80.0,0.0,2.0,40.0,60.0,0.0,2.0
50,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,60.0,5.992430931821485,2.0,70.0,5.992430931821485,0.0,80.0,2.240516488135454,1.5,80.0,0.6479471580893323,0.5,80.0,0.0,2.0,50.0,0.0,2.0,50.0,0.0,2.0,50.0,0.0,0.5,80.0,0.0,1.5,80.0,70.0,0.0,2.0
51,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,40.0,9.42477796076938,0.0,70.0,7.988008706863914,1.0,60.0,6.395439376817793,0.5,80.0,4.958670122912327,1.0,60.0,4.958670122912327,0.0,80.0,3.981685059919799,1.5,40.0,3.981685059919799,0.0,60.0,2.5842057279379995,1.5,50.0,1.6072206649454714,1.5,40.0,70.0,1.6072206649454714,0.0
52,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.0,80.0,7.832208630723258,0.5,80.0,5.860974510343187,1.5,60.0,3.393853667263803,2.0,60.0,2.681760625894413,1.0,40.0,2.681760625894413,0.0,70.0,1.8450339228799528,0.5,60.0,0.6222769771847574,2.0,40.0,0.0,2.0,60.0,0.0,0.5,40.0,50.0,0.0,0.0
53,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.0,70.0,9.42477796076938,0.0,40.0,9.42477796076938,0.0,80.0,6.690127996952521,1.0,80.0,5.0975586669064,0.5,80.0,0.4018067875285824,2.0,80.0,0.4018067875285824,0.0,40.0,0.0,0.5,80.0,0.0,1.5,80.0,0.0,1.0,60.0,70.0,0.0,0.5
54,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,60.0,9.42477796076938,0.0,40.0,4.729026081391562,2.0,80.0,3.3315467494097626,1.5,50.0,1.8947774955042969,1.0,60.0,1.8947774955042969,0.0,70.0,0.1457460881947505,2.0,50.0,0.0,2.0,50.0,0.0,1.5,70.0,0.0,0.5,70.0,40.0,0.0,2.0
55,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.0,70.0,4.729026081391562,2.0,80.0,4.729026081391562,0.0,80.0,4.1358401873920565,0.5,50.0,3.7211408464053566,0.5,40.0,3.127954952405851,0.5,50.0,3.127954952405851,0.0,70.0,1.9638707442126324,0.5,70.0,1.1271440411981724,0.5,60.0,1.1271440411981724,0.0,70.0,40.0,0.7124447002114722,0.5
56,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.5,80.0,7.453543840389308,1.5,60.0,4.021196811441413,2.0,70.0,2.857112603248195,0.5,70.0,2.4424132622614945,0.5,40.0,1.278329054068276,0.5,70.0,1.278329054068276,0.0,40.0,0.0555721083730804,2.0,40.0,0.0,0.5,70.0,0.0,1.5,50.0,80.0,0.0,0.5
57,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.5,50.0,5.672863517083348,1.5,80.0,4.50877930889013,0.5,70.0,3.915593414890624,0.5,50.0,2.323024084844503,0.5,80.0,1.908324743857803,0.5,40.0,0.0,2.0,70.0,0.0,0.5,40.0,0.0,0.5,70.0,0.0,2.0,60.0,80.0,0.0,0.5
58,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,80.0,4.729026081391562,2.0,80.0,4.729026081391562,0.0,70.0,3.892299378377102,0.5,60.0,3.892299378377102,0.0,40.0,3.892299378377102,0.0,70.0,1.1576494145602432,1.0,80.0,0.742950073573543,0.5,40.0,0.0,0.5,60.0,0.0,0.0,80.0,70.0,0.0,2.0
59,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.0,60.0,9.42477796076938,0.0,70.0,8.712684919399988,1.0,40.0,6.963653512090442,2.0,50.0,6.963653512090442,0.0,50.0,4.992419391710371,1.5,60.0,4.577720050723671,0.5,40.0,4.163020709736971,0.5,40.0,0.7306736807890757,2.0,70.0,0.7306736807890757,0.0,60.0,70.0,0.0,1.0
60,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.5,40.0,7.425893028253964,1.0,70.0,6.589166325239504,0.5,60.0,5.612181262246976,1.5,40.0,4.214701930265177,1.5,50.0,4.214701930265177,0.0,70.0,0.0,2.0,80.0,0.0,0.0,60.0,0.0,0.5,80.0,0.0,0.5,40.0,70.0,0.0,0.0
61,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.0,60.0,7.425893028253964,1.0,70.0,7.425893028253964,0.0,60.0,2.7301411488761467,2.0,80.0,1.293371894970681,1.0,60.0,0.0,2.0,60.0,0.0,0.0,70.0,0.0,1.5,80.0,0.0,1.0,60.0,0.0,0.5,60.0,80.0,0.0,0.0
62,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,1.0,60.0,7.453543840389308,1.5,60.0,4.9864229973099246,2.0,60.0,2.2439713677407003,1.5,70.0,0.0,2.0,60.0,0.0,0.0,70.0,0.0,0.0,50.0,0.0,2.0,50.0,0.0,0.5,50.0,0.0,2.0,50.0,70.0,0.0,2.0
63,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,2.0,40.0,9.42477796076938,0.0,70.0,9.01007861978268,0.5,40.0,5.577731590834784,2.0,70.0,4.354974645139588,2.0,40.0,3.7617887511400823,0.5,50.0,3.7617887511400823,0.0,80.0,2.925062048125622,0.5,60.0,1.5275827161438231,1.5,50.0,0.3634985079506045,0.5,70.0,40.0,0.3634985079506045,0.0
64,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.0,60.0,7.675746553459833,2.0,50.0,7.082560659460327,0.5,50.0,3.650213630512432,2.0,70.0,2.4274566848172365,2.0,40.0,0.0,2.0,80.0,0.0,0.0,60.0,0.0,0.5,70.0,0.0,0.0,70.0,0.0,1.5,70.0,40.0,0.0,0.5
65,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.0,40.0,8.58805125775492,0.5,60.0,8.58805125775492,0.0,50.0,7.994865363755414,0.5,50.0,6.402296033709293,0.5,80.0,5.565569330694833,0.5,60.0,4.546991518754024,1.0,50.0,2.5481065862386085,1.0,70.0,2.5481065862386085,0.0,70.0,0.9555372561924872,0.5,80.0,70.0,0.0,0.5
66,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.5,70.0,8.202021015074184,2.0,40.0,8.202021015074184,0.0,70.0,7.365294312059724,0.5,60.0,4.6228426824905,1.5,70.0,2.651608562110429,1.5,60.0,0.6527236295950136,1.0,70.0,0.0,1.0,70.0,0.0,0.0,70.0,0.0,0.0,60.0,60.0,0.0,0.0
67,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.5,40.0,6.682326331200155,1.5,70.0,5.518242123006937,0.5,70.0,5.518242123006937,0.0,60.0,3.925672792960816,0.5,80.0,2.528193460979016,1.5,50.0,0.0,1.5,70.0,0.0,0.5,80.0,0.0,0.5,50.0,0.0,0.0,60.0,40.0,0.0,0.0
68,3.0,2.0,9.42477796076938,3.141592653589793,9.42477796076938,0.0,80.0,8.58805125775492,0.5,60.0,5.155704228807025,2.0,70.0,4.178719165814496,1.5,40.0,4.178719165814496,0.0,50.0,3.585533271814991,0.5,50.0,0.8430816422457665,1.5,70.0,0.0,1.0,70.0,0.0,0.0,70.0,0.0,1.0,60.0,40.0,0.0,2.0
